Test	Animal	Time	Date	Segment of test	Whole arena : distance	Whole arena : average speed	Whole arena : time mobile	Whole arena : time immobile	10 cm edge : time	10 cm edge : distance	10 cm edge : average speed	10 cm edge : time mobile	10 cm edge : time immobile	Center : time	Center : distance	Center : average speed	Center : time mobile	Center : time immobile	ID
15	34	15:24	10/17/2016	1420 - 1425 secs.	0.118	0.034	5	0	5	0.118	0.034	5	0	0	0		0	0	34
16	35	15:24	10/17/2016	1420 - 1425 secs.	0.05	0.006	1.6	3.4	5	0.05	0.006	1.6	3.4	0	0		0	0	35
17	36	16:08	10/17/2016	1420 - 1425 secs.	0	0.005	0	5	5	0	0.005	0	5	0	0		0	0	36
18	37	16:08	10/17/2016	1420 - 1425 secs.	0.174	0.035	2.6	2.4	5	0.174	0.035	2.6	2.4	0	0		0	0	37
19	38	16:09	10/17/2016	1420 - 1425 secs.	0	0.01	0	5	5	0	0.01	0	5	0	0		0	0	38
20	39	16:09	10/17/2016	1420 - 1425 secs.	0.224	0.051	3.4	1.6	4.6	0.11	0.036	3	1.6	0.4	0.114	0.225	0.4	0	39
1	20	13:19	10/17/2016	1425 - 1430 secs.	0.042	0.018	1.3	3.7	5	0.042	0.018	1.3	3.7	0	0		0	0	20
2	21	13:19	10/17/2016	1425 - 1430 secs.	0.172	0.049	2.3	2.7	5	0.172	0.049	2.3	2.7	0	0		0	0	21
3	22	13:20	10/17/2016	1425 - 1430 secs.	0	0.005	0	5	5	0	0.005	0	5	0	0		0	0	22
4	23	13:20	10/17/2016	1425 - 1430 secs.	0	0.005	0.4	4.6	5	0	0.005	0.4	4.6	0	0		0	0	23
5	24	14:03	10/17/2016	1425 - 1430 secs.	0.31	0.074	5	0	1.8	0.146	0.088	1.8	0	3.2	0.164	0.066	3.2	0	24
6	25	14:04	10/17/2016	1425 - 1430 secs.	0.097	0.025	4.2	0.8	5	0.097	0.025	4.2	0.8	0	0		0	0	25
7	26	14:04	10/17/2016	1425 - 1430 secs.	0.083	0.02	1.1	3.9	5	0.083	0.02	1.1	3.9	0	0		0	0	26
8	27	14:04	10/17/2016	1425 - 1430 secs.	0	0.005	0.1	4.9	5	0	0.005	0.1	4.9	0	0		0	0	27
9	28	14:43	10/17/2016	1425 - 1430 secs.	0.108	0.036	3.9	1.1	5	0.108	0.036	3.9	1.1	0	0		0	0	28
10	29	14:43	10/17/2016	1425 - 1430 secs.	0.434	0.101	5	0	4.4	0.305	0.084	4.4	0	0.6	0.129	0.234	0.6	0	29
11	30	14:44	10/17/2016	1425 - 1430 secs.	0.299	0.068	5	0	5	0.299	0.062	5	0	0	0		0	0	30
12	31	14:44	10/17/2016	1425 - 1430 secs.	0	0.005	0	5	5	0	0.005	0	5	0	0		0	0	31
13	32	15:23	10/17/2016	1425 - 1430 secs.	0.138	0.051	5	0	5	0.138	0.051	5	0	0	0		0	0	32
14	33	15:23	10/17/2016	1425 - 1430 secs.	0.127	0.024	2.6	2.4	4.6	0.104	0.026	2.2	2.4	0.4	0.023	0	0.4	0	33
15	34	15:24	10/17/2016	1425 - 1430 secs.	0.22	0.058	5	0	5	0.22	0.058	5	0	0	0		0	0	34
16	35	15:24	10/17/2016	1425 - 1430 secs.	0.217	0.05	5	0	3.1	0.135	0.046	3.1	0	1.9	0.082	0.058	1.9	0	35
17	36	16:08	10/17/2016	1425 - 1430 secs.	0	0.005	0	5	5	0	0.005	0	5	0	0		0	0	36
18	37	16:08	10/17/2016	1425 - 1430 secs.	0.122	0.028	2.7	2.3	5	0.122	0.028	2.7	2.3	0	0		0	0	37
19	38	16:09	10/17/2016	1425 - 1430 secs.	0	0.027	1.4	3.6	5	0	0.027	1.4	3.6	0	0		0	0	38
20	39	16:09	10/17/2016	1425 - 1430 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	39
1	20	13:19	10/17/2016	1430 - 1435 secs.	0	0.027	0.1	4.9	5	0	0.027	0.1	4.9	0	0		0	0	20
2	21	13:19	10/17/2016	1430 - 1435 secs.	0.149	0.04	5	0	5	0.149	0.04	5	0	0	0		0	0	21
3	22	13:20	10/17/2016	1430 - 1435 secs.	0	0.006	0	5	5	0	0.006	0	5	0	0		0	0	22
4	23	13:20	10/17/2016	1430 - 1435 secs.	0	0.005	0	5	5	0	0.005	0	5	0	0		0	0	23
5	24	14:03	10/17/2016	1430 - 1435 secs.	0.261	0.059	5	0	1.7	0.08	0.055	1.7	0	3.3	0.181	0.061	3.3	0	24
6	25	14:04	10/17/2016	1430 - 1435 secs.	0.041	0.018	1.8	3.2	5	0.041	0.018	1.8	3.2	0	0		0	0	25
7	26	14:04	10/17/2016	1430 - 1435 secs.	0.093	0.028	3.7	1.3	5	0.093	0.028	3.7	1.3	0	0		0	0	26
8	27	14:04	10/17/2016	1430 - 1435 secs.	0.142	0.034	3.2	1.8	5	0.142	0.034	3.2	1.8	0	0		0	0	27
9	28	14:43	10/17/2016	1430 - 1435 secs.	0.026	0.04	2.2	2.8	4.8	0.026	0.021	2	2.8	0.2	0	0.483	0.2	0	28
10	29	14:43	10/17/2016	1430 - 1435 secs.	0.206	0.044	5	0	5	0.206	0.044	5	0	0	0		0	0	29
11	30	14:44	10/17/2016	1430 - 1435 secs.	0.09	0.04	5	0	5	0.09	0.04	5	0	0	0		0	0	30
12	31	14:44	10/17/2016	1430 - 1435 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	31
13	32	15:23	10/17/2016	1430 - 1435 secs.	0.176	0.042	2.7	2.3	5	0.176	0.042	2.7	2.3	0	0		0	0	32
14	33	15:23	10/17/2016	1430 - 1435 secs.	0.204	0.057	4.8	0.2	5	0.204	0.057	4.8	0.2	0	0		0	0	33
15	34	15:24	10/17/2016	1430 - 1435 secs.	0.706	0.147	5	0	1.9	0.213	0.142	1.9	0	3.1	0.493	0.15	3.1	0	34
16	35	15:24	10/17/2016	1430 - 1435 secs.	0.384	0.083	5	0	2.5	0.116	0.052	2.5	0	2.5	0.267	0.114	2.5	0	35
17	36	16:08	10/17/2016	1430 - 1435 secs.	0.023	0.037	3.2	1.8	5	0.023	0.026	3.2	1.8	0	0	1.396	0	0	36
18	37	16:08	10/17/2016	1430 - 1435 secs.	0.045	0.025	3.1	1.9	5	0.045	0.025	3.1	1.9	0	0		0	0	37
19	38	16:09	10/17/2016	1430 - 1435 secs.	0	0.007	0	5	5	0	0.007	0	5	0	0		0	0	38
20	39	16:09	10/17/2016	1430 - 1435 secs.	0	0.009	0	5	5	0	0.009	0	5	0	0		0	0	39
1	20	13:19	10/17/2016	1435 - 1440 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	20
2	21	13:19	10/17/2016	1435 - 1440 secs.	0.167	0.038	5	0	5	0.167	0.038	5	0	0	0		0	0	21
3	22	13:20	10/17/2016	1435 - 1440 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	22
4	23	13:20	10/17/2016	1435 - 1440 secs.	0	0.005	0	5	5	0	0.005	0	5	0	0		0	0	23
5	24	14:03	10/17/2016	1435 - 1440 secs.	0.045	0.014	1.5	3.5	5	0.045	0.014	1.5	3.5	0	0		0	0	24
6	25	14:04	10/17/2016	1435 - 1440 secs.	0	0.013	0	5	5	0	0.013	0	5	0	0		0	0	25
7	26	14:04	10/17/2016	1435 - 1440 secs.	0.229	0.045	5	0	5	0.229	0.045	5	0	0	0		0	0	26
8	27	14:04	10/17/2016	1435 - 1440 secs.	0.304	0.062	5	0	5	0.304	0.062	5	0	0	0		0	0	27
9	28	14:43	10/17/2016	1435 - 1440 secs.	0.289	0.058	4.8	0.2	5	0.289	0.058	4.8	0.2	0	0		0	0	28
10	29	14:43	10/17/2016	1435 - 1440 secs.	0.122	0.029	5	0	5	0.122	0.029	5	0	0	0		0	0	29
11	30	14:44	10/17/2016	1435 - 1440 secs.	0.076	0.016	2.9	2.1	5	0.076	0.016	2.9	2.1	0	0		0	0	30
12	31	14:44	10/17/2016	1435 - 1440 secs.	0.025	0.011	0	5	5	0.025	0.005	0	5	0	0		0	0	31
13	32	15:23	10/17/2016	1435 - 1440 secs.	0.131	0.047	2.8	2.2	5	0.131	0.047	2.8	2.2	0	0		0	0	32
14	33	15:23	10/17/2016	1435 - 1440 secs.	0.321	0.081	5	0	5	0.321	0.081	5	0	0	0		0	0	33
15	34	15:24	10/17/2016	1435 - 1440 secs.	0.148	0.035	5	0	5	0.148	0.035	5	0	0	0		0	0	34
16	35	15:24	10/17/2016	1435 - 1440 secs.	0.212	0.046	5	0	5	0.212	0.046	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	1435 - 1440 secs.	0.211	0.087	5	0	2.6	0.15	0.1	2.6	0	2.4	0.061	0.073	2.4	0	36
18	37	16:08	10/17/2016	1435 - 1440 secs.	0.405	0.098	5	0	5	0.405	0.098	5	0	0	0		0	0	37
19	38	16:09	10/17/2016	1435 - 1440 secs.	0	0.017	0.4	4.6	5	0	0.017	0.4	4.6	0	0		0	0	38
20	39	16:09	10/17/2016	1435 - 1440 secs.	0	0.009	0	5	5	0	0.009	0	5	0	0		0	0	39
1	20	13:19	10/17/2016	1440 - 1445 secs.	0.021	0	0	5	5	0.021	0	0	5	0	0		0	0	20
2	21	13:19	10/17/2016	1440 - 1445 secs.	0.269	0.065	5	0	3.6	0.176	0.053	3.6	0	1.4	0.093	0.094	1.4	0	21
3	22	13:20	10/17/2016	1440 - 1445 secs.	0.081	0.023	0.7	4.3	5	0.081	0.023	0.7	4.3	0	0		0	0	22
4	23	13:20	10/17/2016	1440 - 1445 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	23
5	24	14:03	10/17/2016	1440 - 1445 secs.	0.042	0.031	4.5	0.5	5	0.042	0.031	4.5	0.5	0	0		0	0	24
6	25	14:04	10/17/2016	1440 - 1445 secs.	0	0.004	0	5	5	0	0.004	0	5	0	0		0	0	25
7	26	14:04	10/17/2016	1440 - 1445 secs.	0.069	0.03	3.9	1.1	5	0.069	0.03	3.9	1.1	0	0		0	0	26
8	27	14:04	10/17/2016	1440 - 1445 secs.	0.121	0.024	1.4	3.6	5	0.121	0.024	1.4	3.6	0	0		0	0	27
9	28	14:43	10/17/2016	1440 - 1445 secs.	0	0.015	0	5	5	0	0.015	0	5	0	0		0	0	28
10	29	14:43	10/17/2016	1440 - 1445 secs.	0.133	0.029	5	0	2.6	0.029	0	2.6	0	2.4	0.104	0.062	2.4	0	29
11	30	14:44	10/17/2016	1440 - 1445 secs.	0.185	0.052	5	0	5	0.185	0.052	5	0	0	0		0	0	30
12	31	14:44	10/17/2016	1440 - 1445 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	31
13	32	15:23	10/17/2016	1440 - 1445 secs.	0.066	0.023	2	3	5	0.066	0.023	2	3	0	0		0	0	32
14	33	15:23	10/17/2016	1440 - 1445 secs.	0.224	0.051	5	0	2.3	0.118	0.071	2.3	0	2.7	0.106	0.035	2.7	0	33
15	34	15:24	10/17/2016	1440 - 1445 secs.	0.15	0.05	5	0	5	0.15	0.05	5	0	0	0		0	0	34
16	35	15:24	10/17/2016	1440 - 1445 secs.	0.443	0.102	2.8	2.2	4.9	0.406	0.092	2.7	2.2	0.1	0.037	1.098	0.1	0	35
17	36	16:08	10/17/2016	1440 - 1445 secs.	0.707	0.151	5	0	1.2	0.117	0.134	1.2	0	3.8	0.589	0.157	3.8	0	36
18	37	16:08	10/17/2016	1440 - 1445 secs.	0.464	0.113	5	0	5	0.464	0.113	5	0	0	0		0	0	37
19	38	16:09	10/17/2016	1440 - 1445 secs.	0.025	0.017	0	5	5	0.025	0.017	0	5	0	0		0	0	38
20	39	16:09	10/17/2016	1440 - 1445 secs.	0	0.017	0	5	5	0	0.017	0	5	0	0		0	0	39
1	20	13:19	10/17/2016	1445 - 1450 secs.	0	0.008	0.1	4.9	5	0	0.008	0.1	4.9	0	0		0	0	20
2	21	13:19	10/17/2016	1445 - 1450 secs.	0.174	0.052	5	0	3.7	0.068	0.042	3.7	0	1.3	0.106	0.081	1.3	0	21
3	22	13:20	10/17/2016	1445 - 1450 secs.	0.076	0.026	4.2	0.8	5	0.076	0.026	4.2	0.8	0	0		0	0	22
4	23	13:20	10/17/2016	1445 - 1450 secs.	0	0.005	0	5	5	0	0.005	0	5	0	0		0	0	23
5	24	14:03	10/17/2016	1445 - 1450 secs.	0.589	0.129	5	0	4.1	0.516	0.137	4.1	0	0.9	0.073	0.09	0.9	0	24
6	25	14:04	10/17/2016	1445 - 1450 secs.	0	0.009	0	5	5	0	0.009	0	5	0	0		0	0	25
7	26	14:04	10/17/2016	1445 - 1450 secs.	0.37	0.086	3.1	1.9	5	0.37	0.086	3.1	1.9	0	0		0	0	26
8	27	14:04	10/17/2016	1445 - 1450 secs.	0.023	0.005	0.1	4.9	5	0.023	0.005	0.1	4.9	0	0		0	0	27
9	28	14:43	10/17/2016	1445 - 1450 secs.	0	0.005	0	5	5	0	0.005	0	5	0	0		0	0	28
10	29	14:43	10/17/2016	1445 - 1450 secs.	0.122	0.031	5	0	2.8	0.093	0.039	2.8	0	2.2	0.029	0.021	2.2	0	29
11	30	14:44	10/17/2016	1445 - 1450 secs.	0.231	0.061	5	0	5	0.231	0.061	5	0	0	0		0	0	30
12	31	14:44	10/17/2016	1445 - 1450 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	31
13	32	15:23	10/17/2016	1445 - 1450 secs.	0.357	0.085	4.7	0.3	5	0.357	0.085	4.7	0.3	0	0		0	0	32
14	33	15:23	10/17/2016	1445 - 1450 secs.	0.19	0.053	5	0	4.6	0.167	0.047	4.6	0	0.4	0.023	0.134	0.4	0	33
15	34	15:24	10/17/2016	1445 - 1450 secs.	0.049	0.02	1.5	3.5	5	0.049	0.02	1.5	3.5	0	0		0	0	34
16	35	15:24	10/17/2016	1445 - 1450 secs.	0.13	0.039	5	0	5	0.13	0.039	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	1445 - 1450 secs.	0.397	0.083	5	0	5	0.397	0.083	5	0	0	0		0	0	36
18	37	16:08	10/17/2016	1445 - 1450 secs.	0.122	0.045	2.8	2.2	5	0.122	0.045	2.8	2.2	0	0		0	0	37
19	38	16:09	10/17/2016	1445 - 1450 secs.	0	0.006	0	5	5	0	0.006	0	5	0	0		0	0	38
20	39	16:09	10/17/2016	1445 - 1450 secs.	0.025	0.014	2.4	2.6	5	0.025	0.014	2.4	2.6	0	0		0	0	39
1	20	13:19	10/17/2016	1450 - 1455 secs.	0.021	0.018	2.4	2.6	5	0.021	0.018	2.4	2.6	0	0		0	0	20
2	21	13:19	10/17/2016	1450 - 1455 secs.	0.174	0.041	5	0	1.2	0.048	0.018	1.2	0	3.8	0.127	0.048	3.8	0	21
3	22	13:20	10/17/2016	1450 - 1455 secs.	0.104	0.021	3.2	1.8	5	0.104	0.021	3.2	1.8	0	0		0	0	22
4	23	13:20	10/17/2016	1450 - 1455 secs.	0	0.005	4.9	0.1	5	0	0.005	4.9	0.1	0	0		0	0	23
5	24	14:03	10/17/2016	1450 - 1455 secs.	0.066	0.024	1	4	0	0		0	0	5	0.066	0.024	1	4	24
6	25	14:04	10/17/2016	1450 - 1455 secs.	0	0.009	0	5	5	0	0.009	0	5	0	0		0	0	25
7	26	14:04	10/17/2016	1450 - 1455 secs.	0.194	0.034	2.2	2.8	5	0.194	0.034	2.2	2.8	0	0		0	0	26
8	27	14:04	10/17/2016	1450 - 1455 secs.	0	0.005	0	5	5	0	0.005	0	5	0	0		0	0	27
9	28	14:43	10/17/2016	1450 - 1455 secs.	0.052	0.031	0.7	4.3	5	0.052	0.031	0.7	4.3	0	0		0	0	28
10	29	14:43	10/17/2016	1450 - 1455 secs.	0.158	0.04	5	0	4.6	0.133	0.043	4.6	0	0.4	0.025	0	0.4	0	29
11	30	14:44	10/17/2016	1450 - 1455 secs.	0.104	0.038	5	0	5	0.104	0.038	5	0	0	0		0	0	30
12	31	14:44	10/17/2016	1450 - 1455 secs.	0	0.005	0	5	5	0	0.005	0	5	0	0		0	0	31
13	32	15:23	10/17/2016	1450 - 1455 secs.	0.477	0.105	5	0	5	0.477	0.105	5	0	0	0		0	0	32
14	33	15:23	10/17/2016	1450 - 1455 secs.	0.242	0.068	5	0	1.8	0.097	0.056	1.8	0	3.2	0.145	0.074	3.2	0	33
15	34	15:24	10/17/2016	1450 - 1455 secs.	0.155	0.031	3.2	1.8	5	0.155	0.031	3.2	1.8	0	0		0	0	34
16	35	15:24	10/17/2016	1450 - 1455 secs.	0.34	0.077	5	0	5	0.34	0.077	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	1450 - 1455 secs.	0.35	0.085	5	0	3	0.162	0.068	3	0	2	0.188	0.111	2	0	36
18	37	16:08	10/17/2016	1450 - 1455 secs.	0.443	0.106	5	0	2.9	0.129	0.08	2.9	0	2.1	0.314	0.143	2.1	0	37
19	38	16:09	10/17/2016	1450 - 1455 secs.	0	0.006	0.3	4.7	5	0	0.006	0.3	4.7	0	0		0	0	38
20	39	16:09	10/17/2016	1450 - 1455 secs.	0	0.01	1.7	3.3	5	0	0.01	1.7	3.3	0	0		0	0	39
1	20	13:19	10/17/2016	1455 - 1460 secs.	0.047	0.029	3.4	1.6	5	0.047	0.029	3.4	1.6	0	0		0	0	20
2	21	13:19	10/17/2016	1455 - 1460 secs.	0.167	0.043	5	0	4.8	0.143	0.044	4.8	0	0.2	0.025	0	0.2	0	21
3	22	13:20	10/17/2016	1455 - 1460 secs.	0	0.01	0.1	4.9	5	0	0.01	0.1	4.9	0	0		0	0	22
4	23	13:20	10/17/2016	1455 - 1460 secs.	0.027	0.012	0.1	4.9	5	0.027	0.012	0.1	4.9	0	0		0	0	23
5	24	14:03	10/17/2016	1455 - 1460 secs.	0.261	0.064	2.5	2.5	3.7	0.066	0.038	1.4	2.4	1.3	0.195	0.139	1.2	0.1	24
6	25	14:04	10/17/2016	1455 - 1460 secs.	0.113	0.031	2.2	2.8	5	0.113	0.026	2.2	2.8	0	0	6.222	0	0	25
7	26	14:04	10/17/2016	1455 - 1460 secs.	0.15	0.03	5	0	5	0.15	0.03	5	0	0	0		0	0	26
8	27	14:04	10/17/2016	1455 - 1460 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	27
9	28	14:43	10/17/2016	1455 - 1460 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	28
10	29	14:43	10/17/2016	1455 - 1460 secs.	0.262	0.066	5	0	3.7	0.181	0.068	3.7	0	1.3	0.081	0.059	1.3	0	29
11	30	14:44	10/17/2016	1455 - 1460 secs.	0.419	0.086	2.5	2.5	3.6	0.174	0.049	1.2	2.5	1.4	0.245	0.182	1.4	0	30
12	31	14:44	10/17/2016	1455 - 1460 secs.	0	0.005	0	5	5	0	0	0	5	0	0		0	0	31
13	32	15:23	10/17/2016	1455 - 1460 secs.	0.197	0.05	2.6	2.4	5	0.197	0.05	2.6	2.4	0	0		0	0	32
14	33	15:23	10/17/2016	1455 - 1460 secs.	0.201	0.039	5	0	1.2	0.05	0.084	1.2	0	3.8	0.152	0.025	3.8	0	33
15	34	15:24	10/17/2016	1455 - 1460 secs.	0.273	0.069	2.4	2.6	5	0.273	0.069	2.4	2.6	0	0		0	0	34
16	35	15:24	10/17/2016	1455 - 1460 secs.	0.112	0.035	5	0	5	0.112	0.035	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	1455 - 1460 secs.	0.296	0.083	5	0	4.9	0.296	0.08	4.9	0	0.1	0	0.246	0.1	0	36
18	37	16:08	10/17/2016	1455 - 1460 secs.	0.321	0.078	5	0	1.3	0.057	0.128	1.3	0	3.7	0.265	0.06	3.7	0	37
19	38	16:09	10/17/2016	1455 - 1460 secs.	0.025	0.006	0.6	4.4	5	0.025	0.006	0.6	4.4	0	0		0	0	38
20	39	16:09	10/17/2016	1455 - 1460 secs.	0.107	0.035	3.2	1.8	5	0.107	0.035	3.2	1.8	0	0		0	0	39
1	20	13:19	10/17/2016	1460 - 1465 secs.	0.066	0.027	2.2	2.8	5	0.066	0.027	2.2	2.8	0	0		0	0	20
2	21	13:19	10/17/2016	1460 - 1465 secs.	0.226	0.05	5	0	5	0.226	0.05	5	0	0	0		0	0	21
3	22	13:20	10/17/2016	1460 - 1465 secs.	0.106	0.029	3.7	1.3	5	0.106	0.029	3.7	1.3	0	0		0	0	22
4	23	13:20	10/17/2016	1460 - 1465 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	23
5	24	14:03	10/17/2016	1460 - 1465 secs.	0.087	0.026	3.6	1.4	5	0.087	0.026	3.6	1.4	0	0		0	0	24
6	25	14:04	10/17/2016	1460 - 1465 secs.	0.339	0.078	5	0	2.2	0.043	0.061	2.2	0	2.8	0.296	0.091	2.8	0	25
7	26	14:04	10/17/2016	1460 - 1465 secs.	0.248	0.059	5	0	5	0.248	0.059	5	0	0	0		0	0	26
8	27	14:04	10/17/2016	1460 - 1465 secs.	0	0.005	0	5	5	0	0.005	0	5	0	0		0	0	27
9	28	14:43	10/17/2016	1460 - 1465 secs.	0.228	0.045	3.7	1.3	5	0.228	0.045	3.7	1.3	0	0		0	0	28
10	29	14:43	10/17/2016	1460 - 1465 secs.	0.143	0.034	3.6	1.4	5	0.143	0.034	3.6	1.4	0	0		0	0	29
11	30	14:44	10/17/2016	1460 - 1465 secs.	0.194	0.039	5	0	5	0.194	0.039	5	0	0	0		0	0	30
12	31	14:44	10/17/2016	1460 - 1465 secs.	0	0.011	0	5	5	0	0.005	0	5	0	0		0	0	31
13	32	15:23	10/17/2016	1460 - 1465 secs.	0.249	0.062	5	0	5	0.249	0.062	5	0	0	0		0	0	32
14	33	15:23	10/17/2016	1460 - 1465 secs.	0.048	0.031	2.1	2.9	4.2	0.048	0.037	1.3	2.9	0.8	0	0	0.8	0	33
15	34	15:24	10/17/2016	1460 - 1465 secs.	0.127	0.041	2.6	2.4	2.1	0.053	0.039	2.1	0	2.9	0.074	0.043	0.5	2.4	34
16	35	15:24	10/17/2016	1460 - 1465 secs.	0.13	0.033	5	0	5	0.13	0.028	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	1460 - 1465 secs.	0.228	0.063	5	0	3.7	0.181	0.064	3.7	0	1.3	0.047	0.059	1.3	0	36
18	37	16:08	10/17/2016	1460 - 1465 secs.	0.473	0.104	5	0	2.7	0.147	0.068	2.7	0	2.3	0.326	0.145	2.3	0	37
19	38	16:09	10/17/2016	1460 - 1465 secs.	0	0.011	1.4	3.6	5	0	0.011	1.4	3.6	0	0		0	0	38
20	39	16:09	10/17/2016	1460 - 1465 secs.	0	0.017	0.1	4.9	5	0	0.017	0.1	4.9	0	0		0	0	39
1	20	13:19	10/17/2016	1465 - 1470 secs.	0	0.009	0.1	4.9	5	0	0.009	0.1	4.9	0	0		0	0	20
2	21	13:19	10/17/2016	1465 - 1470 secs.	0.07	0.033	2.8	2.2	5	0.07	0.033	2.8	2.2	0	0		0	0	21
3	22	13:20	10/17/2016	1465 - 1470 secs.	0.025	0.022	2.7	2.3	5	0.025	0.022	2.7	2.3	0	0		0	0	22
4	23	13:20	10/17/2016	1465 - 1470 secs.	0	0.005	0	5	5	0	0.005	0	5	0	0		0	0	23
5	24	14:03	10/17/2016	1465 - 1470 secs.	0.021	0.031	3.1	1.9	5	0.021	0.031	3.1	1.9	0	0		0	0	24
6	25	14:04	10/17/2016	1465 - 1470 secs.	0.321	0.081	5	0	5	0.321	0.081	5	0	0	0		0	0	25
7	26	14:04	10/17/2016	1465 - 1470 secs.	0.537	0.116	5	0	5	0.537	0.116	5	0	0	0		0	0	26
8	27	14:04	10/17/2016	1465 - 1470 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	27
9	28	14:43	10/17/2016	1465 - 1470 secs.	0.073	0.03	4.6	0.4	5	0.073	0.03	4.6	0.4	0	0		0	0	28
10	29	14:43	10/17/2016	1465 - 1470 secs.	0.075	0.014	0.5	4.5	5	0.075	0.014	0.5	4.5	0	0		0	0	29
11	30	14:44	10/17/2016	1465 - 1470 secs.	0.4	0.092	5	0	3.9	0.241	0.083	3.9	0	1.1	0.16	0.122	1.1	0	30
12	31	14:44	10/17/2016	1465 - 1470 secs.	0	0.006	0	5	5	0	0	0	5	0	0		0	0	31
13	32	15:23	10/17/2016	1465 - 1470 secs.	0.021	0.023	1.9	3.1	5	0.021	0.023	1.9	3.1	0	0		0	0	32
14	33	15:23	10/17/2016	1465 - 1470 secs.	0.027	0.01	0.5	4.5	5	0.027	0.01	0.5	4.5	0	0		0	0	33
15	34	15:24	10/17/2016	1465 - 1470 secs.	0.204	0.051	3.9	1.1	4	0.155	0.044	2.9	1.1	1	0.049	0.075	1	0	34
16	35	15:24	10/17/2016	1465 - 1470 secs.	0.103	0.027	5	0	1.2	0.05	0.026	1.2	0	3.8	0.053	0.028	3.8	0	35
17	36	16:08	10/17/2016	1465 - 1470 secs.	0.291	0.055	3.6	1.4	4.7	0.263	0.058	3.4	1.4	0.3	0.028	0	0.3	0	36
18	37	16:08	10/17/2016	1465 - 1470 secs.	0.31	0.08	5	0	5	0.31	0.08	5	0	0	0		0	0	37
19	38	16:09	10/17/2016	1465 - 1470 secs.	0	0.005	1.6	3.4	5	0	0.005	1.6	3.4	0	0		0	0	38
20	39	16:09	10/17/2016	1465 - 1470 secs.	0.096	0.025	2.3	2.7	4.6	0.096	0.017	1.9	2.7	0.4	0	0.115	0.4	0	39
1	20	13:19	10/17/2016	1470 - 1475 secs.	0.141	0.04	1.4	3.6	4.8	0.117	0.031	1.3	3.6	0.2	0.023	0.331	0.2	0	20
2	21	13:19	10/17/2016	1470 - 1475 secs.	0.122	0.029	2.5	2.5	5	0.122	0.029	2.5	2.5	0	0		0	0	21
3	22	13:20	10/17/2016	1470 - 1475 secs.	0.083	0.037	5	0	5	0.083	0.037	5	0	0	0		0	0	22
4	23	13:20	10/17/2016	1470 - 1475 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	23
5	24	14:03	10/17/2016	1470 - 1475 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	24
6	25	14:04	10/17/2016	1470 - 1475 secs.	0	0.004	0.4	4.6	5	0	0.004	0.4	4.6	0	0		0	0	25
7	26	14:04	10/17/2016	1470 - 1475 secs.	0.442	0.096	5	0	5	0.442	0.096	5	0	0	0		0	0	26
8	27	14:04	10/17/2016	1470 - 1475 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	27
9	28	14:43	10/17/2016	1470 - 1475 secs.	0.099	0.031	2.4	2.6	5	0.099	0.031	2.4	2.6	0	0		0	0	28
10	29	14:43	10/17/2016	1470 - 1475 secs.	0.387	0.094	3.1	1.9	3.7	0.115	0.047	1.7	1.9	1.3	0.271	0.226	1.3	0	29
11	30	14:44	10/17/2016	1470 - 1475 secs.	0.03	0.026	5	0	5	0.03	0.026	5	0	0	0		0	0	30
12	31	14:44	10/17/2016	1470 - 1475 secs.	0	0.011	1.3	3.7	5	0	0.006	1.3	3.7	0	0		0	0	31
13	32	15:23	10/17/2016	1470 - 1475 secs.	0.021	0.018	0.4	4.6	5	0.021	0.018	0.4	4.6	0	0		0	0	32
14	33	15:23	10/17/2016	1470 - 1475 secs.	0.26	0.069	3.8	1.2	1.9	0.081	0.05	0.7	1.2	3.1	0.179	0.081	3.1	0	33
15	34	15:24	10/17/2016	1470 - 1475 secs.	0.049	0.029	2.6	2.4	5	0.049	0.029	2.6	2.4	0	0		0	0	34
16	35	15:24	10/17/2016	1470 - 1475 secs.	0.185	0.033	3.6	1.4	5	0.185	0.033	3.6	1.4	0	0		0	0	35
17	36	16:08	10/17/2016	1470 - 1475 secs.	0.07	0.019	1.3	3.7	5	0.07	0.019	1.3	3.7	0	0		0	0	36
18	37	16:08	10/17/2016	1470 - 1475 secs.	0.371	0.083	5	0	5	0.371	0.083	5	0	0	0		0	0	37
