,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: Wolff_5-17-2017
,     Experiment Length: 10 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 5/25/2017 14:12:16
,     Stop Time: ~6/4/2017 14:12:16


Interface/Port, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,


 04:46:17
Interval Count,39.20,0.00,0.00,0.00,0.00,0.00,34.80,0.00,0.00,0.00,5.45,24.13,0.00,0.00,0.00,
Average m/min.,15.68,0.00,0.00,0.00,0.00,0.00,13.90,0.00,0.00,0.00,2.18,9.65,0.00,0.00,0.00,
Distance,47583.64,46782.99,52202.52,0.01,26197.66,13817.95,49688.40,49030.76,11.07,36214.01,8567.16,23472.41,50808.25,61933.73,0.00,
Total Counts,118959.11,116957.49,130506.30,0.03,65494.16,34544.87,124221.00,122576.89,27.68,90535.01,21417.89,58681.01,127020.63,154834.32,0.00,


 04:47:17
Interval Count,45.87,0.00,0.00,0.00,0.00,0.00,2.75,0.00,0.00,0.00,17.53,0.00,0.00,0.00,0.00,
Average m/min.,18.34,0.00,0.00,0.00,0.00,0.00,1.10,0.00,0.00,0.00,7.02,0.00,0.00,0.00,0.00,
Distance,47601.99,46782.99,52202.52,0.01,26197.66,13817.95,49689.50,49030.76,11.07,36214.01,8574.17,23472.41,50808.25,61933.73,0.00,
Total Counts,119004.97,116957.49,130506.30,0.03,65494.16,34544.87,124223.75,122576.89,27.68,90535.01,21435.42,58681.01,127020.63,154834.32,0.00,


 04:48:17
Interval Count,39.51,0.00,0.00,0.00,0.00,0.00,16.21,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,
Average m/min.,15.80,0.00,0.00,0.00,0.00,0.00,6.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,47617.79,46782.99,52202.52,0.01,26197.66,13817.95,49695.98,49030.76,11.07,36214.01,8574.17,23472.41,50808.25,61933.73,0.00,
Total Counts,119044.49,116957.49,130506.30,0.03,65494.16,34544.87,124239.96,122576.89,27.68,90535.01,21435.42,58681.01,127020.63,154834.33,0.00,


 04:49:17
Interval Count,29.32,0.00,0.00,0.00,0.00,0.00,54.78,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,
Average m/min.,11.73,0.00,0.00,0.00,0.00,0.00,21.93,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,
Distance,47629.52,46782.99,52202.52,0.01,26197.66,13817.95,49717.89,49030.76,11.07,36214.01,8574.17,23472.41,50808.25,61933.77,0.00,
Total Counts,119073.80,116957.49,130506.30,0.03,65494.16,34544.87,124294.74,122576.89,27.68,90535.01,21435.42,58681.01,127020.63,154834.42,0.00,


 04:50:17
Interval Count,20.26,0.51,0.00,0.00,0.00,0.00,15.26,0.00,0.00,0.00,0.00,0.00,0.04,1.42,0.00,
Average m/min.,8.11,0.21,0.00,0.00,0.00,0.00,6.10,0.00,0.00,0.00,0.00,0.00,0.02,0.57,0.00,
Distance,47637.63,46783.20,52202.52,0.01,26197.66,13817.95,49724.00,49030.76,11.07,36214.01,8574.17,23472.41,50808.27,61934.34,0.00,
Total Counts,119094.07,116958.00,130506.30,0.03,65494.16,34544.87,124310.00,122576.89,27.68,90535.01,21435.42,58681.01,127020.67,154835.84,0.00,


 04:51:17
Interval Count,2.80,0.00,0.00,0.00,0.00,0.00,51.03,0.00,0.00,0.00,5.61,0.00,0.00,1.46,0.00,
Average m/min.,1.12,0.00,0.00,0.00,0.00,0.00,20.43,0.00,0.00,0.00,2.24,0.00,0.00,0.58,0.00,
Distance,47638.75,46783.20,52202.52,0.01,26197.66,13817.95,49744.41,49030.76,11.07,36214.01,8576.41,23472.41,50808.27,61934.92,0.00,
Total Counts,119096.87,116958.00,130506.30,0.03,65494.16,34544.87,124361.03,122576.89,27.68,90535.01,21441.03,58681.01,127020.67,154837.30,0.00,


 04:52:17
Interval Count,12.49,0.00,0.00,0.00,0.00,0.00,59.84,0.00,0.00,0.00,18.11,0.00,0.00,0.00,0.00,
Average m/min.,4.99,0.00,0.00,0.00,0.00,0.00,23.90,0.00,0.00,0.00,7.23,0.00,0.00,0.00,0.00,
Distance,47643.74,46783.20,52202.52,0.01,26197.66,13817.95,49768.35,49030.76,11.07,36214.01,8583.65,23472.41,50808.27,61934.92,0.00,
Total Counts,119109.36,116958.00,130506.30,0.03,65494.16,34544.87,124420.87,122576.89,27.68,90535.01,21459.13,58681.01,127020.67,154837.30,0.00,


 04:53:17
Interval Count,3.29,0.00,0.00,0.00,0.00,0.00,26.17,0.00,0.00,0.00,14.43,0.00,0.00,0.00,0.00,
Average m/min.,1.32,0.00,0.00,0.00,0.00,0.00,10.47,0.00,0.00,0.00,5.78,0.00,0.00,0.00,0.00,
Distance,47645.06,46783.20,52202.52,0.01,26197.66,13817.95,49778.82,49030.76,11.07,36214.01,8589.43,23472.41,50808.27,61934.92,0.00,
Total Counts,119112.64,116958.00,130506.30,0.03,65494.16,34544.87,124447.04,122576.89,27.68,90535.01,21473.57,58681.01,127020.67,154837.30,0.00,


 04:54:17
Interval Count,0.05,0.00,0.00,0.00,0.00,0.00,53.42,0.00,0.00,0.00,9.75,0.00,0.00,0.00,0.00,
Average m/min.,0.02,0.00,0.00,0.00,0.00,0.00,21.38,0.00,0.00,0.00,3.90,0.00,0.00,0.00,0.00,
Distance,47645.08,46783.20,52202.52,0.01,26197.66,13817.95,49800.18,49030.76,11.07,36214.01,8593.33,23472.41,50808.27,61934.92,0.00,
Total Counts,119112.70,116958.00,130506.30,0.03,65494.16,34544.87,124500.46,122576.89,27.68,90535.01,21483.32,58681.01,127020.67,154837.30,0.00,


 04:55:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,34.95,0.00,0.00,0.00,8.45,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,13.96,0.00,0.00,0.00,3.38,0.00,0.00,0.00,0.00,
Distance,47645.08,46783.20,52202.52,0.01,26197.66,13817.95,49814.16,49030.76,11.07,36214.01,8596.71,23472.41,50808.27,61934.92,0.00,
Total Counts,119112.70,116958.00,130506.30,0.03,65494.16,34544.87,124535.41,122576.89,27.68,90535.01,21491.76,58681.01,127020.67,154837.30,0.00,


 04:56:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.00,9.39,0.61,0.04,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,3.75,0.24,0.01,0.00,0.00,
Distance,47645.08,46783.20,52202.52,0.01,26197.66,13817.95,49814.38,49030.76,11.07,36214.01,8600.46,23472.65,50808.28,61934.92,0.00,
Total Counts,119112.70,116958.00,130506.30,0.03,65494.16,34544.87,124535.95,122576.89,27.68,90535.01,21501.16,58681.62,127020.71,154837.30,0.00,


 04:57:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,22.84,0.00,0.00,0.00,6.66,0.84,0.04,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,9.13,0.00,0.00,0.00,2.67,0.33,0.02,0.00,0.00,
Distance,47645.08,46783.20,52202.52,0.01,26197.66,13817.95,49823.52,49030.76,11.07,36214.01,8603.13,23472.98,50808.30,61934.92,0.00,
Total Counts,119112.70,116958.00,130506.30,0.03,65494.16,34544.87,124558.79,122576.89,27.68,90535.01,21507.82,58682.46,127020.75,154837.30,0.00,


 04:58:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,35.55,0.00,0.00,0.00,1.68,0.00,0.01,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,14.23,0.00,0.00,0.00,0.67,0.00,0.01,0.00,0.00,
Distance,47645.08,46783.20,52202.52,0.01,26197.66,13817.95,49837.74,49030.76,11.07,36214.01,8603.80,23472.98,50808.31,61934.92,0.00,
Total Counts,119112.70,116958.00,130506.30,0.03,65494.16,34544.87,124594.34,122576.89,27.68,90535.01,21509.50,58682.46,127020.76,154837.30,0.00,


 04:59:18
Interval Count,0.01,0.00,0.00,0.00,0.00,0.00,45.04,0.00,0.00,0.00,6.89,0.00,0.20,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,17.99,0.00,0.00,0.00,2.76,0.00,0.07,0.00,0.00,
Distance,47645.08,46783.20,52202.52,0.01,26197.66,13817.95,49855.75,49030.76,11.07,36214.01,8606.56,23472.98,50808.38,61934.92,0.00,
Total Counts,119112.71,116958.00,130506.30,0.03,65494.16,34544.87,124639.38,122576.89,27.68,90535.01,21516.39,58682.46,127020.96,154837.30,0.00,


 05:00:18
Interval Count,0.05,0.00,0.00,0.00,0.00,0.00,42.67,0.00,0.00,0.00,7.95,0.00,6.00,0.00,0.00,
Average m/min.,0.03,0.00,0.00,0.00,0.00,0.00,17.09,0.00,0.00,0.00,3.18,0.00,2.40,0.00,0.00,
Distance,47645.11,46783.20,52202.52,0.01,26197.66,13817.95,49872.82,49030.76,11.07,36214.01,8609.74,23472.98,50810.78,61934.92,0.00,
Total Counts,119112.76,116958.00,130506.30,0.03,65494.16,34544.87,124682.05,122576.89,27.68,90535.01,21524.34,58682.46,127026.96,154837.30,0.00,


 05:01:18
Interval Count,0.01,0.00,0.00,0.00,0.00,0.00,35.11,0.00,0.00,0.00,6.50,0.00,38.55,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,14.02,0.00,0.00,0.00,2.60,0.00,15.43,0.00,0.00,
Distance,47645.11,46783.20,52202.52,0.01,26197.66,13817.95,49886.86,49030.76,11.07,36214.01,8612.34,23472.98,50826.21,61934.92,0.00,
Total Counts,119112.78,116958.00,130506.30,0.03,65494.16,34544.87,124717.16,122576.89,27.68,90535.01,21530.84,58682.46,127065.51,154837.30,0.00,


 05:02:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,34.33,0.00,0.00,0.00,6.17,0.00,42.53,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,13.74,0.00,0.00,0.00,2.47,0.00,17.01,0.00,0.00,
Distance,47645.11,46783.20,52202.52,0.01,26197.66,13817.95,49900.59,49030.76,11.07,36214.01,8614.81,23472.98,50843.22,61934.92,0.00,
Total Counts,119112.78,116958.00,130506.30,0.03,65494.16,34544.87,124751.49,122576.89,27.68,90535.01,21537.01,58682.46,127108.04,154837.30,0.00,


 05:03:18
Interval Count,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,3.91,0.00,51.84,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,1.56,0.00,20.72,0.00,0.00,
Distance,47645.11,46783.20,52202.52,0.01,26197.68,13817.95,49900.59,49030.76,11.07,36214.01,8616.37,23472.98,50863.95,61934.92,0.00,
Total Counts,119112.78,116958.00,130506.30,0.03,65494.21,34544.87,124751.49,122576.89,27.68,90535.01,21540.92,58682.46,127159.88,154837.30,0.00,


 05:04:18
Interval Count,0.00,13.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.88,0.00,49.21,0.00,0.00,
Average m/min.,0.00,5.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.75,0.00,19.69,0.00,0.00,
Distance,47645.11,46788.51,52202.52,0.01,26197.68,13817.95,49900.59,49030.76,11.07,36214.01,8621.12,23472.98,50883.64,61934.92,0.00,
Total Counts,119112.78,116971.28,130506.30,0.03,65494.21,34544.87,124751.49,122576.89,27.68,90535.01,21552.80,58682.46,127209.09,154837.30,0.00,


 05:05:18
Interval Count,0.00,34.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.54,0.00,56.28,0.00,0.00,
Average m/min.,0.00,13.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.62,0.00,22.50,0.00,0.00,
Distance,47645.11,46802.33,52202.52,0.01,26197.68,13817.95,49900.59,49030.76,11.07,36214.01,8625.74,23472.98,50906.15,61934.92,0.00,
Total Counts,119112.78,117005.82,130506.30,0.03,65494.21,34544.87,124751.49,122576.89,27.68,90535.01,21564.34,58682.46,127265.37,154837.30,0.00,


 05:06:18
Interval Count,0.00,1.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.42,0.00,20.91,0.01,0.00,
Average m/min.,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.77,0.00,8.36,0.01,0.00,
Distance,47645.11,46803.08,52202.52,0.01,26197.68,13817.95,49900.59,49030.76,11.07,36214.01,8631.51,23472.98,50914.51,61934.93,0.00,
Total Counts,119112.78,117007.70,130506.30,0.03,65494.21,34544.87,124751.49,122576.89,27.68,90535.01,21578.76,58682.46,127286.28,154837.32,0.00,


 05:07:18
Interval Count,0.05,7.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.92,0.00,26.82,0.00,0.00,
Average m/min.,0.02,2.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.36,0.00,10.72,0.00,0.00,
Distance,47645.13,46805.96,52202.52,0.01,26197.68,13817.95,49900.59,49030.76,11.07,36214.01,8633.87,23472.98,50925.24,61934.93,0.00,
Total Counts,119112.83,117014.91,130506.30,0.03,65494.21,34544.87,124751.49,122576.89,27.68,90535.01,21584.68,58682.46,127313.09,154837.32,0.00,


 05:08:18
Interval Count,0.00,38.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.45,0.00,0.00,
Average m/min.,0.00,15.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.17,0.00,0.00,
Distance,47645.13,46821.23,52202.52,0.01,26197.68,13817.95,49900.59,49030.76,11.07,36214.01,8633.87,23472.98,50945.42,61934.93,0.00,
Total Counts,119112.83,117053.07,130506.30,0.03,65494.21,34544.87,124751.49,122576.89,27.68,90535.01,21584.68,58682.46,127363.54,154837.32,0.00,


 05:09:18
Interval Count,0.00,45.17,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,56.71,0.00,0.00,
Average m/min.,0.00,18.07,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,22.68,0.00,0.00,
Distance,47645.13,46839.29,52202.52,0.01,26197.68,13817.95,49900.65,49030.76,11.07,36214.01,8633.87,23472.98,50968.10,61934.93,0.00,
Total Counts,119112.83,117098.24,130506.30,0.03,65494.21,34544.87,124751.63,122576.89,27.68,90535.01,21584.68,58682.46,127420.25,154837.32,0.00,


 05:10:18
Interval Count,0.00,39.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.53,0.01,55.97,0.00,0.00,
Average m/min.,0.00,15.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.01,22.38,0.00,0.00,
Distance,47645.13,46855.11,52202.52,0.01,26197.68,13817.95,49900.65,49030.76,11.07,36214.01,8634.48,23472.99,50990.49,61934.93,0.00,
Total Counts,119112.83,117137.76,130506.30,0.03,65494.21,34544.87,124751.63,122576.89,27.68,90535.01,21586.21,58682.47,127476.22,154837.32,0.00,


 05:11:18
Interval Count,0.00,40.22,0.00,0.00,0.00,0.00,21.11,0.00,0.00,0.00,0.00,0.00,49.21,0.00,0.00,
Average m/min.,0.00,16.09,0.00,0.00,0.00,0.00,8.45,0.00,0.00,0.00,0.00,0.00,19.68,0.00,0.00,
Distance,47645.13,46871.19,52202.52,0.01,26197.68,13817.95,49909.09,49030.76,11.07,36214.01,8634.48,23472.99,51010.17,61934.93,0.00,
Total Counts,119112.83,117177.99,130506.30,0.03,65494.21,34544.87,124772.74,122576.89,27.68,90535.01,21586.21,58682.47,127525.43,154837.32,0.00,


 05:12:18
Interval Count,0.74,39.16,1.70,0.00,0.00,0.00,51.29,0.00,0.00,0.00,0.00,0.00,59.55,0.00,0.00,
Average m/min.,0.30,15.66,0.68,0.00,0.00,0.00,20.50,0.00,0.00,0.00,0.00,0.00,23.81,0.00,0.00,
Distance,47645.43,46886.86,52203.20,0.01,26197.68,13817.95,49929.61,49030.76,11.07,36214.01,8634.48,23472.99,51033.99,61934.93,0.00,
Total Counts,119113.57,117217.14,130508.00,0.03,65494.21,34544.87,124824.03,122576.89,27.68,90535.01,21586.21,58682.47,127584.99,154837.32,0.00,


 05:13:18
Interval Count,0.00,28.25,0.25,0.00,0.00,0.00,49.63,0.00,0.00,0.00,0.00,0.00,69.36,0.00,0.00,
Average m/min.,0.00,11.30,0.10,0.00,0.00,0.00,19.84,0.00,0.00,0.00,0.00,0.00,27.74,0.00,0.00,
Distance,47645.43,46898.16,52203.30,0.01,26197.68,13817.95,49949.46,49030.76,11.07,36214.01,8634.48,23472.99,51061.74,61934.93,0.00,
Total Counts,119113.57,117245.39,130508.25,0.03,65494.21,34544.87,124873.66,122576.89,27.68,90535.01,21586.21,58682.47,127654.34,154837.32,0.00,


 05:14:18
Interval Count,0.00,35.59,0.20,0.00,0.00,0.00,38.22,0.00,0.00,0.00,0.37,0.00,25.37,0.00,0.00,
Average m/min.,0.00,14.22,0.08,0.00,0.00,0.00,15.29,0.00,0.00,0.00,0.15,0.00,10.14,0.00,0.00,
Distance,47645.43,46912.39,52203.38,0.01,26197.68,13817.95,49964.75,49030.76,11.07,36214.01,8634.63,23472.99,51071.88,61934.93,0.00,
Total Counts,119113.57,117280.99,130508.45,0.03,65494.21,34544.87,124911.88,122576.89,27.68,90535.01,21586.58,58682.47,127679.71,154837.32,0.00,


 05:15:18
Interval Count,0.00,26.62,0.04,0.00,0.00,0.00,23.92,0.00,0.00,0.00,0.13,0.00,54.03,0.00,0.00,
Average m/min.,0.00,10.65,0.01,0.00,0.00,0.00,9.56,0.00,0.00,0.00,0.05,0.00,21.61,0.00,0.00,
Distance,47645.43,46923.04,52203.39,0.01,26197.68,13817.95,49974.32,49030.76,11.07,36214.01,8634.68,23472.99,51093.49,61934.93,0.00,
Total Counts,119113.57,117307.61,130508.49,0.03,65494.21,34544.87,124935.80,122576.89,27.68,90535.01,21586.71,58682.47,127733.74,154837.32,0.00,


 05:16:18
Interval Count,0.00,33.20,28.66,0.00,0.00,0.00,30.95,0.00,0.00,0.00,0.00,0.00,55.93,0.00,0.00,
Average m/min.,0.00,13.27,11.47,0.00,0.00,0.00,12.39,0.00,0.00,0.00,0.00,0.00,22.38,0.00,0.00,
Distance,47645.43,46936.32,52214.86,0.01,26197.68,13817.95,49986.70,49030.76,11.07,36214.01,8634.68,23472.99,51115.87,61934.93,0.00,
Total Counts,119113.57,117340.80,130537.14,0.03,65494.21,34544.87,124966.75,122576.89,27.68,90535.01,21586.71,58682.47,127789.67,154837.32,0.00,


 05:17:18
Interval Count,0.00,0.07,11.97,0.00,0.00,0.00,52.38,0.00,0.00,0.00,0.00,0.00,63.87,0.00,0.00,
Average m/min.,0.00,0.03,4.79,0.00,0.00,0.00,20.93,0.00,0.00,0.00,0.00,0.00,25.55,0.00,0.00,
Distance,47645.43,46936.35,52219.65,0.01,26197.68,13817.95,50007.65,49030.76,11.07,36214.01,8634.68,23472.99,51141.42,61934.93,0.00,
Total Counts,119113.57,117340.87,130549.12,0.03,65494.21,34544.87,125019.13,122576.89,27.68,90535.01,21586.71,58682.47,127853.54,154837.32,0.00,


 05:18:18
Interval Count,0.00,0.01,25.64,0.00,0.03,0.00,18.53,0.00,0.00,0.00,0.00,0.00,58.78,0.00,0.00,
Average m/min.,0.00,0.00,10.26,0.00,0.01,0.00,7.42,0.00,0.00,0.00,0.00,0.00,23.51,0.00,0.00,
Distance,47645.43,46936.35,52229.91,0.01,26197.69,13817.95,50015.06,49030.76,11.07,36214.01,8634.68,23472.99,51164.93,61934.93,0.00,
Total Counts,119113.57,117340.88,130574.76,0.03,65494.24,34544.87,125037.66,122576.89,27.68,90535.01,21586.71,58682.47,127912.32,154837.32,0.00,


 05:19:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,47645.43,46936.35,52229.91,0.01,26197.69,13817.95,50015.06,49030.76,11.07,36214.01,8634.68,23472.99,51164.93,61934.93,0.00,
Total Counts,119113.57,117340.88,130574.76,0.03,65494.24,34544.87,125037.66,122576.89,27.68,90535.01,21586.71,58682.47,127912.32,154837.32,0.00,


 05:20:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,47645.43,46936.35,52229.91,0.01,26197.69,13817.95,50015.06,49030.76,11.07,36214.01,8634.68,23472.99,51164.93,61934.93,0.00,
Total Counts,119113.57,117340.88,130574.76,0.03,65494.24,34544.87,125037.66,122576.89,27.68,90535.01,21586.71,58682.47,127912.32,154837.32,0.00,


 05:21:18
Interval Count,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,47645.55,46936.35,52229.91,0.01,26197.69,13817.95,50015.06,49030.76,11.07,36214.01,8634.68,23472.99,51164.93,61934.93,0.00,
Total Counts,119113.87,117340.88,130574.76,0.03,65494.24,34544.87,125037.66,122576.89,27.68,90535.01,21586.71,58682.47,127912.32,154837.32,0.00,


 05:22:18
Interval Count,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,47645.57,46936.35,52229.91,0.01,26197.69,13817.95,50015.06,49030.76,11.07,36214.01,8634.68,23472.99,51164.93,61934.93,0.00,
Total Counts,119113.92,117340.88,130574.76,0.03,65494.24,34544.87,125037.66,122576.89,27.68,90535.01,21586.71,58682.47,127912.32,154837.32,0.00,


 05:23:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,47645.57,46936.35,52229.91,0.01,26197.69,13817.95,50015.06,49030.76,11.07,36214.01,8634.68,23472.99,51164.93,61934.93,0.00,
Total Counts,119113.92,117340.88,130574.76,0.03,65494.24,34544.87,125037.66,122576.89,27.68,90535.01,21586.71,58682.47,127912.32,154837.32,0.00,


 05:24:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,47645.57,46936.35,52229.91,0.01,26197.69,13817.95,50015.06,49030.76,11.07,36214.01,8634.68,23472.99,51164.93,61934.93,0.00,
Total Counts,119113.92,117340.88,130574.76,0.03,65494.24,34544.87,125037.66,122576.89,27.68,90535.01,21586.71,58682.47,127912.32,154837.32,0.00,


 05:25:18
Interval Count,0.00,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,47645.57,46936.59,52229.91,0.01,26197.69,13817.95,50015.06,49030.76,11.07,36214.01,8634.68,23472.99,51164.93,61934.93,0.00,
Total Counts,119113.92,117341.49,130574.76,0.03,65494.24,34544.87,125037.66,122576.89,27.68,90535.01,21586.71,58682.47,127912.32,154837.32,0.00,


 05:26:18
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,47645.57,46936.59,52229.91,0.01,26197.69,13817.95,50015.14,49030.76,11.07,36214.01,8634.68,23472.99,51164.93,61934.93,0.00,
Total Counts,119113.92,117341.49,130574.76,0.03,65494.24,34544.87,125037.86,122576.91,27.68,90535.01,21586.71,58682.47,127912.32,154837.32,0.00,


 05:27:18
Interval Count,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,31.67,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,12.66,0.00,0.00,0.00,0.00,0.00,
Distance,47645.57,46936.59,52229.91,0.01,26197.69,13817.95,50015.14,49030.78,11.07,36226.67,8634.68,23472.99,51164.93,61934.93,0.00,
Total Counts,119113.93,117341.49,130574.76,0.03,65494.24,34544.87,125037.86,122576.96,27.68,90566.68,21586.71,58682.47,127912.32,154837.32,0.00,


 05:28:18
Interval Count,0.00,0.68,0.00,0.00,0.00,0.00,0.00,0.12,0.00,14.57,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.05,0.00,5.83,0.00,0.00,0.00,0.00,0.00,
Distance,47645.57,46936.87,52229.91,0.01,26197.69,13817.95,50015.14,49030.83,11.07,36232.50,8634.68,23472.99,51164.93,61934.93,0.00,
Total Counts,119113.93,117342.17,130574.76,0.03,65494.24,34544.87,125037.86,122577.08,27.68,90581.25,21586.71,58682.47,127912.32,154837.32,0.00,


 05:29:18
Interval Count,0.00,28.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,11.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,47645.57,46948.42,52229.91,0.01,26197.69,13817.95,50015.14,49030.83,11.07,36232.50,8634.68,23472.99,51164.93,61934.93,0.00,
Total Counts,119113.93,117371.05,130574.76,0.03,65494.24,34544.87,125037.86,122577.08,27.68,90581.25,21586.71,58682.47,127912.32,154837.32,0.00,


 05:30:18
Interval Count,0.00,45.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.84,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,18.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.54,0.00,0.00,0.00,0.00,0.00,
Distance,47645.57,46966.58,52229.91,0.01,26197.69,13817.95,50015.14,49030.83,11.07,36244.04,8634.68,23472.99,51164.93,61934.93,0.00,
Total Counts,119113.93,117416.46,130574.76,0.03,65494.24,34544.87,125037.86,122577.08,27.68,90610.09,21586.71,58682.47,127912.32,154837.32,0.00,


 05:31:18
Interval Count,0.00,33.62,0.00,0.00,0.00,0.00,0.00,3.26,0.00,47.42,1.95,0.00,24.99,0.00,0.00,
Average m/min.,0.00,13.44,0.00,0.00,0.00,0.00,0.00,1.31,0.00,18.97,0.78,0.00,9.99,0.00,0.00,
