,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: 3-31-17_SR_OF
,     Experiment Length: 6 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 3/31/2017 12:59:28
,     Stop Time: ~4/6/2017 12:59:28


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Counter/Animal ID, , , , , , , , , , , , , , , , ,
Cage Type,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,



Distance,28.83,420.49,174.65,442.39,117.36,40.17,136.46,247.36,11.98,6.88,57.38,82.96,24.37,72.58,272.49,281.96,
Total Counts,72.07,1051.24,436.62,1105.99,293.39,100.42,341.14,618.41,29.95,17.21,143.46,207.41,60.92,181.46,681.24,704.91,


 13:32:59
Interval Count,0.00,28.03,1.71,65.86,0.05,0.00,0.32,0.00,0.00,0.00,7.25,0.00,0.00,4.12,17.09,3.72,
Average m/min.,0.00,11.22,0.68,26.35,0.02,0.00,0.12,0.00,0.00,0.00,2.90,0.00,0.00,1.65,6.84,1.49,
Distance,28.83,431.71,175.33,468.74,117.38,40.17,136.58,247.36,11.98,6.88,60.28,82.96,24.37,74.23,279.33,283.45,
Total Counts,72.07,1079.26,438.33,1171.84,293.45,100.42,341.46,618.41,29.95,17.21,150.71,207.41,60.92,185.58,698.33,708.63,


 13:33:59
Interval Count,0.00,23.34,0.00,8.07,0.11,0.00,0.20,0.93,0.00,0.00,9.79,0.00,0.00,8.28,5.87,40.97,
Average m/min.,0.00,9.33,0.00,3.22,0.04,0.00,0.08,0.38,0.00,0.00,3.92,0.00,0.00,3.31,2.35,16.38,
Distance,28.83,441.04,175.33,471.96,117.42,40.17,136.66,247.74,11.98,6.88,64.20,82.96,24.37,77.54,281.68,299.84,
Total Counts,72.07,1102.61,438.33,1179.91,293.55,100.42,341.66,619.34,29.95,17.21,160.50,207.41,60.92,193.86,704.20,749.61,


 13:34:59
Interval Count,0.00,18.66,0.78,7.37,4.72,0.00,0.26,0.78,0.00,0.00,1.96,0.66,0.66,0.00,0.29,18.79,
Average m/min.,0.00,7.47,0.31,2.95,1.89,0.00,0.11,0.31,0.00,0.00,0.78,0.27,0.26,0.00,0.11,7.52,
Distance,28.83,448.51,175.64,474.91,119.31,40.17,136.77,248.05,11.98,6.88,64.98,83.23,24.63,77.54,281.79,307.36,
Total Counts,72.07,1121.26,439.11,1187.28,298.28,100.42,341.92,620.12,29.95,17.21,162.46,208.07,61.58,193.86,704.49,768.39,


 13:35:59
Interval Count,1.45,44.45,2.39,12.28,12.93,0.00,0.34,0.38,1.76,0.00,5.38,1.82,0.00,0.00,2.12,2.39,
Average m/min.,0.58,17.76,0.96,4.91,5.17,0.00,0.14,0.15,0.70,0.00,2.16,0.72,0.00,0.00,0.85,0.96,
Distance,29.41,466.28,176.60,479.82,124.48,40.17,136.91,248.20,12.68,6.88,67.14,83.95,24.63,77.54,282.64,308.32,
Total Counts,73.51,1165.71,441.50,1199.55,311.21,100.42,342.26,620.50,31.71,17.21,167.84,209.88,61.58,193.86,706.61,770.79,


 13:36:59
Interval Count,0.00,38.03,0.09,23.21,6.33,0.00,1.45,1.01,0.03,0.00,5.29,0.00,0.04,2.51,3.36,20.76,
Average m/min.,0.00,15.20,0.04,9.28,2.54,0.00,0.57,0.41,0.01,0.00,2.11,0.00,0.02,1.01,1.34,8.29,
Distance,29.41,481.49,176.64,489.11,127.02,40.17,137.48,248.61,12.69,6.88,69.25,83.95,24.65,78.55,283.98,316.62,
Total Counts,73.51,1203.74,441.59,1222.76,317.54,100.42,343.71,621.51,31.74,17.21,173.13,209.88,61.62,196.37,709.96,791.55,


 13:37:59
Interval Count,0.25,48.93,0.51,13.25,0.00,0.00,0.00,1.24,0.00,0.00,3.96,2.17,1.18,0.00,0.33,21.20,
Average m/min.,0.10,19.58,0.20,5.30,0.00,0.00,0.00,0.49,0.00,0.00,1.59,0.87,0.47,0.00,0.14,8.49,
Distance,29.51,501.07,176.84,494.41,127.02,40.17,137.48,249.10,12.69,6.88,70.84,84.82,25.12,78.55,284.12,325.10,
Total Counts,73.76,1252.67,442.11,1236.01,317.54,100.42,343.71,622.75,31.74,17.21,177.09,212.05,62.80,196.37,710.29,812.75,


 13:38:59
Interval Count,0.33,37.32,0.00,15.61,6.51,0.00,0.11,9.41,0.00,0.64,14.71,1.71,0.92,0.00,0.32,0.00,
Average m/min.,0.13,14.91,0.00,6.24,2.60,0.00,0.05,3.76,0.00,0.26,5.88,0.69,0.37,0.00,0.12,0.00,
Distance,29.64,515.99,176.84,500.65,129.62,40.17,137.53,252.86,12.69,7.14,76.72,85.51,25.49,78.55,284.24,325.10,
Total Counts,74.09,1289.99,442.11,1251.62,324.05,100.42,343.82,632.16,31.74,17.86,191.80,213.76,63.72,196.37,710.61,812.75,


 13:39:59
Interval Count,0.00,0.66,0.00,16.13,17.34,0.00,5.70,16.36,0.00,0.46,58.58,4.99,0.53,0.00,2.78,2.07,
Average m/min.,0.00,0.27,0.00,6.45,6.93,0.00,2.28,6.54,0.00,0.19,23.41,1.99,0.21,0.00,1.11,0.83,
Distance,29.64,516.26,176.84,507.10,136.56,40.17,139.81,259.41,12.69,7.33,100.15,87.50,25.70,78.55,285.35,325.93,
Total Counts,74.09,1290.64,442.11,1267.75,341.39,100.42,349.51,648.51,31.74,18.32,250.38,218.75,64.25,196.37,713.38,814.82,


 13:40:59
Interval Count,0.00,13.89,0.00,18.50,2.28,0.00,0.03,1.37,0.00,0.00,7.43,0.37,1.82,0.00,0.00,52.26,
Average m/min.,0.00,5.56,0.00,7.41,0.91,0.00,0.01,0.54,0.00,0.00,2.98,0.15,0.73,0.00,0.00,20.91,
Distance,29.64,521.82,176.84,514.50,137.47,40.17,139.82,259.95,12.69,7.33,103.13,87.65,26.43,78.55,285.35,346.83,
Total Counts,74.09,1304.54,442.11,1286.25,343.67,100.42,349.54,649.88,31.74,18.32,257.82,219.12,66.07,196.37,713.38,867.08,


 13:41:59
Interval Count,0.00,46.64,0.00,30.09,7.22,0.00,0.16,2.47,0.00,0.07,40.97,3.39,2.78,0.00,0.36,13.42,
Average m/min.,0.00,18.64,0.00,12.03,2.89,0.00,0.06,0.99,0.00,0.02,16.40,1.36,1.11,0.00,0.14,5.37,
Distance,29.64,540.47,176.84,526.54,140.36,40.17,139.88,260.94,12.69,7.35,119.52,89.01,27.54,78.55,285.49,352.20,
Total Counts,74.09,1351.18,442.11,1316.34,350.89,100.42,349.70,652.36,31.74,18.38,298.79,222.51,68.84,196.37,713.74,880.50,


 13:42:59
Interval Count,0.00,22.63,0.00,47.72,1.51,0.00,0.00,6.20,0.00,0.03,32.13,0.00,0.18,0.00,1.20,0.00,
Average m/min.,0.00,9.06,0.00,19.08,0.60,0.00,0.00,2.48,0.00,0.01,12.84,0.00,0.07,0.00,0.48,0.00,
Distance,29.64,549.53,176.84,545.63,140.96,40.17,139.88,263.42,12.69,7.36,132.37,89.01,27.61,78.55,285.97,352.20,
Total Counts,74.09,1373.82,442.11,1364.07,352.41,100.42,349.70,658.55,31.74,18.41,330.92,222.51,69.03,196.37,714.93,880.50,


 13:43:59
Interval Count,0.22,48.43,0.00,0.00,0.88,0.00,0.00,2.97,0.00,0.43,0.33,6.79,0.00,4.54,12.11,15.26,
Average m/min.,0.09,19.37,0.00,0.00,0.36,0.00,0.00,1.19,0.00,0.18,0.13,2.71,0.00,1.81,4.85,6.11,
Distance,29.73,568.90,176.84,545.63,141.32,40.17,139.88,264.61,12.69,7.54,132.50,91.72,27.61,80.36,290.82,358.31,
Total Counts,74.32,1422.25,442.11,1364.07,353.29,100.42,349.70,661.53,31.74,18.84,331.25,229.30,69.03,200.91,727.04,895.76,


 13:44:59
Interval Count,0.57,49.54,0.00,15.05,0.26,0.00,1.99,4.42,0.00,0.00,0.59,4.83,0.00,0.00,3.95,34.22,
Average m/min.,0.22,19.81,0.00,6.02,0.10,0.00,0.79,1.77,0.00,0.00,0.24,1.93,0.00,0.00,1.57,13.67,
Distance,29.95,588.72,176.84,551.65,141.42,40.17,140.67,266.38,12.69,7.54,132.74,93.65,27.61,80.36,292.39,371.99,
Total Counts,74.88,1471.79,442.11,1379.12,353.55,100.42,351.68,665.95,31.74,18.84,331.84,234.13,69.03,200.91,730.99,929.99,


 13:45:59
Interval Count,0.00,45.45,0.00,48.87,14.29,0.00,1.50,6.74,0.00,0.00,0.00,2.36,0.00,0.00,4.55,38.12,
Average m/min.,0.00,18.17,0.00,19.53,5.72,0.00,0.60,2.69,0.00,0.00,0.00,0.94,0.00,0.00,1.83,15.24,
Distance,29.95,606.89,176.84,571.19,147.14,40.17,141.27,269.07,12.69,7.54,132.74,94.59,27.61,80.36,294.22,387.24,
Total Counts,74.88,1517.24,442.11,1427.99,367.84,100.42,353.18,672.68,31.74,18.84,331.84,236.49,69.03,200.91,735.54,968.11,


 13:46:59
Interval Count,0.29,51.96,0.00,10.63,1.12,0.00,5.54,2.01,0.00,0.00,1.00,0.16,0.00,0.45,0.53,39.97,
Average m/min.,0.12,20.79,0.00,4.26,0.44,0.00,2.22,0.81,0.00,0.00,0.40,0.07,0.00,0.18,0.21,15.99,
Distance,30.07,627.68,176.84,575.45,147.58,40.17,143.49,269.88,12.69,7.54,133.14,94.66,27.61,80.54,294.43,403.23,
Total Counts,75.17,1569.20,442.11,1438.62,368.96,100.42,358.72,674.70,31.74,18.84,332.84,236.64,69.03,201.36,736.07,1008.08,


 13:47:59
Interval Count,0.00,47.24,0.00,0.00,4.04,0.00,0.00,0.16,0.00,0.00,0.53,6.70,0.00,0.01,35.70,20.00,
Average m/min.,0.00,18.88,0.00,0.00,1.62,0.00,0.00,0.06,0.00,0.00,0.21,2.68,0.00,0.01,14.28,8.00,
Distance,30.07,646.57,176.84,575.45,149.20,40.17,143.49,269.94,12.69,7.54,133.35,97.34,27.61,80.55,308.71,411.23,
Total Counts,75.17,1616.43,442.11,1438.62,373.00,100.42,358.72,674.86,31.74,18.84,333.37,243.34,69.03,201.37,771.76,1028.08,


 13:48:59
Interval Count,0.00,28.79,0.00,27.18,0.00,0.00,1.11,4.17,0.00,0.00,7.08,0.04,0.00,0.00,0.00,9.04,
Average m/min.,0.00,11.52,0.00,10.87,0.00,0.00,0.44,1.67,0.00,0.00,2.83,0.01,0.00,0.00,0.00,3.62,
Distance,30.07,658.09,176.84,586.32,149.20,40.17,143.93,271.61,12.69,7.54,136.18,97.35,27.61,80.55,308.71,414.85,
Total Counts,75.17,1645.22,442.11,1465.80,373.00,100.42,359.83,679.03,31.74,18.84,340.45,243.38,69.03,201.37,771.76,1037.12,


 13:49:59
Interval Count,0.05,24.38,0.00,23.25,1.12,0.00,1.49,0.16,0.00,0.00,2.82,0.00,0.00,0.00,4.78,0.32,
Average m/min.,0.02,9.75,0.00,9.30,0.45,0.00,0.60,0.06,0.00,0.00,1.13,0.00,0.00,0.00,1.91,0.12,
Distance,30.09,667.84,176.84,595.62,149.65,40.17,144.53,271.67,12.69,7.54,137.31,97.35,27.61,80.55,310.62,414.97,
Total Counts,75.22,1669.61,442.11,1489.05,374.12,100.42,361.32,679.18,31.74,18.84,343.26,243.38,69.03,201.37,776.54,1037.43,


 13:50:59
Interval Count,0.00,50.03,0.00,8.07,17.09,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.01,0.96,
Average m/min.,0.00,20.00,0.00,3.23,6.82,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.39,
Distance,30.09,687.85,176.84,598.85,156.48,40.17,144.53,271.67,12.69,7.54,137.35,97.35,27.61,80.55,310.62,415.36,
Total Counts,75.22,1719.63,442.11,1497.12,391.21,100.42,361.32,679.18,31.74,18.84,343.38,243.38,69.03,201.37,776.55,1038.39,


 13:51:59
Interval Count,0.00,58.25,0.00,4.42,11.33,0.00,0.00,0.00,0.00,0.00,0.64,10.13,0.00,0.08,0.00,52.58,
Average m/min.,0.00,23.30,0.00,1.77,4.54,0.00,0.00,0.00,0.00,0.00,0.26,4.06,0.00,0.03,0.00,21.04,
Distance,30.09,711.15,176.84,600.62,161.02,40.17,144.53,271.67,12.69,7.54,137.61,101.41,27.61,80.58,310.62,436.39,
Total Counts,75.22,1777.88,442.11,1501.54,402.54,100.42,361.32,679.18,31.74,18.84,344.03,253.51,69.03,201.45,776.55,1090.97,


 13:52:59
Interval Count,0.00,62.99,0.00,48.99,2.50,0.00,2.09,0.00,0.00,0.00,4.71,7.13,0.00,0.04,0.00,10.87,
Average m/min.,0.00,25.20,0.00,19.59,1.00,0.00,0.83,0.00,0.00,0.00,1.88,2.85,0.00,0.01,0.00,4.35,
Distance,30.09,736.35,176.84,620.21,162.02,40.17,145.36,271.67,12.69,7.54,139.49,104.26,27.61,80.59,310.62,440.74,
Total Counts,75.22,1840.87,442.11,1550.53,405.04,100.42,363.41,679.18,31.74,18.84,348.74,260.64,69.03,201.49,776.55,1101.84,


 13:53:59
Interval Count,0.00,18.82,0.00,50.55,24.25,0.00,8.74,3.72,0.00,0.00,0.05,4.83,0.00,10.04,0.00,0.00,
Average m/min.,0.00,7.52,0.00,20.20,9.69,0.00,3.50,1.49,0.00,0.00,0.03,1.93,0.00,4.02,0.00,0.00,
Distance,30.09,743.87,176.84,640.43,171.72,40.17,148.86,273.16,12.69,7.54,139.52,106.19,27.61,84.61,310.62,440.74,
Total Counts,75.22,1859.68,442.11,1601.08,429.29,100.42,372.14,682.91,31.74,18.84,348.79,265.47,69.03,211.53,776.55,1101.84,


 13:54:59
Interval Count,0.00,8.25,0.00,0.78,1.22,0.00,0.24,0.04,0.00,0.00,0.97,8.20,0.00,9.51,0.00,0.00,
Average m/min.,0.00,3.30,0.00,0.31,0.49,0.00,0.09,0.02,0.00,0.00,0.39,3.28,0.00,3.81,0.00,0.00,
Distance,30.09,747.17,176.84,640.74,172.21,40.17,148.95,273.18,12.69,7.54,139.91,109.47,27.61,88.42,310.62,440.74,
Total Counts,75.22,1867.93,442.11,1601.86,430.51,100.42,372.38,682.95,31.74,18.84,349.76,273.67,69.03,221.04,776.55,1101.84,


 13:55:59
Interval Count,0.00,14.42,0.00,45.24,0.22,0.00,11.58,0.00,0.00,0.00,2.83,10.58,0.00,0.00,0.00,40.45,
Average m/min.,0.00,5.77,0.00,18.09,0.08,0.00,4.63,0.00,0.00,0.00,1.13,4.23,0.00,0.00,0.00,16.18,
Distance,30.09,752.94,176.84,658.84,172.29,40.17,153.58,273.18,12.69,7.54,141.04,113.70,27.61,88.42,310.62,456.92,
Total Counts,75.22,1882.36,442.11,1647.09,430.74,100.42,383.96,682.95,31.74,18.84,352.59,284.25,69.03,221.04,776.55,1142.29,


 13:56:59
Interval Count,0.00,17.62,0.00,57.54,0.00,0.00,25.14,3.59,0.00,0.00,2.74,7.13,0.00,0.00,9.82,18.57,
Average m/min.,0.00,7.05,0.00,23.00,0.00,0.00,10.05,1.44,0.00,0.00,1.09,2.85,0.00,0.00,3.93,7.42,
Distance,30.09,759.99,176.84,681.85,172.29,40.17,163.64,274.62,12.69,7.54,142.13,116.55,27.61,88.42,314.55,464.34,
Total Counts,75.22,1899.97,442.11,1704.63,430.74,100.42,409.11,686.54,31.74,18.84,355.33,291.38,69.03,221.04,786.37,1160.86,


 13:57:59
Interval Count,0.00,27.08,0.00,15.61,0.00,0.00,15.26,11.36,0.00,0.00,8.11,2.87,0.66,0.83,14.36,45.30,
Average m/min.,0.00,10.82,0.00,6.24,0.00,0.00,6.11,4.54,0.00,0.00,3.24,1.15,0.26,0.33,5.74,18.12,
Distance,30.09,770.82,176.84,688.09,172.29,40.17,169.75,279.16,12.69,7.54,145.37,117.70,27.87,88.75,320.29,482.46,
Total Counts,75.22,1927.05,442.11,1720.24,430.74,100.42,424.37,697.89,31.74,18.84,363.43,294.25,69.68,221.87,800.72,1206.16,


 13:58:59
Interval Count,0.00,39.20,0.00,36.37,2.25,0.00,0.00,19.84,0.00,0.00,4.82,13.55,0.00,0.00,41.61,36.87,
Average m/min.,0.00,15.67,0.00,14.54,0.90,0.00,0.00,7.93,0.00,0.00,1.93,5.42,0.00,0.00,16.62,14.74,
Distance,30.09,786.50,176.84,702.64,173.19,40.17,169.75,287.09,12.69,7.54,147.30,123.12,27.87,88.75,336.93,497.21,
Total Counts,75.22,1966.25,442.11,1756.61,432.99,100.42,424.37,717.74,31.74,18.84,368.25,307.80,69.68,221.87,842.33,1243.03,


 13:59:59
Interval Count,0.00,29.36,0.00,71.95,11.51,0.00,0.00,0.00,0.00,0.00,1.80,12.84,0.00,0.00,33.24,28.64,
Average m/min.,0.00,11.74,0.00,28.78,4.61,0.00,0.00,0.00,0.00,0.00,0.72,5.14,0.00,0.00,13.30,11.46,
Distance,30.09,798.24,176.84,731.42,177.80,40.17,169.75,287.09,12.69,7.54,148.02,128.26,27.87,88.75,350.23,508.67,
Total Counts,75.22,1995.61,442.11,1828.55,444.50,100.42,424.37,717.74,31.74,18.84,370.05,320.64,69.68,221.87,875.57,1271.67,


 14:00:59
Interval Count,0.00,53.78,0.00,2.55,0.00,0.00,0.00,0.00,0.00,0.00,1.46,10.58,0.00,0.00,16.84,20.20,
Average m/min.,0.00,21.51,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.59,4.23,0.00,0.00,6.73,8.09,
Distance,30.09,819.75,176.84,732.44,177.80,40.17,169.75,287.09,12.69,7.54,148.61,132.49,27.87,88.75,356.96,516.75,
Total Counts,75.22,2049.38,442.11,1831.11,444.50,100.42,424.37,717.74,31.74,18.84,371.51,331.22,69.68,221.87,892.41,1291.87,


 14:02:00
Interval Count,0.00,47.62,0.00,0.00,0.55,0.00,0.00,0.80,0.00,0.00,5.39,18.36,0.00,0.00,3.82,38.62,
Average m/min.,0.00,19.04,0.00,0.00,0.22,0.00,0.00,0.33,0.00,0.00,2.15,7.34,0.00,0.00,1.53,15.42,
Distance,30.09,838.80,176.84,732.44,178.02,40.17,169.75,287.42,12.69,7.54,150.76,139.83,27.87,88.75,358.49,532.19,
Total Counts,75.22,2097.00,442.11,1831.11,445.05,100.42,424.37,718.54,31.74,18.84,376.91,349.58,69.68,221.87,896.22,1330.49,


 14:03:00
Interval Count,0.00,56.53,0.00,48.51,0.22,0.00,0.00,2.13,0.00,0.00,0.29,12.25,0.00,0.00,0.00,41.61,
Average m/min.,0.00,22.61,0.00,19.41,0.09,0.00,0.00,0.85,0.00,0.00,0.12,4.90,0.00,0.00,0.00,16.65,
Distance,30.09,861.41,176.84,751.85,178.11,40.17,169.75,288.27,12.69,7.54,150.88,144.73,27.87,88.75,358.49,548.84,
Total Counts,75.22,2153.53,442.11,1879.62,445.28,100.42,424.37,720.67,31.74,18.84,377.20,361.83,69.68,221.87,896.22,1372.09,


 14:03:59
Interval Count,0.00,60.42,0.00,54.61,0.00,0.00,10.42,43.18,0.00,0.00,0.04,3.71,0.00,0.00,6.79,54.17,
Average m/min.,0.00,24.17,0.00,21.85,0.00,0.00,4.18,17.29,0.00,0.00,0.01,1.49,0.00,0.00,2.72,21.68,
Distance,30.09,885.58,176.84,773.69,178.11,40.17,173.92,305.54,12.69,7.54,150.89,146.22,27.87,88.75,361.21,570.51,
Total Counts,75.22,2213.95,442.11,1934.22,445.28,100.42,434.79,763.86,31.74,18.84,377.24,365.54,69.68,221.87,903.01,1426.26,


 14:05:00
Interval Count,0.00,56.26,0.00,68.88,0.00,0.00,16.12,19.46,0.00,0.00,1.21,11.57,0.00,0.00,0.00,17.18,
Average m/min.,0.00,22.49,0.00,27.53,0.00,0.00,6.43,7.79,0.00,0.00,0.49,4.62,0.00,0.00,0.00,6.86,
Distance,30.09,908.08,176.84,801.24,178.11,40.17,180.36,313.33,12.69,7.54,151.38,150.84,27.87,88.75,361.21,577.38,
Total Counts,75.22,2270.21,442.11,2003.11,445.28,100.42,450.91,783.32,31.74,18.84,378.45,377.11,69.68,221.87,903.01,1443.45,


 14:06:00
Interval Count,0.00,11.42,0.00,55.71,0.11,0.00,6.13,0.00,0.00,0.00,0.75,0.38,0.00,0.00,0.13,0.00,
Average m/min.,0.00,4.57,0.00,22.29,0.04,0.00,2.46,0.00,0.00,0.00,0.30,0.15,0.00,0.00,0.05,0.00,
Distance,30.09,912.65,176.84,823.53,178.15,40.17,182.82,313.33,12.69,7.54,151.68,150.99,27.87,88.75,361.26,577.38,
Total Counts,75.22,2281.63,442.11,2058.82,445.38,100.42,457.04,783.32,31.74,18.84,379.20,377.49,69.68,221.87,903.14,1443.45,


 14:07:00
Interval Count,0.00,24.66,0.00,66.26,0.18,0.00,0.51,0.00,0.00,0.00,1.66,0.00,0.00,0.00,3.84,38.05,
Average m/min.,0.00,9.87,0.00,26.50,0.08,0.00,0.20,0.00,0.00,0.00,0.66,0.00,0.00,0.00,1.53,15.22,
Distance,30.09,922.52,176.84,850.03,178.23,40.17,183.02,313.33,12.69,7.54,152.34,150.99,27.87,88.75,362.79,592.60,
Total Counts,75.22,2306.29,442.11,2125.08,445.57,100.42,457.55,783.32,31.74,18.84,380.86,377.49,69.68,221.87,906.99,1481.50,


 14:08:00
Interval Count,0.00,57.14,0.00,61.76,7.99,0.00,23.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,30.67,
Average m/min.,0.00,22.84,0.00,24.68,3.19,0.00,9.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,12.26,
Distance,30.09,945.37,176.84,874.74,181.42,40.17,192.59,313.33,12.69,7.54,152.34,150.99,27.87,88.75,362.81,604.87,
Total Counts,75.22,2363.43,442.11,2186.84,453.55,100.42,481.49,783.32,31.74,18.84,380.86,377.49,69.68,221.87,907.01,1512.17,


 14:09:00
Interval Count,0.00,64.95,0.00,29.79,4.91,0.00,1.08,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,33.05,
Average m/min.,0.00,25.98,0.00,11.92,1.96,0.00,0.44,0.00,0.00,0.00,0.00,4.45,0.00,0.00,0.00,13.23,
Distance,30.09,971.35,176.84,886.65,183.38,40.17,193.03,313.33,12.69,7.54,152.34,155.44,27.87,88.75,362.81,618.09,
Total Counts,75.22,2428.38,442.11,2216.63,458.46,100.42,482.57,783.32,31.74,18.84,380.86,388.59,69.68,221.87,907.01,1545.22,


 14:10:00
Interval Count,0.00,43.17,0.00,19.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.18,0.00,0.05,0.24,40.76,
Average m/min.,0.00,17.27,0.00,7.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.27,0.00,0.02,0.09,16.30,
Distance,30.09,988.62,176.84,894.54,183.38,40.17,193.03,313.33,12.69,7.54,152.34,158.71,27.87,88.77,362.90,634.39,
Total Counts,75.22,2471.55,442.11,2236.36,458.46,100.42,482.57,783.32,31.74,18.84,380.86,396.78,69.68,221.92,907.25,1585.99,


 14:11:00
Interval Count,0.00,61.86,0.00,48.84,0.00,0.00,14.39,0.00,0.00,0.00,0.22,14.05,0.00,0.00,0.00,52.93,
Average m/min.,0.00,24.72,0.00,19.52,0.00,0.00,5.74,0.00,0.00,0.00,0.09,5.61,0.00,0.00,0.00,21.16,
Distance,30.09,1013.36,176.84,914.08,183.38,40.17,198.78,313.33,12.69,7.54,152.43,164.33,27.87,88.77,362.90,655.57,
Total Counts,75.22,2533.41,442.11,2285.20,458.46,100.42,496.96,783.32,31.74,18.84,381.08,410.83,69.68,221.92,907.25,1638.92,


 14:12:00
Interval Count,0.00,59.64,0.00,28.29,0.00,0.00,9.13,0.00,0.00,0.00,0.00,12.09,0.00,0.00,0.00,50.97,
Average m/min.,0.00,23.86,0.00,11.32,0.00,0.00,3.66,0.00,0.00,0.00,0.00,4.84,0.00,0.00,0.00,20.40,
Distance,30.09,1037.22,176.84,925.39,183.38,40.17,202.44,313.33,12.69,7.54,152.43,169.17,27.87,88.77,362.90,675.96,
Total Counts,75.22,2593.05,442.11,2313.49,458.46,100.42,506.09,783.32,31.74,18.84,381.08,422.92,69.68,221.92,907.25,1689.89,


 14:13:00
Interval Count,0.00,52.11,0.00,48.76,0.00,0.00,2.68,0.00,0.00,0.00,0.00,8.04,0.00,12.28,0.00,36.79,
Average m/min.,0.00,20.83,0.00,19.50,0.00,0.00,1.07,0.00,0.00,0.00,0.00,3.21,0.00,4.91,0.00,14.70,
Distance,30.09,1058.06,176.84,944.90,183.38,40.17,203.51,313.33,12.69,7.54,152.43,172.38,27.87,93.68,362.90,690.67,
Total Counts,75.22,2645.16,442.11,2362.25,458.46,100.42,508.78,783.32,31.74,18.84,381.08,430.96,69.68,234.20,907.25,1726.68,


 14:14:00
Interval Count,0.00,49.99,0.00,0.03,0.00,0.00,3.37,0.00,0.00,0.00,0.34,0.05,0.00,2.64,0.00,37.45,
Average m/min.,0.00,20.00,0.00,0.01,0.00,0.00,1.35,0.00,0.00,0.00,0.14,0.03,0.00,1.06,0.00,14.98,
Distance,30.09,1078.06,176.84,944.91,183.38,40.17,204.86,313.33,12.69,7.54,152.57,172.41,27.87,94.74,362.90,705.65,
Total Counts,75.22,2695.14,442.11,2362.28,458.46,100.42,512.14,783.32,31.74,18.84,381.42,431.01,69.68,236.84,907.25,1764.13,


 14:15:00
Interval Count,0.00,9.88,0.00,19.28,0.00,0.00,2.88,0.00,0.00,0.00,0.79,0.00,0.00,0.00,0.13,48.92,
Average m/min.,0.00,3.95,0.00,7.71,0.00,0.00,1.15,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.05,19.57,
Distance,30.09,1082.01,176.84,952.62,183.38,40.17,206.01,313.33,12.69,7.54,152.88,172.41,27.87,94.74,362.95,725.22,
Total Counts,75.22,2705.03,442.11,2381.55,458.46,100.42,515.03,783.32,31.74,18.84,382.21,431.01,69.68,236.84,907.38,1813.05,


 14:16:00
Interval Count,0.00,7.54,0.00,2.12,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.09,0.00,0.00,44.53,
Average m/min.,0.00,3.02,0.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.04,0.00,0.00,17.80,
Distance,30.09,1085.03,176.84,953.47,183.38,40.17,206.01,313.33,12.69,7.54,153.01,172.41,27.91,94.74,362.95,743.03,
Total Counts,75.22,2712.57,442.11,2383.67,458.46,100.42,515.03,783.32,31.74,18.84,382.51,431.01,69.78,236.84,907.38,1857.58,


 14:17:00
Interval Count,0.00,11.16,0.00,0.96,1.29,0.00,0.00,0.00,0.00,0.00,0.38,1.68,0.00,0.00,0.00,21.12,
Average m/min.,0.00,4.46,0.00,0.38,0.52,0.00,0.00,0.00,0.00,0.00,0.15,0.67,0.00,0.00,0.00,8.45,
Distance,30.09,1089.49,176.84,953.85,183.90,40.17,206.01,313.33,12.69,7.54,153.16,173.08,27.91,94.74,362.95,751.48,
Total Counts,75.22,2723.72,442.11,2384.63,459.75,100.42,515.03,783.32,31.74,18.84,382.89,432.70,69.78,236.84,907.38,1878.70,


 14:18:00
Interval Count,0.00,31.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,12.95,0.00,0.00,0.00,4.33,
