,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: 3-31-17_SR_OF
,     Experiment Length: 6 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 3/31/2017 12:59:28
,     Stop Time: ~4/6/2017 12:59:28


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Counter/Animal ID, , , , , , , , , , , , , , , , ,
Cage Type,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,



Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5449.91,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:22:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.96,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5449.91,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:23:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.96,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5449.91,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:24:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2180.44,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5451.11,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:25:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,6.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.88,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.20,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:26:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:27:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:28:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:29:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:30:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:31:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:32:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:33:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:34:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:35:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:36:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:37:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:38:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:39:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:40:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:41:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:42:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:43:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:44:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:45:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:46:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:47:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:48:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:49:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:50:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:51:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:52:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:53:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:54:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:55:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:56:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:57:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:58:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:59:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 16:00:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 16:01:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 16:02:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5457.26,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 16:03:21
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.13,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.05,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2182.91,5567.97,6512.40,116.60,11428.88,728.10,9741.59,1092.32,9469.85,14490.18,
