,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: Wolff_OF_3-13-17
,     Experiment Length: 10 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 3/22/2017 17:19:43
,     Stop Time: ~4/1/2017 17:19:43


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Counter/Animal ID, , , , , , , , , , , , , , , , ,
Cage Type,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,



 17:51:14
Interval Count,0.00,0.00,0.09,38.71,2.71,0.00,0.00,0.00,0.00,0.82,0.00,4.39,0.00,5.95,0.00,7.36,
Average m/min.,0.00,0.00,0.04,15.50,1.09,0.00,0.00,0.00,0.00,0.32,0.00,1.75,0.00,2.38,0.00,2.94,
Distance,58.78,68.25,22.15,303.45,121.04,19.57,0.02,166.82,12.02,20.06,22.41,72.48,12.80,41.41,57.43,167.42,
Total Counts,146.95,170.62,55.37,758.62,302.59,48.92,0.05,417.05,30.04,50.16,56.01,181.21,32.00,103.53,143.57,418.55,


 17:52:15
Interval Count,0.00,0.00,0.00,11.29,0.00,0.00,0.00,15.66,0.00,0.00,0.00,11.11,0.00,0.22,0.00,50.14,
Average m/min.,0.00,0.00,0.00,4.51,0.00,0.00,0.00,6.26,0.00,0.00,0.00,4.45,0.00,0.09,0.00,20.04,
Distance,58.78,68.25,22.15,307.96,121.04,19.57,0.02,173.08,12.02,20.06,22.41,76.93,12.80,41.50,57.43,187.48,
Total Counts,146.95,170.62,55.37,769.91,302.59,48.92,0.05,432.71,30.04,50.16,56.01,192.32,32.00,103.75,143.57,468.70,


 17:53:14
Interval Count,0.00,0.00,0.00,8.41,0.00,0.00,0.00,52.50,0.00,0.37,0.00,12.55,0.00,0.00,0.00,40.84,
Average m/min.,0.00,0.00,0.00,3.37,0.00,0.00,0.00,21.00,0.00,0.15,0.00,5.02,0.00,0.00,0.00,16.34,
Distance,58.78,68.25,22.15,311.33,121.04,19.57,0.02,194.08,12.02,20.21,22.41,81.95,12.80,41.50,57.43,203.82,
Total Counts,146.95,170.62,55.37,778.32,302.59,48.92,0.05,485.21,30.04,50.53,56.01,204.87,32.00,103.75,143.57,509.54,


 17:54:15
Interval Count,0.00,0.00,0.00,56.42,0.00,0.00,0.00,58.54,0.00,0.00,0.00,8.71,0.00,0.00,0.00,38.28,
Average m/min.,0.00,0.00,0.00,22.54,0.00,0.00,0.00,23.41,0.00,0.00,0.00,3.48,0.00,0.00,0.00,15.30,
Distance,58.78,68.25,22.15,333.89,121.04,19.57,0.02,217.50,12.02,20.21,22.41,85.43,12.80,41.50,57.43,219.13,
Total Counts,146.95,170.62,55.37,834.74,302.59,48.92,0.05,543.75,30.04,50.53,56.01,213.58,32.00,103.75,143.57,547.82,


 17:55:15
Interval Count,0.00,0.00,0.00,49.29,0.00,0.00,0.00,57.47,0.00,0.00,0.00,3.76,0.00,0.00,0.00,31.45,
Average m/min.,0.00,0.00,0.00,19.73,0.00,0.00,0.00,22.99,0.00,0.00,0.00,1.51,0.00,0.00,0.00,12.59,
Distance,58.78,68.25,22.15,353.61,121.04,19.57,0.02,240.49,12.02,20.21,22.41,86.94,12.80,41.50,57.43,231.71,
Total Counts,146.95,170.62,55.37,884.03,302.59,48.92,0.05,601.22,30.04,50.53,56.01,217.34,32.00,103.75,143.57,579.26,


 17:56:15
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.09,0.00,0.00,0.00,6.00,0.00,0.00,0.00,5.99,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.03,0.00,0.00,0.00,2.40,0.00,0.00,0.00,2.39,
Distance,58.78,68.25,22.15,353.61,121.04,19.57,0.02,264.53,12.02,20.21,22.41,89.34,12.80,41.50,57.43,234.10,
Total Counts,146.95,170.62,55.37,884.03,302.59,48.92,0.05,661.32,30.04,50.53,56.01,223.34,32.00,103.75,143.57,585.25,


 17:57:15
Interval Count,0.00,0.00,0.00,11.88,0.00,0.00,0.00,67.21,0.00,0.00,0.00,3.55,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,4.75,0.00,0.00,0.00,26.88,0.00,0.00,0.00,1.42,0.00,0.00,0.00,0.00,
Distance,58.78,68.25,22.15,358.36,121.04,19.57,0.02,291.41,12.02,20.21,22.41,90.76,12.80,41.50,57.43,234.10,
Total Counts,146.95,170.62,55.37,895.91,302.59,48.92,0.05,728.53,30.04,50.53,56.01,226.89,32.00,103.75,143.57,585.25,


 17:58:15
Interval Count,0.00,0.00,0.00,57.13,0.00,0.00,0.00,57.55,0.00,0.00,0.00,9.34,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,22.83,0.00,0.00,0.00,23.01,0.00,0.00,0.00,3.73,0.00,0.00,0.00,0.00,
Distance,58.78,68.25,22.15,381.22,121.04,19.57,0.02,314.43,12.02,20.21,22.41,94.49,12.80,41.50,57.43,234.10,
Total Counts,146.95,170.62,55.37,953.04,302.59,48.92,0.05,786.08,30.04,50.53,56.01,236.24,32.00,103.75,143.57,585.25,


 17:59:15
Interval Count,19.45,5.99,10.26,15.62,15.45,0.00,0.00,22.96,9.09,0.00,1.62,9.45,0.00,2.54,7.53,3.46,
Average m/min.,7.78,2.39,4.10,6.24,6.18,0.00,0.00,9.19,3.63,0.00,0.64,3.78,0.00,1.02,3.01,1.38,
Distance,66.56,70.64,26.25,387.46,127.22,19.57,0.02,323.62,15.65,20.21,23.05,98.27,12.80,42.52,60.44,235.48,
Total Counts,166.39,176.61,65.63,968.66,318.04,48.92,0.05,809.04,39.13,50.53,57.63,245.68,32.00,106.29,151.09,588.71,


 18:00:15
Interval Count,42.30,13.66,32.00,26.92,28.67,0.00,0.00,32.70,31.59,2.89,6.22,7.26,0.00,28.79,28.62,18.13,
Average m/min.,16.91,5.47,12.79,10.76,11.45,0.00,0.00,13.06,12.64,1.16,2.49,2.91,0.00,11.51,11.43,7.25,
Distance,83.48,76.11,39.05,398.23,138.68,19.57,0.02,336.69,28.29,21.37,25.54,101.18,12.80,54.03,71.88,242.74,
Total Counts,208.70,190.26,97.63,995.58,346.71,48.92,0.05,841.74,70.72,53.42,63.86,252.95,32.00,135.08,179.71,606.84,


 18:01:15
Interval Count,46.38,26.25,58.84,23.87,35.86,2.16,0.00,48.54,27.88,6.08,14.43,6.75,18.64,34.99,12.84,15.59,
Average m/min.,18.55,10.50,23.55,9.56,14.36,0.86,0.00,19.42,11.15,2.43,5.78,2.70,7.46,14.00,5.14,6.23,
Distance,102.03,86.61,62.59,407.78,153.03,20.43,0.02,356.11,39.44,23.80,31.32,103.88,20.26,68.03,77.02,248.97,
Total Counts,255.08,216.51,156.47,1019.45,382.57,51.08,0.05,890.28,98.61,59.50,78.29,259.70,50.64,170.07,192.55,622.43,


 18:02:15
Interval Count,53.32,26.67,30.12,14.68,45.25,24.58,0.00,51.92,42.63,4.11,17.74,10.71,30.71,20.29,39.08,12.43,
Average m/min.,21.32,10.65,12.04,5.86,18.08,9.82,0.00,20.76,17.04,1.64,7.09,4.28,12.28,8.11,15.62,4.97,
Distance,123.36,97.27,74.64,413.65,171.13,30.26,0.02,376.88,56.49,25.44,38.41,108.16,32.54,76.14,92.65,253.95,
Total Counts,308.39,243.18,186.59,1034.13,427.82,75.66,0.05,942.20,141.24,63.61,96.03,270.41,81.36,190.36,231.63,634.87,


 18:03:15
Interval Count,48.68,17.83,51.80,28.55,43.47,24.21,0.00,51.91,36.11,3.74,3.49,12.62,42.76,23.97,19.21,19.34,
Average m/min.,19.47,7.14,20.73,11.43,17.40,9.70,0.00,20.76,14.45,1.50,1.40,5.05,17.10,9.59,7.69,7.73,
Distance,142.83,104.41,95.36,425.07,188.52,39.95,0.02,397.64,70.94,26.94,39.81,113.21,49.65,85.73,100.34,261.68,
Total Counts,357.08,261.01,238.39,1062.68,471.29,99.87,0.05,994.11,177.34,67.34,99.51,283.03,124.12,214.33,250.84,654.21,


 18:04:15
Interval Count,36.36,0.05,46.80,33.43,44.68,17.38,0.00,52.32,29.13,2.82,1.17,8.55,35.22,30.21,22.83,0.32,
Average m/min.,14.53,0.02,18.70,13.36,17.85,6.94,0.00,20.92,11.65,1.12,0.46,3.42,14.09,12.09,9.12,0.13,
Distance,157.37,104.43,114.08,438.45,206.39,46.90,0.02,418.57,82.59,28.06,40.27,116.63,63.74,97.82,109.47,261.81,
Total Counts,393.43,261.07,285.20,1096.12,515.97,117.25,0.05,1046.42,206.47,70.16,100.68,291.58,159.34,244.54,273.67,654.53,


 18:05:15
Interval Count,48.68,34.03,24.05,38.67,24.97,38.99,0.00,57.82,19.96,0.84,19.04,13.88,0.16,33.83,34.49,20.07,
Average m/min.,19.48,13.61,9.62,15.48,10.00,15.60,0.00,23.12,7.98,0.34,7.62,5.55,0.06,13.53,13.79,8.03,
Distance,176.85,118.04,123.70,453.92,216.38,62.49,0.02,441.69,90.57,28.40,47.89,122.18,63.80,111.35,123.26,269.84,
Total Counts,442.12,295.09,309.25,1134.79,540.95,156.24,0.05,1104.24,226.43,71.00,119.72,305.46,159.50,278.37,308.16,674.59,


 18:06:15
Interval Count,40.32,8.96,65.11,19.63,46.08,23.92,0.00,52.91,44.29,3.13,1.21,5.07,43.00,34.89,0.53,4.63,
Average m/min.,16.12,3.58,26.02,7.84,18.41,9.56,0.00,21.16,17.72,1.25,0.48,2.03,17.20,13.96,0.21,1.85,
Distance,192.97,121.62,149.74,461.77,234.81,72.06,0.02,462.86,108.29,29.65,48.37,124.21,81.00,125.31,123.47,271.69,
Total Counts,482.43,304.05,374.36,1154.42,587.03,180.16,0.05,1157.14,270.72,74.13,120.93,310.53,202.50,313.26,308.68,679.22,


 18:07:15
Interval Count,30.34,35.79,75.95,44.68,30.80,34.84,0.00,47.42,36.63,3.00,4.61,7.50,47.84,45.72,4.86,0.00,
Average m/min.,12.14,14.32,30.39,17.88,12.33,13.95,0.00,18.97,14.65,1.20,1.85,3.00,19.13,18.28,1.95,0.00,
Distance,205.11,135.94,180.12,479.64,247.13,86.00,0.02,481.83,122.94,30.85,50.22,127.21,100.14,143.59,125.42,271.69,
Total Counts,512.78,339.84,450.30,1199.11,617.83,215.00,0.05,1204.57,307.36,77.13,125.54,318.03,250.34,358.99,313.54,679.22,


 18:08:15
Interval Count,50.22,38.95,72.28,21.61,46.96,39.74,0.00,34.28,49.45,0.24,0.96,8.11,30.71,48.59,17.96,0.00,
Average m/min.,20.09,15.57,28.89,8.63,18.77,15.87,0.00,13.70,19.77,0.10,0.38,3.24,12.28,19.43,7.18,0.00,
Distance,225.20,151.52,209.03,488.28,265.92,101.89,0.02,495.54,142.72,30.95,50.60,130.45,112.42,163.03,132.60,271.69,
Total Counts,563.00,378.79,522.58,1220.71,664.79,254.74,0.05,1238.84,356.80,77.37,126.50,326.13,281.05,407.58,331.50,679.22,


 18:09:15
Interval Count,36.01,44.66,52.16,0.39,50.18,33.92,0.00,66.83,51.95,1.66,12.04,8.05,27.00,50.61,42.66,0.12,
Average m/min.,14.40,17.86,20.86,0.16,20.08,13.58,0.00,26.74,20.78,0.66,4.82,3.22,10.80,20.24,17.06,0.05,
Distance,239.61,169.38,229.89,488.44,285.99,115.46,0.02,522.27,163.50,31.61,55.42,133.67,123.22,183.27,149.66,271.74,
Total Counts,599.01,423.45,574.74,1221.11,714.97,288.66,0.05,1305.67,408.75,79.03,138.54,334.18,308.05,458.18,374.16,679.34,


 18:10:15
Interval Count,40.50,43.30,63.17,40.18,56.82,41.76,0.00,71.17,49.80,1.87,23.26,6.76,48.46,36.71,42.37,0.00,
Average m/min.,16.20,17.31,25.25,16.07,22.70,16.69,0.00,28.45,19.91,0.75,9.30,2.71,19.39,14.69,16.94,0.00,
Distance,255.81,186.70,255.16,504.52,308.72,132.17,0.02,550.74,183.42,32.36,64.72,136.38,142.61,197.96,166.61,271.74,
Total Counts,639.51,466.75,637.91,1261.29,771.79,330.42,0.05,1376.84,458.55,80.89,161.80,340.95,356.51,494.89,416.53,679.34,


 18:11:15
Interval Count,52.26,40.54,72.42,49.38,46.50,43.63,0.00,52.91,54.09,0.13,10.33,5.95,51.97,41.36,33.45,25.42,
Average m/min.,20.89,16.22,28.98,19.76,18.61,17.46,0.00,21.17,21.64,0.05,4.13,2.38,20.77,16.54,13.38,10.17,
Distance,276.71,202.92,284.13,524.27,327.32,149.62,0.02,571.90,205.06,32.41,68.85,138.76,163.39,214.50,179.99,281.91,
Total Counts,691.78,507.29,710.33,1310.67,818.29,374.05,0.05,1429.75,512.64,81.03,172.13,346.89,408.49,536.25,449.97,704.76,


 18:12:15
Interval Count,47.20,34.97,48.78,54.39,60.25,43.08,0.00,2.53,49.21,0.00,41.50,7.13,20.03,25.12,15.62,33.97,
Average m/min.,18.88,13.99,19.50,21.74,24.07,17.21,0.00,1.01,19.67,0.00,16.60,2.85,8.02,10.05,6.25,13.57,
Distance,295.59,216.91,303.64,546.03,351.42,166.85,0.02,572.91,224.74,32.41,85.45,141.61,171.41,224.55,186.24,295.49,
Total Counts,738.97,542.26,759.11,1365.07,878.54,417.13,0.05,1432.28,561.86,81.03,213.63,354.03,428.51,561.37,465.59,738.74,


 18:13:15
Interval Count,57.58,40.72,73.46,61.58,57.62,41.32,0.00,51.87,0.00,0.83,45.64,8.58,55.59,48.38,36.97,22.00,
Average m/min.,23.02,16.27,29.39,24.63,23.05,16.54,0.00,20.75,0.00,0.33,18.25,3.43,22.21,19.34,14.79,8.80,
Distance,318.62,233.19,333.03,570.66,374.46,183.38,0.02,593.66,224.74,32.74,103.71,145.04,193.64,243.90,201.03,304.29,
Total Counts,796.55,582.99,832.57,1426.64,936.16,458.45,0.05,1484.14,561.86,81.86,259.28,362.61,484.11,609.75,502.57,760.74,


 18:14:15
Interval Count,56.32,46.53,72.59,60.05,58.58,45.63,0.00,40.80,43.86,3.33,46.86,6.21,51.71,24.96,45.86,0.00,
Average m/min.,22.53,18.61,29.01,24.00,23.40,18.23,0.00,16.31,17.53,1.33,18.74,2.49,20.69,9.98,18.33,0.00,
Distance,341.15,251.81,362.06,594.68,397.89,201.63,0.02,609.98,242.28,34.07,122.45,147.53,214.33,253.88,219.37,304.29,
Total Counts,852.87,629.51,905.16,1486.70,994.74,504.08,0.05,1524.95,605.71,85.18,306.13,368.82,535.82,634.71,548.42,760.74,


 18:15:15
Interval Count,40.24,25.17,44.67,59.86,49.04,35.64,0.00,43.28,59.96,3.34,38.28,7.99,28.30,50.76,6.61,0.01,
Average m/min.,16.09,10.06,17.88,23.96,19.64,14.27,0.00,17.32,24.00,1.34,15.31,3.19,11.32,20.31,2.64,0.01,
Distance,357.24,261.87,379.93,618.62,417.51,215.89,0.02,627.29,266.27,35.41,137.76,150.72,225.65,274.19,222.01,304.30,
Total Counts,893.11,654.68,949.83,1546.55,1043.78,539.72,0.05,1568.22,665.67,88.53,344.41,376.80,564.12,685.47,555.03,760.75,


 18:16:15
Interval Count,36.54,17.93,80.20,62.75,58.64,1.32,0.00,30.04,61.09,3.63,47.38,2.63,49.38,30.61,39.37,38.67,
Average m/min.,14.61,7.18,32.05,25.07,23.43,0.53,0.00,12.01,24.42,1.45,18.95,1.05,19.75,12.24,15.74,15.46,
Distance,371.86,269.05,412.01,643.72,440.97,216.42,0.02,639.31,290.71,36.86,156.72,151.77,245.40,286.43,237.76,319.77,
Total Counts,929.64,672.62,1030.03,1609.30,1102.42,541.04,0.05,1598.26,726.76,92.16,391.79,379.43,613.50,716.08,594.39,799.42,


 18:17:15
Interval Count,58.49,5.32,85.17,59.92,13.45,35.62,0.00,38.76,57.82,1.51,44.84,4.04,56.55,38.87,32.17,43.92,
Average m/min.,23.39,2.12,34.09,23.99,5.39,14.25,0.00,15.51,23.13,0.61,17.93,1.62,22.61,15.55,12.87,17.58,
Distance,395.25,271.17,446.08,667.69,446.35,230.66,0.02,654.81,313.83,37.47,174.65,153.39,268.02,301.98,250.63,337.34,
Total Counts,988.13,677.93,1115.20,1669.22,1115.87,576.66,0.05,1637.03,784.58,93.67,436.63,383.47,670.05,754.95,626.57,843.34,


 18:18:15
Interval Count,58.82,34.26,83.71,49.32,38.68,42.30,0.00,69.39,12.78,0.32,49.59,12.21,53.58,45.72,52.82,42.75,
Average m/min.,23.52,13.70,33.45,19.71,15.45,16.90,0.00,27.73,5.11,0.12,19.83,4.88,21.43,18.28,21.11,17.09,
Distance,418.78,284.88,479.56,687.42,461.82,247.58,0.02,682.57,318.94,37.59,194.49,158.27,289.45,320.27,271.75,354.44,
Total Counts,1046.95,712.20,1198.91,1718.54,1154.55,618.96,0.05,1706.42,797.36,93.99,486.22,395.68,723.63,800.67,679.38,886.09,


 18:19:15
Interval Count,51.89,40.74,80.12,1.38,46.01,1.64,0.00,64.37,57.95,0.00,49.42,6.91,5.25,47.95,28.28,49.45,
Average m/min.,20.76,16.29,32.06,0.55,18.43,0.66,0.00,25.77,23.19,0.00,19.77,2.77,2.10,19.18,11.31,19.79,
Distance,439.54,301.17,511.61,687.97,480.23,248.24,0.02,708.32,342.12,37.59,214.26,161.04,291.55,339.45,283.06,374.22,
Total Counts,1098.84,752.93,1279.03,1719.92,1200.57,620.61,0.05,1770.79,855.30,93.99,535.64,402.59,728.88,848.62,707.66,935.54,


 18:20:15
Interval Count,43.42,44.50,63.55,67.04,63.16,31.25,0.00,67.53,57.62,3.88,43.57,7.12,52.64,49.18,0.00,54.38,
Average m/min.,17.36,17.79,25.40,26.78,25.22,12.48,0.00,26.98,23.03,1.56,17.41,2.84,21.06,19.66,0.00,21.73,
Distance,456.91,318.97,537.03,714.78,505.49,260.74,0.02,735.33,365.17,39.15,231.68,163.88,312.61,359.12,283.06,395.97,
Total Counts,1142.26,797.43,1342.58,1786.96,1263.72,651.86,0.05,1838.32,912.92,97.87,579.21,409.71,781.53,897.80,707.66,989.92,


 18:21:15
Interval Count,56.66,42.29,80.20,68.33,60.18,56.01,0.00,83.75,52.83,2.74,27.99,3.16,40.24,24.00,0.00,52.95,
Average m/min.,22.66,16.92,32.10,27.36,24.09,22.43,0.00,33.53,21.15,1.09,11.20,1.27,16.10,9.60,0.00,21.20,
Distance,479.57,335.89,569.11,742.12,529.56,283.15,0.02,768.83,386.30,40.24,242.88,165.15,328.71,368.72,283.06,417.15,
Total Counts,1198.92,839.72,1422.78,1855.29,1323.91,707.87,0.05,1922.07,965.75,100.61,607.20,412.87,821.76,921.80,707.66,1042.87,


 18:22:15
Interval Count,44.08,46.86,82.05,59.76,58.74,45.34,0.00,84.01,59.29,3.01,53.03,3.76,23.68,62.29,0.33,51.53,
Average m/min.,17.62,18.73,32.79,23.87,23.47,18.10,0.00,33.55,23.69,1.21,21.20,1.50,9.47,24.91,0.13,20.59,
Distance,497.20,354.63,601.93,766.02,553.06,301.28,0.02,802.43,410.02,41.45,264.09,166.65,338.18,393.64,283.19,437.76,
Total Counts,1243.00,886.58,1504.83,1915.05,1382.64,753.21,0.05,2006.08,1025.04,103.62,660.22,416.63,845.45,984.09,707.99,1094.39,


 18:23:15
Interval Count,41.67,42.29,89.71,74.00,43.66,52.21,0.00,80.87,64.03,2.18,53.28,4.84,0.17,49.66,0.00,53.13,
Average m/min.,16.67,16.92,35.91,29.62,17.48,20.91,0.00,32.38,25.63,0.87,21.31,1.94,0.07,19.86,0.00,21.27,
Distance,513.87,371.55,637.82,795.62,570.52,322.17,0.02,834.78,435.63,42.32,285.40,168.59,338.25,413.50,283.19,459.01,
Total Counts,1284.67,928.87,1594.54,1989.05,1426.30,805.42,0.05,2086.95,1089.07,105.80,713.50,421.47,845.62,1033.75,707.99,1147.53,


 18:24:15
Interval Count,27.34,47.17,63.62,70.55,0.00,5.88,0.00,34.54,60.95,2.25,26.88,5.41,41.33,48.68,0.00,52.95,
Average m/min.,10.94,18.86,25.42,28.20,0.00,2.35,0.00,13.79,24.36,0.90,10.75,2.16,16.53,19.47,0.00,21.17,
Distance,524.81,390.42,663.26,823.84,570.52,324.52,0.02,848.59,460.01,43.22,296.15,170.75,354.78,432.97,283.19,480.19,
Total Counts,1312.01,976.04,1658.16,2059.61,1426.30,811.30,0.05,2121.49,1150.01,108.05,740.38,426.88,886.95,1082.43,707.99,1200.47,


 18:25:15
Interval Count,39.86,45.49,81.16,69.17,0.00,31.22,0.00,5.88,61.57,2.95,41.22,6.28,62.08,55.80,42.80,50.68,
Average m/min.,15.93,18.18,32.47,27.68,0.00,12.50,0.00,2.36,24.62,1.18,16.48,2.51,24.82,22.31,17.12,20.27,
Distance,540.75,408.61,695.73,851.51,570.52,337.01,0.02,850.95,484.63,44.40,312.64,173.26,379.61,455.29,300.32,500.46,
Total Counts,1351.87,1021.53,1739.32,2128.78,1426.30,842.53,0.05,2127.37,1211.58,111.00,781.61,433.16,949.03,1138.24,750.79,1251.16,


 18:26:15
Interval Count,53.03,32.50,90.36,72.95,0.00,40.86,0.00,48.84,40.25,1.61,40.75,4.39,70.96,49.76,45.03,30.82,
Average m/min.,21.21,13.00,36.12,29.15,0.00,16.32,0.00,19.51,16.09,0.64,16.29,1.76,28.38,19.91,18.00,12.32,
Distance,561.96,421.61,731.87,880.69,570.52,353.35,0.02,870.48,500.73,45.04,328.94,175.02,407.99,475.20,318.33,512.79,
Total Counts,1404.89,1054.03,1829.67,2201.72,1426.30,883.38,0.05,2176.21,1251.83,112.61,822.36,437.55,1019.99,1188.00,795.82,1281.97,


 18:27:15
Interval Count,5.37,47.57,16.00,71.14,42.04,46.32,0.00,68.08,9.45,1.00,29.38,5.18,70.09,26.66,44.66,55.17,
Average m/min.,2.15,19.03,6.40,28.47,16.83,18.54,0.00,27.26,3.78,0.40,11.75,2.07,28.03,10.66,17.86,22.07,
Distance,564.11,440.64,738.27,909.15,587.34,371.88,0.02,897.72,504.51,45.44,340.69,177.09,436.03,485.86,336.19,534.86,
Total Counts,1410.26,1101.59,1845.67,2272.87,1468.34,929.70,0.05,2244.29,1261.28,113.61,851.74,442.74,1090.08,1214.66,840.47,1337.14,


 18:28:15
Interval Count,24.07,46.74,89.93,69.62,68.18,45.51,0.00,69.82,57.24,1.74,31.91,6.09,64.59,42.17,44.71,52.59,
Average m/min.,9.62,18.68,35.95,27.82,27.24,18.17,0.00,27.88,22.87,0.70,12.76,2.44,25.83,16.86,17.86,21.01,
Distance,573.73,459.33,774.24,936.99,614.61,390.08,0.02,925.64,527.41,46.14,353.46,179.53,461.87,502.73,354.07,555.89,
Total Counts,1434.33,1148.33,1935.61,2342.49,1536.53,975.21,0.05,2314.11,1318.51,115.34,883.64,448.83,1154.67,1256.83,885.18,1389.74,


 18:29:15
Interval Count,50.91,36.53,89.97,72.42,62.37,41.78,0.00,68.26,56.04,0.00,51.79,4.66,66.33,37.57,44.76,58.32,
Average m/min.,20.35,14.61,35.99,28.98,24.96,16.72,0.00,27.33,22.42,0.00,20.71,1.86,26.52,15.03,17.91,23.34,
Distance,594.09,473.94,810.23,965.96,639.56,406.79,0.02,952.95,549.82,46.14,374.17,181.39,488.40,517.76,371.98,579.22,
Total Counts,1485.24,1184.86,2025.58,2414.91,1598.89,1016.99,0.05,2382.37,1374.55,115.34,935.43,453.49,1221.00,1294.39,929.95,1448.05,


 18:30:15
Interval Count,60.67,24.45,89.74,67.70,66.42,0.00,0.00,75.64,65.08,0.24,41.68,5.74,70.37,65.26,51.32,58.91,
Average m/min.,24.27,9.78,35.88,27.06,26.54,0.00,0.00,30.22,26.00,0.09,16.67,2.30,28.14,26.08,20.51,23.53,
Distance,618.36,483.72,846.13,993.04,666.13,406.79,0.02,983.21,575.85,46.23,390.85,183.69,516.55,543.86,392.51,602.78,
Total Counts,1545.91,1209.30,2115.32,2482.61,1665.32,1016.99,0.05,2458.01,1439.63,115.58,977.12,459.22,1291.37,1359.66,981.26,1506.96,


 18:31:15
Interval Count,39.63,43.55,93.96,66.16,32.49,28.09,0.00,35.04,62.84,3.50,53.82,0.22,69.92,59.09,0.03,55.43,
Average m/min.,15.85,17.42,37.59,26.48,13.00,11.25,0.00,14.02,25.16,1.40,21.52,0.09,27.97,23.64,0.01,22.20,
Distance,634.22,501.14,883.71,1019.51,679.12,418.03,0.02,997.22,600.99,47.63,412.37,183.78,544.52,567.50,392.52,624.96,
Total Counts,1585.54,1252.86,2209.28,2548.76,1697.80,1045.08,0.05,2493.05,1502.47,119.08,1030.93,459.45,1361.29,1418.75,981.29,1562.39,


 18:32:15
Interval Count,65.28,48.25,94.91,61.91,66.79,49.50,0.00,0.00,54.96,2.79,50.22,6.55,63.68,49.84,0.00,59.26,
Average m/min.,26.11,19.29,37.94,24.74,26.69,19.78,0.00,0.00,21.96,1.12,20.08,2.62,25.47,19.94,0.00,23.69,
Distance,660.33,520.44,921.67,1044.27,705.84,437.83,0.02,997.22,622.97,48.75,432.46,186.40,569.99,587.44,392.52,648.66,
Total Counts,1650.82,1301.11,2304.18,2610.67,1764.59,1094.58,0.05,2493.05,1557.43,121.87,1081.16,466.00,1424.97,1468.59,981.29,1621.66,


 18:33:15
Interval Count,49.47,36.18,91.32,63.78,69.43,46.84,0.00,0.00,63.03,3.21,28.54,6.00,67.25,29.20,31.62,48.05,
Average m/min.,19.79,14.48,36.55,25.53,27.80,18.76,0.00,0.00,25.23,1.28,11.42,2.40,26.89,11.68,12.64,19.22,
Distance,680.12,534.92,958.20,1069.78,733.61,456.57,0.02,997.22,648.18,50.03,443.88,188.80,596.89,599.12,405.16,667.88,
Total Counts,1700.29,1337.29,2395.50,2674.45,1834.03,1141.42,0.05,2493.05,1620.46,125.08,1109.70,472.00,1492.22,1497.79,1012.91,1669.71,


 18:34:15
Interval Count,55.43,46.95,88.62,71.17,57.50,15.74,0.00,7.11,63.74,3.03,10.58,5.29,15.83,39.79,43.17,46.00,
Average m/min.,22.16,18.76,35.42,28.44,22.97,6.28,0.00,2.84,25.46,1.21,4.23,2.12,6.33,15.90,17.26,18.38,
Distance,702.29,553.69,993.65,1098.25,756.61,462.86,0.02,1000.06,673.68,51.24,448.11,190.92,603.22,615.03,422.43,686.28,
Total Counts,1755.72,1384.24,2484.12,2745.62,1891.53,1157.16,0.05,2500.16,1684.20,128.11,1120.28,477.29,1508.05,1537.58,1056.08,1715.71,


 18:35:15
Interval Count,60.93,50.75,87.99,67.04,49.25,10.30,0.00,37.91,63.16,3.58,49.59,6.00,66.30,57.47,11.34,52.64,
Average m/min.,24.37,20.30,35.21,26.83,19.72,4.13,0.00,15.19,25.29,1.43,19.85,2.40,26.52,22.99,4.54,21.08,
Distance,726.66,573.99,1028.84,1125.06,776.31,466.98,0.02,1015.23,698.94,52.67,467.95,193.32,629.74,638.02,426.97,707.34,
Total Counts,1816.66,1434.99,2572.11,2812.66,1940.78,1167.46,0.05,2538.07,1747.36,131.68,1169.87,483.29,1574.36,1595.05,1067.42,1768.36,


 18:36:15
Interval Count,62.36,41.63,95.25,63.36,41.72,48.39,0.00,79.63,62.58,3.58,19.79,6.00,64.80,46.76,52.11,61.61,
Average m/min.,24.94,16.65,38.07,25.32,16.67,19.33,0.00,31.80,25.00,1.44,7.90,2.40,25.91,18.70,20.83,24.62,
