,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: Wolff_OF_3-13-17
,     Experiment Length: 10 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 3/22/2017 17:19:43
,     Stop Time: ~4/1/2017 17:19:43


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Counter/Animal ID, , , , , , , , , , , , , , , , ,
Cage Type,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,



Distance,42096.01,48941.69,55882.62,45615.91,32358.15,29622.78,859.84,48369.64,53754.53,1751.54,29650.24,3977.38,38400.65,39800.97,33614.18,41411.75,
Total Counts,105240.01,122354.24,139706.55,114039.76,80895.37,74056.96,2149.61,120924.09,134386.33,4378.84,74125.61,9943.45,96001.63,99502.43,84035.45,103529.37,


 03:10:21
Interval Count,61.58,34.37,0.00,0.00,0.00,53.47,0.00,90.36,0.00,0.00,0.00,4.92,0.00,0.00,0.00,0.00,
Average m/min.,24.63,13.74,0.00,0.00,0.00,21.37,0.00,36.12,0.00,0.00,0.00,1.97,0.00,0.00,0.00,0.00,
Distance,42120.64,48955.44,55882.62,45615.91,32358.15,29644.17,859.84,48405.78,53754.53,1751.54,29650.24,3979.35,38400.65,39800.97,33614.18,41411.75,
Total Counts,105301.59,122388.61,139706.55,114039.76,80895.37,74110.43,2149.61,121014.45,134386.33,4378.84,74125.61,9948.37,96001.63,99502.43,84035.45,103529.37,


 03:11:21
Interval Count,69.21,0.00,10.03,0.00,0.00,41.36,0.00,84.03,0.00,0.00,0.00,4.61,0.00,4.05,0.00,0.00,
Average m/min.,27.68,0.00,4.01,0.00,0.00,16.56,0.00,33.62,0.00,0.00,0.00,1.84,0.00,1.62,0.00,0.00,
Distance,42148.32,48955.44,55886.63,45615.91,32358.15,29660.72,859.84,48439.39,53754.53,1751.54,29650.24,3981.19,38400.65,39802.59,33614.18,41411.75,
Total Counts,105370.80,122388.61,139716.58,114039.76,80895.37,74151.79,2149.61,121098.47,134386.33,4378.84,74125.61,9952.97,96001.63,99506.49,84035.45,103529.37,


 03:12:21
Interval Count,64.70,0.00,55.28,0.00,0.00,52.58,0.00,59.82,0.00,0.00,0.00,0.39,0.00,14.08,0.00,0.00,
Average m/min.,25.87,0.00,22.09,0.00,0.00,21.01,0.00,23.92,0.00,0.00,0.00,0.16,0.00,5.64,0.00,0.00,
Distance,42174.20,48955.44,55908.74,45615.91,32358.15,29681.75,859.84,48463.32,53754.53,1751.54,29650.24,3981.35,38400.65,39808.23,33614.18,41411.75,
Total Counts,105435.50,122388.61,139771.86,114039.76,80895.37,74204.37,2149.61,121158.29,134386.33,4378.84,74125.61,9953.37,96001.63,99520.57,84035.45,103529.37,


 03:13:21
Interval Count,65.68,0.00,70.20,0.00,0.00,49.58,0.00,81.29,0.00,0.00,0.00,0.00,0.00,52.34,16.83,0.00,
Average m/min.,26.27,0.00,28.09,0.00,0.00,19.84,0.00,32.51,0.00,0.00,0.00,0.00,0.00,20.93,6.73,0.00,
Distance,42200.47,48955.44,55936.82,45615.91,32358.15,29701.58,859.84,48495.83,53754.53,1751.54,29650.24,3981.35,38400.65,39829.16,33620.91,41411.75,
Total Counts,105501.18,122388.61,139842.05,114039.76,80895.37,74253.95,2149.61,121239.58,134386.33,4378.84,74125.61,9953.37,96001.63,99572.91,84052.28,103529.37,


 03:14:21
Interval Count,50.92,0.00,70.54,0.00,0.00,50.67,0.00,70.00,0.00,0.00,0.00,0.00,0.00,64.92,12.30,0.00,
Average m/min.,20.36,0.00,28.20,0.00,0.00,20.26,0.00,28.00,0.00,0.00,0.00,0.00,0.00,25.96,4.92,0.00,
Distance,42220.84,48955.44,55965.04,45615.91,32358.15,29721.85,859.84,48523.83,53754.53,1751.54,29650.24,3981.35,38400.65,39855.13,33625.83,41411.75,
Total Counts,105552.11,122388.61,139912.59,114039.76,80895.37,74304.62,2149.61,121309.58,134386.33,4378.84,74125.61,9953.37,96001.63,99637.83,84064.58,103529.37,


 03:15:21
Interval Count,65.09,51.00,70.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.46,0.00,0.00,
Average m/min.,26.04,20.40,28.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.59,0.00,0.00,
Distance,42246.88,48975.84,55993.07,45615.91,32358.15,29721.85,859.84,48523.83,53754.53,1751.54,29650.24,3981.35,38400.65,39879.72,33625.83,41411.75,
Total Counts,105617.20,122439.61,139982.68,114039.76,80895.37,74304.62,2149.61,121309.58,134386.33,4378.84,74125.61,9953.37,96001.63,99699.29,84064.58,103529.37,


 03:16:21
Interval Count,61.99,56.66,67.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.38,0.00,0.00,
Average m/min.,24.79,22.66,27.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.34,0.00,0.00,
Distance,42271.67,48998.51,56020.24,45615.91,32358.15,29721.85,859.84,48523.83,53754.53,1751.54,29650.24,3981.35,38400.65,39901.07,33625.83,41411.75,
Total Counts,105679.18,122496.26,140050.61,114039.76,80895.37,74304.62,2149.61,121309.58,134386.33,4378.84,74125.61,9953.37,96001.63,99752.67,84064.58,103529.37,


 03:17:21
Interval Count,58.95,13.68,34.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,23.57,5.47,13.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,42295.25,49003.98,56034.18,45615.91,32358.15,29721.85,859.84,48523.83,53754.53,1751.54,29650.24,3981.35,38400.65,39901.07,33625.83,41411.75,
Total Counts,105738.13,122509.95,140085.45,114039.76,80895.37,74304.62,2149.61,121309.58,134386.33,4378.84,74125.61,9953.37,96001.63,99752.67,84064.58,103529.37,


 03:18:21
Interval Count,55.53,0.00,64.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,22.21,0.00,25.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,42317.46,49003.98,56059.85,45615.91,32358.15,29721.85,859.84,48523.83,53754.53,1751.54,29650.24,3981.35,38400.65,39901.07,33625.83,41411.75,
Total Counts,105793.66,122509.95,140149.63,114039.76,80895.37,74304.62,2149.61,121309.58,134386.33,4378.84,74125.61,9953.37,96001.63,99752.67,84064.58,103529.37,


 03:19:21
Interval Count,0.00,0.28,70.33,0.00,0.00,0.00,0.00,14.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.11,28.12,0.00,0.00,0.00,0.00,5.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,42317.46,49004.09,56087.98,45615.91,32358.15,29721.85,859.84,48529.57,53754.53,1751.54,29650.24,3981.35,38400.65,39901.07,33625.83,41411.75,
Total Counts,105793.66,122510.22,140219.96,114039.76,80895.37,74304.62,2149.61,121323.93,134386.33,4378.84,74125.61,9953.37,96001.63,99752.67,84064.58,103529.37,


 03:20:21
Interval Count,0.00,28.47,20.41,0.00,0.00,0.00,0.00,28.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,11.39,8.17,0.00,0.00,0.00,0.00,11.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,42317.46,49015.48,56096.15,45615.91,32358.15,29721.85,859.84,48540.99,53754.53,1751.54,29650.24,3981.35,38400.65,39901.07,33625.83,41411.75,
Total Counts,105793.66,122538.70,140240.37,114039.76,80895.37,74304.62,2149.61,121352.49,134386.33,4378.84,74125.61,9953.37,96001.63,99752.67,84064.58,103529.37,


 03:21:21
Interval Count,17.63,0.00,28.28,0.00,0.00,0.00,0.00,58.95,0.00,0.00,0.00,1.62,0.00,0.00,0.00,0.00,
Average m/min.,7.06,0.00,11.30,0.00,0.00,0.00,0.00,23.55,0.00,0.00,0.00,0.64,0.00,0.00,0.00,0.00,
Distance,42324.52,49015.48,56107.46,45615.91,32358.15,29721.85,859.84,48564.57,53754.53,1751.54,29650.24,3981.99,38400.65,39901.07,33625.83,41411.75,
Total Counts,105811.29,122538.70,140268.64,114039.76,80895.37,74304.62,2149.61,121411.43,134386.33,4378.84,74125.61,9954.99,96001.63,99752.67,84064.58,103529.37,


 03:22:21
Interval Count,59.82,0.00,75.16,0.00,0.00,0.00,0.00,69.59,0.00,0.00,0.00,12.36,0.00,2.96,0.00,0.00,
Average m/min.,23.92,0.00,30.07,0.00,0.00,0.00,0.00,27.87,0.00,0.00,0.00,4.95,0.00,1.18,0.00,0.00,
Distance,42348.44,49015.48,56137.52,45615.91,32358.15,29721.85,859.84,48592.41,53754.53,1751.54,29650.24,3986.94,38400.65,39902.25,33625.83,41411.75,
Total Counts,105871.11,122538.70,140343.80,114039.76,80895.37,74304.62,2149.61,121481.03,134386.33,4378.84,74125.61,9967.34,96001.63,99755.63,84064.58,103529.37,


 03:23:21
Interval Count,63.42,0.00,51.61,0.00,0.00,0.00,0.00,27.28,0.00,0.00,0.00,9.39,0.00,35.24,14.32,0.00,
Average m/min.,25.37,0.00,20.63,0.00,0.00,0.00,0.00,10.90,0.00,0.00,0.00,3.75,0.00,14.10,5.73,0.00,
Distance,42373.81,49015.48,56158.16,45615.91,32358.15,29721.85,859.84,48603.32,53754.53,1751.54,29650.24,3990.69,38400.65,39916.35,33631.56,41411.75,
Total Counts,105934.53,122538.70,140395.41,114039.76,80895.37,74304.62,2149.61,121508.30,134386.33,4378.84,74125.61,9976.74,96001.63,99790.87,84078.89,103529.37,


 03:24:21
Interval Count,63.55,0.00,76.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.05,0.00,8.54,42.58,0.00,
Average m/min.,25.41,0.00,30.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.23,0.00,3.41,17.02,0.00,
Distance,42399.23,49015.48,56188.67,45615.91,32358.15,29721.85,859.84,48603.32,53754.53,1751.54,29650.24,3991.92,38400.65,39919.76,33648.59,41411.75,
Total Counts,105998.08,122538.70,140471.67,114039.76,80895.37,74304.62,2149.61,121508.30,134386.33,4378.84,74125.61,9979.79,96001.63,99799.41,84121.47,103529.37,


 03:25:21
Interval Count,37.76,25.79,70.01,0.00,0.00,2.80,0.00,0.00,0.00,0.00,0.00,8.11,0.00,60.28,47.59,0.00,
Average m/min.,15.11,10.31,27.99,0.00,0.00,1.12,0.00,0.00,0.00,0.00,0.00,3.24,0.00,24.11,19.03,0.00,
Distance,42414.34,49025.79,56216.67,45615.91,32358.15,29722.97,859.84,48603.32,53754.53,1751.54,29650.24,3995.16,38400.65,39943.87,33667.63,41411.75,
Total Counts,106035.84,122564.49,140541.68,114039.76,80895.37,74307.42,2149.61,121508.30,134386.33,4378.84,74125.61,9987.89,96001.63,99859.68,84169.07,103529.37,


 03:26:21
Interval Count,0.00,46.01,48.78,0.00,0.00,38.82,0.00,0.00,0.00,0.00,0.00,10.14,0.00,62.38,22.07,0.00,
Average m/min.,0.00,18.40,19.51,0.00,0.00,15.53,0.00,0.00,0.00,0.00,0.00,4.06,0.00,24.95,8.82,0.00,
Distance,42414.34,49044.20,56236.18,45615.91,32358.15,29738.49,859.84,48603.32,53754.53,1751.54,29650.24,3999.22,38400.65,39968.83,33676.45,41411.75,
Total Counts,106035.84,122610.50,140590.46,114039.76,80895.37,74346.24,2149.61,121508.30,134386.33,4378.84,74125.61,9998.04,96001.63,99922.07,84191.13,103529.37,


 03:27:21
Interval Count,0.00,4.00,0.16,0.00,0.00,50.14,0.00,0.00,0.00,0.00,0.00,7.64,0.00,60.12,21.74,0.00,
Average m/min.,0.00,1.60,0.07,0.00,0.00,20.03,0.00,0.00,0.00,0.00,0.00,3.05,0.00,24.03,8.70,0.00,
Distance,42414.34,49045.80,56236.25,45615.91,32358.15,29758.55,859.84,48603.32,53754.53,1751.54,29650.24,4002.27,38400.65,39992.87,33685.15,41411.75,
Total Counts,106035.84,122614.50,140590.62,114039.76,80895.37,74396.38,2149.61,121508.30,134386.33,4378.84,74125.61,10005.68,96001.63,99982.18,84212.87,103529.37,


 03:28:21
Interval Count,0.00,0.00,0.00,0.00,0.00,65.17,0.00,6.93,0.00,0.00,0.00,6.51,0.00,64.25,50.99,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,26.09,0.00,2.77,0.00,0.00,0.00,2.61,0.00,25.70,20.39,0.00,
Distance,42414.34,49045.80,56236.25,45615.91,32358.15,29784.62,859.84,48606.09,53754.53,1751.54,29650.24,4004.88,38400.65,40018.57,33705.54,41411.75,
Total Counts,106035.84,122614.50,140590.62,114039.76,80895.37,74461.55,2149.61,121515.24,134386.33,4378.84,74125.61,10012.20,96001.63,100046.43,84263.86,103529.37,


 03:29:21
Interval Count,0.00,29.91,0.00,0.00,0.00,10.37,0.00,0.00,0.00,0.00,0.00,10.75,0.00,42.78,49.20,0.00,
Average m/min.,0.00,11.95,0.00,0.00,0.00,4.14,0.00,0.00,0.00,0.00,0.00,4.30,0.00,17.10,19.66,0.00,
Distance,42414.34,49057.76,56236.25,45615.91,32358.15,29788.77,859.84,48606.09,53754.53,1751.54,29650.24,4009.18,38400.65,40035.68,33725.22,41411.75,
Total Counts,106035.84,122644.41,140590.62,114039.76,80895.37,74471.92,2149.61,121515.24,134386.33,4378.84,74125.61,10022.95,96001.63,100089.21,84313.05,103529.37,


 03:30:21
Interval Count,0.00,58.47,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.84,0.00,0.00,48.53,0.00,
Average m/min.,0.00,23.39,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.54,0.00,0.00,19.42,0.00,
Distance,42414.34,49081.15,56236.27,45615.91,32358.15,29788.77,859.84,48606.09,53754.53,1751.54,29650.24,4012.72,38400.65,40035.68,33744.63,41411.75,
Total Counts,106035.84,122702.88,140590.67,114039.76,80895.37,74471.92,2149.61,121515.24,134386.33,4378.84,74125.61,10031.79,96001.63,100089.21,84361.58,103529.37,


 03:31:21
Interval Count,8.45,58.12,0.00,0.00,0.00,16.47,0.00,0.00,0.00,0.00,0.00,6.74,0.00,46.80,41.80,0.00,
Average m/min.,3.38,23.24,0.00,0.00,0.00,6.58,0.00,0.00,0.00,0.00,0.00,2.69,0.00,18.72,16.71,0.00,
Distance,42417.72,49104.40,56236.27,45615.91,32358.15,29795.36,859.84,48606.09,53754.53,1751.54,29650.24,4015.41,38400.65,40054.41,33761.35,41411.75,
Total Counts,106044.29,122761.00,140590.67,114039.76,80895.37,74488.39,2149.61,121515.24,134386.33,4378.84,74125.61,10038.53,96001.63,100136.01,84403.38,103529.37,


 03:32:21
Interval Count,55.95,25.41,0.05,0.00,0.00,36.16,0.00,0.00,0.00,0.00,0.00,7.97,0.00,53.17,46.04,0.00,
Average m/min.,22.37,10.16,0.02,0.00,0.00,14.47,0.00,0.00,0.00,0.00,0.00,3.19,0.00,21.26,18.42,0.00,
Distance,42440.09,49114.56,56236.29,45615.91,32358.15,29809.82,859.84,48606.09,53754.53,1751.54,29650.24,4018.60,38400.65,40075.67,33779.77,41411.75,
Total Counts,106100.24,122786.41,140590.72,114039.76,80895.37,74524.55,2149.61,121515.24,134386.33,4378.84,74125.61,10046.50,96001.63,100189.18,84449.42,103529.37,


 03:33:21
Interval Count,59.42,47.45,0.00,0.00,0.00,59.99,0.00,23.22,0.00,0.00,0.00,2.97,0.00,0.84,5.32,0.00,
Average m/min.,23.76,18.97,0.00,0.00,0.00,23.97,0.00,9.28,0.00,0.00,0.00,1.19,0.00,0.34,2.12,0.00,
Distance,42463.86,49133.54,56236.29,45615.91,32358.15,29833.82,859.84,48615.38,53754.53,1751.54,29650.24,4019.79,38400.65,40076.01,33781.89,41411.75,
Total Counts,106159.66,122833.86,140590.72,114039.76,80895.37,74584.54,2149.61,121538.46,134386.33,4378.84,74125.61,10049.47,96001.63,100190.03,84454.74,103529.37,


 03:34:21
Interval Count,8.42,19.93,0.00,0.00,0.00,58.22,0.00,15.88,0.00,0.00,0.00,2.21,0.00,54.62,17.22,0.00,
Average m/min.,3.37,7.98,0.00,0.00,0.00,23.31,0.00,6.36,0.00,0.00,0.00,0.88,0.00,21.85,6.89,0.00,
Distance,42467.23,49141.52,56236.29,45615.91,32358.15,29857.11,859.84,48621.74,53754.53,1751.54,29650.24,4020.67,38400.65,40097.86,33788.78,41411.75,
Total Counts,106168.08,122853.79,140590.72,114039.76,80895.37,74642.76,2149.61,121554.34,134386.33,4378.84,74125.61,10051.68,96001.63,100244.64,84471.96,103529.37,


 03:35:21
Interval Count,0.00,0.00,0.00,0.00,0.00,54.83,0.00,16.36,0.00,0.17,0.00,3.34,0.00,45.78,35.14,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,21.91,0.00,6.53,0.00,0.07,0.00,1.34,0.00,18.30,14.05,0.00,
Distance,42467.23,49141.52,56236.29,45615.91,32358.15,29879.04,859.84,48628.28,53754.53,1751.61,29650.24,4022.01,38400.65,40116.17,33802.84,41411.75,
Total Counts,106168.08,122853.79,140590.72,114039.76,80895.37,74697.59,2149.61,121570.70,134386.33,4379.01,74125.61,10055.03,96001.63,100290.42,84507.11,103529.37,


 03:36:21
Interval Count,0.00,0.00,0.00,0.00,0.00,54.43,0.00,0.00,0.00,0.01,0.00,3.53,0.00,56.76,50.34,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,21.79,0.00,0.00,0.00,0.00,0.00,1.41,0.00,22.70,20.15,0.00,
Distance,42467.23,49141.52,56236.29,45615.91,32358.15,29900.81,859.84,48628.28,53754.53,1751.61,29650.24,4023.42,38400.65,40138.87,33822.98,41411.75,
Total Counts,106168.08,122853.79,140590.72,114039.76,80895.37,74752.03,2149.61,121570.70,134386.33,4379.03,74125.61,10058.55,96001.63,100347.18,84557.45,103529.37,


 03:37:21
Interval Count,0.00,13.92,0.00,0.00,0.00,23.99,0.00,1.00,0.00,5.08,0.00,4.66,0.00,51.12,47.76,0.00,
Average m/min.,0.00,5.56,0.00,0.00,0.00,9.59,0.00,0.40,0.00,2.03,0.00,1.86,0.00,20.44,19.09,0.00,
Distance,42467.23,49147.08,56236.29,45615.91,32358.15,29910.41,859.84,48628.68,53754.53,1753.64,29650.24,4025.28,38400.65,40159.32,33842.08,41411.75,
Total Counts,106168.08,122867.71,140590.72,114039.76,80895.37,74776.01,2149.61,121571.70,134386.33,4384.11,74125.61,10063.21,96001.63,100398.30,84605.21,103529.37,


 03:38:21
Interval Count,0.00,0.00,0.00,0.00,0.00,29.30,0.00,0.00,0.00,6.58,0.00,5.37,0.00,58.07,51.87,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,11.73,0.00,0.00,0.00,2.63,0.00,2.15,0.00,23.23,20.75,0.00,
Distance,42467.23,49147.08,56236.29,45615.91,32358.15,29922.13,859.84,48628.68,53754.53,1756.27,29650.24,4027.43,38400.65,40182.55,33862.83,41411.75,
Total Counts,106168.08,122867.71,140590.72,114039.76,80895.37,74805.32,2149.61,121571.70,134386.33,4390.68,74125.61,10068.58,96001.63,100456.37,84657.08,103529.37,


 03:39:21
Interval Count,0.00,0.00,0.00,0.00,0.00,53.12,0.00,0.00,0.00,1.37,0.00,6.29,0.00,59.14,50.50,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,21.22,0.00,0.00,0.00,0.55,0.00,2.52,0.00,23.65,20.18,0.00,
Distance,42467.23,49147.08,56236.29,45615.91,32358.15,29943.37,859.84,48628.68,53754.53,1756.82,29650.24,4029.95,38400.65,40206.21,33883.03,41411.75,
Total Counts,106168.08,122867.71,140590.72,114039.76,80895.37,74858.43,2149.61,121571.70,134386.33,4392.05,74125.61,10074.87,96001.63,100515.51,84707.58,103529.37,


 03:40:21
Interval Count,0.00,0.00,0.00,0.00,0.00,55.17,0.00,0.00,0.00,0.00,0.00,5.42,0.00,39.32,50.32,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,22.07,0.00,0.00,0.00,0.00,0.00,2.17,0.00,15.72,20.14,0.00,
Distance,42467.23,49147.08,56236.29,45615.91,32358.15,29965.44,859.84,48628.68,53754.53,1756.82,29650.24,4032.12,38400.65,40221.93,33903.16,41411.75,
Total Counts,106168.08,122867.71,140590.72,114039.76,80895.37,74913.61,2149.61,121571.70,134386.33,4392.05,74125.61,10080.29,96001.63,100554.83,84757.89,103529.37,


 03:41:21
Interval Count,3.61,0.00,0.00,0.00,0.00,50.28,0.00,0.00,0.00,0.00,0.00,4.82,0.00,6.11,45.18,0.00,
Average m/min.,1.44,0.00,0.00,0.00,0.00,20.10,0.00,0.00,0.00,0.00,0.00,1.92,0.00,2.44,18.06,0.00,
Distance,42468.67,49147.08,56236.29,45615.91,32358.15,29985.55,859.84,48628.68,53754.53,1756.82,29650.24,4034.04,38400.65,40224.37,33921.23,41411.75,
Total Counts,106171.68,122867.71,140590.72,114039.76,80895.37,74963.88,2149.61,121571.70,134386.33,4392.05,74125.61,10085.11,96001.63,100560.93,84803.08,103529.37,


 03:42:21
Interval Count,7.70,0.00,0.00,0.00,0.00,39.05,0.00,12.58,0.00,0.00,0.00,3.34,0.00,44.91,6.21,0.00,
Average m/min.,3.08,0.00,0.00,0.00,0.00,15.62,0.00,5.03,0.00,0.00,0.00,1.34,0.00,17.97,2.49,0.00,
Distance,42471.75,49147.08,56236.29,45615.91,32358.15,30001.17,859.84,48633.71,53754.53,1756.82,29650.24,4035.38,38400.65,40242.34,33923.72,41411.75,
Total Counts,106179.38,122867.71,140590.72,114039.76,80895.37,75002.93,2149.61,121584.28,134386.33,4392.05,74125.61,10088.45,96001.63,100605.84,84809.29,103529.37,


 03:43:21
Interval Count,46.43,0.00,0.00,0.00,0.00,53.64,0.00,49.25,0.00,0.18,0.00,0.00,0.00,53.59,0.00,0.00,
Average m/min.,18.57,0.00,0.00,0.00,0.00,21.45,0.00,19.70,0.00,0.07,0.00,0.00,0.00,21.42,0.00,0.00,
Distance,42490.33,49147.08,56236.29,45615.91,32358.15,30022.63,859.84,48653.41,53754.53,1756.89,29650.24,4035.38,38400.65,40263.77,33923.72,41411.75,
Total Counts,106225.82,122867.71,140590.72,114039.76,80895.37,75056.58,2149.61,121633.53,134386.33,4392.24,74125.61,10088.45,96001.63,100659.43,84809.29,103529.37,


 03:44:21
Interval Count,54.75,0.09,0.00,0.00,0.00,52.00,0.00,36.38,0.00,0.00,0.00,0.00,0.00,54.45,0.00,0.00,
Average m/min.,21.90,0.04,0.00,0.00,0.00,20.79,0.00,14.54,0.00,0.00,0.00,0.00,0.00,21.78,0.00,0.00,
Distance,42512.23,49147.12,56236.29,45615.91,32358.15,30043.43,859.84,48667.96,53754.53,1756.89,29650.24,4035.38,38400.65,40285.55,33923.72,41411.75,
Total Counts,106280.57,122867.80,140590.72,114039.76,80895.37,75108.58,2149.61,121669.91,134386.33,4392.24,74125.61,10088.45,96001.63,100713.88,84809.29,103529.37,


 03:45:21
Interval Count,58.33,6.45,0.00,0.00,0.00,56.20,0.00,34.84,0.00,0.00,0.00,0.00,0.00,5.84,0.00,0.00,
Average m/min.,23.32,2.58,0.00,0.00,0.00,22.48,0.00,13.95,0.00,0.00,0.00,0.00,0.00,2.34,0.00,0.00,
Distance,42535.56,49149.70,56236.29,45615.91,32358.15,30065.91,859.84,48681.90,53754.53,1756.89,29650.24,4035.38,38400.65,40287.89,33923.72,41411.75,
Total Counts,106338.89,122874.25,140590.72,114039.76,80895.37,75164.78,2149.61,121704.75,134386.33,4392.24,74125.61,10088.45,96001.63,100719.72,84809.29,103529.37,


 03:46:21
Interval Count,50.63,32.51,0.00,0.00,0.00,42.22,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,20.25,13.01,0.00,0.00,0.00,16.89,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,42555.81,49162.71,56236.29,45615.91,32358.15,30082.80,859.84,48681.98,53754.53,1756.89,29650.24,4035.38,38400.65,40287.89,33923.72,41411.75,
Total Counts,106389.53,122906.76,140590.72,114039.76,80895.37,75207.00,2149.61,121704.96,134386.33,4392.24,74125.61,10088.45,96001.63,100719.72,84809.29,103529.37,


 03:47:21
Interval Count,46.76,2.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.96,0.00,0.00,
Average m/min.,18.70,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.57,0.00,0.00,
Distance,42574.52,49163.61,56236.29,45615.91,32358.15,30082.80,859.84,48681.98,53754.53,1756.89,29650.24,4035.38,38400.65,40305.47,33923.72,41411.75,
Total Counts,106436.29,122909.03,140590.72,114039.76,80895.37,75207.00,2149.61,121704.96,134386.33,4392.24,74125.61,10088.45,96001.63,100763.68,84809.29,103529.37,


 03:48:21
Interval Count,63.72,40.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.17,0.00,0.00,
Average m/min.,25.49,16.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.46,0.00,0.00,
Distance,42600.01,49179.79,56236.29,45615.91,32358.15,30082.80,859.84,48681.98,53754.53,1756.89,29650.24,4035.38,38400.65,40327.94,33923.72,41411.75,
Total Counts,106500.01,122949.47,140590.72,114039.76,80895.37,75207.00,2149.61,121704.96,134386.33,4392.24,74125.61,10088.45,96001.63,100819.86,84809.29,103529.37,


 03:49:21
Interval Count,57.53,43.17,0.00,0.00,0.00,0.00,0.00,3.21,0.00,0.00,0.00,0.00,0.00,52.80,0.00,0.00,
Average m/min.,23.00,17.26,0.00,0.00,0.00,0.00,0.00,1.29,0.00,0.00,0.00,0.00,0.00,21.11,0.00,0.00,
Distance,42623.02,49197.06,56236.29,45615.91,32358.15,30082.80,859.84,48683.27,53754.53,1756.89,29650.24,4035.38,38400.65,40349.06,33923.72,41411.75,
Total Counts,106557.54,122992.64,140590.72,114039.76,80895.37,75207.00,2149.61,121708.17,134386.33,4392.24,74125.61,10088.45,96001.63,100872.66,84809.29,103529.37,


 03:50:21
Interval Count,49.09,40.99,0.00,0.00,0.00,0.00,0.00,28.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,19.63,16.39,0.00,0.00,0.00,0.00,0.00,11.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,42642.65,49213.45,56236.29,45615.91,32358.15,30082.80,859.84,48694.76,53754.53,1756.89,29650.24,4035.38,38400.65,40349.06,33923.72,41411.75,
Total Counts,106606.63,123033.63,140590.72,114039.76,80895.37,75207.00,2149.61,121736.89,134386.33,4392.24,74125.61,10088.45,96001.63,100872.66,84809.29,103529.37,


 03:51:21
Interval Count,63.39,27.87,0.00,0.00,0.00,0.00,0.00,57.50,0.00,0.00,0.00,7.03,0.00,9.05,0.00,0.28,
