,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: Wolff_OF_3-13-17
,     Experiment Length: 10 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 3/27/2017 10:21:50
,     Stop Time: ~4/6/2017 10:21:50


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Total Counts,8889.21,9827.72,13623.20,11826.76,10366.80,5096.89,94.00,8856.28,10753.91,499.54,9595.71,1460.76,9567.30,9635.13,9060.04,8638.07,


 22:13:30
Interval Count,61.95,58.64,59.22,17.11,0.00,0.00,2.12,0.17,39.43,0.00,46.29,0.17,25.68,40.08,47.84,60.33,
Average m/min.,24.78,23.45,23.68,6.83,0.00,0.00,0.85,0.07,15.77,0.00,18.51,0.06,10.27,16.02,19.12,24.11,
Distance,3580.46,3954.55,5472.97,4737.55,4146.72,2038.76,38.45,3542.58,4317.34,199.82,3856.80,584.37,3837.19,3870.08,3643.15,3479.36,
Total Counts,8951.16,9886.37,13682.42,11843.87,10366.80,5096.89,96.12,8856.45,10793.34,499.54,9642.00,1460.93,9592.99,9675.21,9107.88,8698.39,


 22:14:30
Interval Count,56.49,58.72,79.82,0.00,0.03,0.00,0.03,65.55,44.57,0.00,49.82,0.00,38.46,63.67,0.00,62.55,
Average m/min.,22.60,23.49,31.93,0.00,0.01,0.00,0.01,26.22,17.82,0.00,19.92,0.00,15.39,25.47,0.00,25.04,
Distance,3603.06,3978.04,5504.89,4737.55,4146.73,2038.76,38.46,3568.80,4335.16,199.82,3876.73,584.37,3852.58,3895.55,3643.15,3504.38,
Total Counts,9007.64,9945.09,13762.24,11843.87,10366.83,5096.89,96.14,8922.00,10837.91,499.54,9691.82,1460.93,9631.45,9738.88,9107.88,8760.95,


 22:15:30
Interval Count,60.78,38.76,72.42,0.00,16.70,0.00,0.38,66.49,57.89,0.00,55.08,0.00,56.62,39.07,56.78,52.21,
Average m/min.,24.30,15.49,28.95,0.00,6.68,0.00,0.15,26.59,23.17,0.00,22.04,0.00,22.65,15.62,22.70,20.87,
Distance,3627.37,3993.54,5533.86,4737.55,4153.41,2038.76,38.61,3595.39,4358.32,199.82,3898.76,584.37,3875.23,3911.18,3665.86,3525.26,
Total Counts,9068.42,9983.86,13834.66,11843.87,10383.53,5096.89,96.53,8988.49,10895.80,499.54,9746.89,1460.93,9688.07,9777.95,9164.66,8813.16,


 22:16:30
Interval Count,48.18,48.18,70.22,0.00,51.64,0.00,0.00,67.86,67.70,0.00,10.04,0.00,56.01,66.47,60.04,63.37,
Average m/min.,19.27,19.28,28.08,0.00,20.64,0.00,0.00,27.12,27.05,0.00,4.01,0.00,22.39,26.59,24.01,25.33,
Distance,3646.64,4012.82,5561.95,4737.55,4174.07,2038.76,38.61,3622.54,4385.40,199.82,3902.77,584.37,3897.63,3937.77,3689.88,3550.61,
Total Counts,9116.61,10032.04,13904.88,11843.87,10435.17,5096.89,96.53,9056.34,10963.50,499.54,9756.93,1460.93,9744.08,9844.42,9224.70,8876.53,


 22:17:30
Interval Count,55.04,64.13,47.93,0.00,65.92,0.00,0.00,62.46,74.43,0.00,22.25,9.80,62.05,61.75,35.18,61.36,
Average m/min.,22.02,25.65,19.19,0.00,26.40,0.00,0.00,25.00,29.79,0.00,8.90,3.92,24.82,24.70,14.08,24.56,
Distance,3668.66,4038.47,5581.13,4737.55,4200.44,2038.76,38.61,3647.52,4415.17,199.82,3911.67,588.29,3922.45,3962.47,3703.95,3575.15,
Total Counts,9171.64,10096.17,13952.82,11843.87,10501.09,5096.89,96.53,9118.80,11037.93,499.54,9779.18,1470.74,9806.13,9906.17,9259.88,8937.88,


 22:18:30
Interval Count,35.75,59.93,79.29,48.51,45.83,0.00,0.00,0.00,75.20,0.00,48.24,8.84,46.46,65.89,61.50,49.78,
Average m/min.,14.30,23.96,31.69,19.39,18.32,0.00,0.00,0.00,30.08,0.00,19.31,3.54,18.59,26.35,24.58,19.89,
Distance,3682.96,4062.44,5612.84,4756.95,4218.77,2038.76,38.61,3647.52,4445.25,199.82,3930.97,591.83,3941.04,3988.83,3728.55,3595.06,
Total Counts,9207.39,10156.11,14032.11,11892.38,10546.92,5096.89,96.53,9118.80,11113.13,499.54,9827.42,1479.58,9852.59,9972.07,9321.38,8987.66,


 22:19:30
Interval Count,0.00,21.71,61.14,65.05,65.03,0.00,0.00,0.00,48.30,0.00,48.53,8.63,37.70,63.57,30.03,57.67,
Average m/min.,0.00,8.69,24.46,26.02,26.00,0.00,0.00,0.00,19.30,0.00,19.39,3.45,15.07,25.41,12.01,23.07,
Distance,3682.96,4071.13,5637.30,4782.97,4244.78,2038.76,38.61,3647.52,4464.57,199.82,3950.38,595.28,3956.12,4014.25,3740.56,3618.13,
Total Counts,9207.39,10177.82,14093.25,11957.43,10611.95,5096.89,96.53,9118.80,11161.43,499.54,9875.95,1488.21,9890.29,10035.63,9351.41,9045.33,


 22:20:30
Interval Count,0.00,51.63,75.13,67.33,62.76,0.00,0.00,0.00,30.26,0.00,64.43,7.47,57.43,61.91,0.00,56.41,
Average m/min.,0.00,20.65,30.05,26.94,25.11,0.00,0.00,0.00,12.13,0.00,25.79,2.99,22.97,24.77,0.00,22.57,
Distance,3682.96,4091.78,5667.35,4809.91,4269.88,2038.76,38.61,3647.52,4476.68,199.82,3976.15,598.27,3979.09,4039.02,3740.56,3640.69,
Total Counts,9207.39,10229.45,14168.38,12024.76,10674.71,5096.89,96.53,9118.80,11191.70,499.54,9940.38,1495.68,9947.72,10097.54,9351.41,9101.74,


 22:21:30
Interval Count,0.00,60.28,70.71,62.66,39.72,0.00,0.00,1.09,74.61,0.00,26.47,5.71,47.64,58.62,19.29,0.13,
Average m/min.,0.00,24.10,28.27,25.04,15.87,0.00,0.00,0.44,29.81,0.00,10.58,2.29,19.06,23.43,7.72,0.06,
Distance,3682.96,4115.89,5695.64,4834.97,4285.77,2038.76,38.61,3647.96,4506.52,199.82,3986.74,600.56,3998.15,4062.46,3748.28,3640.75,
Total Counts,9207.39,10289.72,14239.09,12087.42,10714.43,5096.89,96.53,9119.89,11266.30,499.54,9966.86,1501.39,9995.37,10156.16,9370.70,9101.87,


 22:22:30
Interval Count,0.00,53.99,71.47,42.61,64.12,0.00,0.00,69.91,58.88,0.00,0.00,8.08,59.71,0.09,52.53,31.26,
Average m/min.,0.00,21.59,28.59,17.05,25.67,0.00,0.00,27.96,23.54,0.00,0.00,3.23,23.86,0.04,21.01,12.50,
Distance,3682.96,4137.48,5724.23,4852.01,4311.42,2038.76,38.61,3675.92,4530.07,199.82,3986.74,603.79,4022.03,4062.50,3769.29,3653.25,
Total Counts,9207.39,10343.71,14310.57,12130.03,10778.55,5096.89,96.53,9189.80,11325.18,499.54,9966.86,1509.47,10055.08,10156.25,9423.22,9133.13,


 22:23:30
Interval Count,0.00,42.75,19.72,63.78,6.64,0.00,0.00,71.24,0.21,0.00,0.00,7.03,63.76,0.00,62.13,60.49,
Average m/min.,0.00,17.09,7.89,25.49,2.66,0.00,0.00,28.50,0.09,0.00,0.00,2.81,25.51,0.00,24.83,24.18,
Distance,3682.96,4154.58,5732.12,4877.52,4314.08,2038.76,38.61,3704.42,4530.16,199.82,3986.74,606.60,4047.54,4062.50,3794.14,3677.45,
Total Counts,9207.39,10386.46,14330.29,12193.80,10785.20,5096.89,96.53,9261.04,11325.39,499.54,9966.86,1516.50,10118.84,10156.25,9485.36,9193.62,


 22:24:30
Interval Count,60.11,28.24,0.00,38.51,0.00,0.00,0.00,71.20,0.00,0.00,0.00,7.24,55.46,1.75,55.00,60.28,
Average m/min.,24.04,11.30,0.00,15.41,0.00,0.00,0.00,28.44,0.00,0.00,0.00,2.89,22.18,0.70,22.00,24.11,
Distance,3707.00,4165.88,5732.12,4892.93,4314.08,2038.76,38.61,3732.89,4530.16,199.82,3986.74,609.49,4069.72,4063.20,3816.14,3701.56,
Total Counts,9267.50,10414.70,14330.29,12232.32,10785.20,5096.89,96.53,9332.24,11325.39,499.54,9966.86,1523.74,10174.30,10158.00,9540.36,9253.89,


 22:25:30
Interval Count,62.82,63.99,36.17,0.00,55.75,0.00,0.00,58.93,0.00,0.00,24.71,6.47,0.00,57.83,52.71,51.34,
Average m/min.,25.12,25.58,14.46,0.00,22.31,0.00,0.00,23.60,0.00,0.00,9.89,2.59,0.00,23.12,21.09,20.53,
Distance,3732.13,4191.47,5746.58,4892.93,4336.38,2038.76,38.61,3756.47,4530.16,199.82,3996.63,612.08,4069.72,4086.33,3837.23,3722.09,
Total Counts,9330.32,10478.68,14366.46,12232.32,10840.95,5096.89,96.53,9391.17,11325.39,499.54,9991.57,1530.21,10174.30,10215.83,9593.07,9305.24,


 22:26:30
Interval Count,61.29,54.87,70.89,0.33,63.16,0.00,0.00,60.14,50.30,0.00,53.12,6.86,0.00,49.70,58.99,52.00,
Average m/min.,24.51,21.94,28.34,0.13,25.24,0.00,0.00,24.04,20.11,0.00,21.24,2.75,0.00,19.87,23.58,20.78,
Distance,3756.64,4213.42,5774.94,4893.06,4361.64,2038.76,38.61,3780.53,4550.28,199.82,4017.87,614.83,4069.72,4106.21,3860.82,3742.89,
Total Counts,9391.61,10533.55,14437.36,12232.64,10904.11,5096.89,96.53,9451.32,11375.70,499.54,10044.68,1537.07,10174.30,10265.53,9652.05,9357.24,


 22:27:30
Interval Count,30.25,46.86,56.92,57.05,53.71,0.00,0.00,63.37,46.61,0.00,19.62,5.42,47.41,33.09,60.46,66.03,
Average m/min.,12.10,18.74,22.78,22.84,21.50,0.00,0.00,25.33,18.63,0.00,7.85,2.16,18.96,13.25,24.21,26.45,
Distance,3768.74,4232.16,5797.71,4915.88,4383.13,2038.76,38.61,3805.87,4568.92,199.82,4025.72,616.99,4088.68,4119.45,3885.01,3769.31,
Total Counts,9421.86,10580.41,14494.28,12289.70,10957.82,5096.89,96.53,9514.68,11422.30,499.54,10064.30,1542.49,10221.71,10298.62,9712.51,9423.26,


 22:28:30
Interval Count,59.25,15.55,50.13,68.99,63.55,0.00,0.00,74.89,11.12,0.00,11.99,0.00,51.12,56.57,60.95,51.88,
Average m/min.,23.69,6.22,20.04,27.58,25.42,0.00,0.00,29.98,4.45,0.00,4.80,0.00,20.44,22.61,24.35,20.74,
Distance,3792.44,4238.38,5817.76,4943.47,4408.55,2038.76,38.61,3835.83,4573.37,199.82,4030.52,616.99,4109.13,4142.07,3909.38,3790.06,
Total Counts,9481.11,10595.96,14544.41,12358.68,11021.37,5096.89,96.53,9589.58,11433.42,499.54,10076.29,1542.49,10272.83,10355.18,9773.46,9475.14,


 22:29:30
Interval Count,60.11,39.38,66.17,67.83,46.01,0.00,0.00,61.39,37.14,0.00,61.04,2.07,55.74,60.18,30.01,64.25,
Average m/min.,24.04,15.75,26.45,27.11,18.37,0.00,0.00,24.52,14.84,0.00,24.39,0.83,22.29,24.06,12.00,25.67,
Distance,3816.48,4254.14,5844.23,4970.61,4426.95,2038.76,38.61,3860.39,4588.23,199.82,4054.93,617.82,4131.43,4166.15,3921.39,3815.76,
Total Counts,9541.21,10635.34,14610.58,12426.51,11067.38,5096.89,96.53,9650.97,11470.57,499.54,10137.33,1544.55,10328.57,10415.37,9803.47,9539.39,


 22:30:30
Interval Count,46.13,60.05,75.88,63.92,58.39,0.00,0.00,71.50,49.86,0.00,58.57,5.92,30.76,55.00,56.70,6.04,
Average m/min.,18.46,24.02,30.36,25.58,23.38,0.00,0.00,28.60,19.94,0.00,23.42,2.37,12.30,22.00,22.69,2.41,
Distance,3834.94,4278.16,5874.58,4996.17,4450.31,2038.76,38.61,3888.99,4608.17,199.82,4078.36,620.19,4143.73,4188.15,3944.07,3818.17,
Total Counts,9587.34,10695.39,14686.46,12490.43,11125.78,5096.89,96.53,9722.47,11520.42,499.54,10195.89,1550.47,10359.33,10470.37,9860.17,9545.43,


 22:31:30
Interval Count,42.18,62.99,71.78,6.14,16.61,0.00,0.00,55.16,0.07,0.00,40.62,5.71,21.95,9.24,62.95,61.57,
Average m/min.,16.86,25.17,28.69,2.46,6.64,0.00,0.00,22.06,0.02,0.00,16.26,2.28,8.78,3.69,25.16,24.61,
Distance,3851.81,4303.35,5903.29,4998.63,4456.95,2038.76,38.61,3911.05,4608.19,199.82,4094.61,622.47,4152.51,4191.84,3969.25,3842.80,
Total Counts,9629.53,10758.38,14758.24,12496.58,11142.38,5096.89,96.53,9777.63,11520.49,499.54,10236.51,1556.18,10381.28,10479.61,9923.12,9607.00,


 22:32:30
Interval Count,42.21,35.30,80.12,13.16,15.18,0.00,0.00,41.30,63.76,0.00,58.89,0.00,55.93,0.00,28.55,67.61,
Average m/min.,16.88,14.12,32.05,5.26,6.08,0.00,0.00,16.50,25.48,0.00,23.53,0.00,22.36,0.00,11.42,27.04,
Distance,3868.69,4317.47,5935.34,5003.89,4463.03,2038.76,38.61,3927.57,4633.70,199.82,4118.16,622.47,4174.88,4191.84,3980.67,3869.84,
Total Counts,9671.74,10793.68,14838.36,12509.74,11157.57,5096.89,96.53,9818.93,11584.25,499.54,10295.41,1556.18,10437.21,10479.61,9951.67,9674.61,


 22:33:30
Interval Count,18.68,56.38,65.46,68.53,68.79,0.00,0.00,52.87,63.41,0.00,40.41,5.87,48.51,16.46,0.00,25.55,
Average m/min.,7.48,22.56,26.19,27.43,27.53,0.00,0.00,21.17,25.38,0.00,16.17,2.35,19.41,6.59,0.00,10.22,
Distance,3876.17,4340.03,5961.53,5031.31,4490.54,2038.76,38.61,3948.72,4659.06,199.82,4134.33,624.82,4194.29,4198.43,3980.67,3880.06,
Total Counts,9690.42,10850.07,14903.82,12578.26,11226.36,5096.89,96.53,9871.80,11647.66,499.54,10335.82,1562.05,10485.72,10496.07,9951.67,9700.16,


 22:34:30
Interval Count,51.71,63.50,0.07,67.08,68.13,0.00,0.00,52.89,52.36,0.00,55.93,7.95,57.86,64.79,0.00,0.00,
Average m/min.,20.67,25.38,0.02,26.81,27.23,0.00,0.00,21.15,20.94,0.00,22.37,3.18,23.14,25.90,0.00,0.00,
Distance,3896.85,4365.43,5961.55,5058.14,4517.79,2038.76,38.61,3969.88,4680.01,199.82,4156.70,628.00,4217.43,4224.34,3980.67,3880.06,
Total Counts,9742.13,10913.57,14903.88,12645.34,11294.49,5096.89,96.53,9924.70,11700.01,499.54,10391.75,1570.00,10543.58,10560.86,9951.67,9700.16,


 22:35:30
Interval Count,47.88,63.16,0.14,62.20,22.71,0.20,0.00,58.71,0.00,0.00,30.38,8.21,43.33,58.58,0.00,0.00,
Average m/min.,19.16,25.26,0.06,24.88,9.09,0.08,0.00,23.46,0.00,0.00,12.14,3.28,17.32,23.43,0.00,0.00,
Distance,3916.01,4390.69,5961.61,5083.02,4526.88,2038.84,38.61,3993.36,4680.01,199.82,4168.85,631.28,4234.76,4247.77,3980.67,3880.06,
Total Counts,9790.01,10976.72,14904.03,12707.54,11317.20,5097.09,96.53,9983.41,11700.01,499.54,10422.13,1578.21,10586.91,10619.43,9951.67,9700.16,


 22:36:30
Interval Count,48.33,22.17,77.34,64.12,0.00,0.58,0.00,8.68,0.00,0.00,58.64,6.66,47.26,52.49,0.00,36.47,
Average m/min.,19.33,8.87,30.94,25.64,0.00,0.23,0.00,3.48,0.00,0.00,23.48,2.67,18.91,21.00,0.00,14.59,
Distance,3935.34,4399.56,5992.55,5108.66,4526.88,2039.07,38.61,3996.84,4680.01,199.82,4192.31,633.95,4253.67,4268.77,3980.67,3894.65,
Total Counts,9838.34,10998.89,14981.37,12771.66,11317.20,5097.67,96.53,9992.09,11700.01,499.54,10480.78,1584.87,10634.17,10671.92,9951.67,9736.63,


 22:37:30
Interval Count,52.79,0.00,68.36,67.87,0.00,0.00,0.00,0.00,0.00,0.00,60.67,6.45,21.76,55.58,0.00,66.91,
Average m/min.,21.10,0.00,27.32,27.12,0.00,0.00,0.00,0.00,0.00,0.00,24.25,2.58,8.70,22.22,0.00,26.75,
Distance,3956.45,4399.56,6019.89,5135.81,4526.88,2039.07,38.61,3996.84,4680.01,199.82,4216.58,636.53,4262.37,4291.00,3980.67,3921.42,
Total Counts,9891.13,10998.89,15049.72,12839.53,11317.20,5097.67,96.53,9992.09,11700.01,499.54,10541.45,1591.32,10655.93,10727.50,9951.67,9803.54,


 22:38:30
Interval Count,0.11,35.33,71.79,63.97,35.91,0.00,0.00,0.00,9.97,0.00,27.95,7.53,58.61,12.07,2.70,58.38,
Average m/min.,0.04,14.13,28.73,25.61,14.37,0.00,0.00,0.00,3.98,0.00,11.18,3.01,23.44,4.83,1.08,23.36,
Distance,3956.49,4413.69,6048.61,5161.40,4541.24,2039.07,38.61,3996.84,4683.99,199.82,4227.76,639.54,4285.82,4295.83,3981.75,3944.77,
Total Counts,9891.24,11034.22,15121.51,12903.50,11353.11,5097.67,96.53,9992.09,11709.99,499.54,10569.39,1598.84,10714.54,10739.57,9954.37,9861.92,


 22:39:30
Interval Count,0.00,65.50,76.79,60.26,68.71,0.00,0.00,5.17,61.66,0.00,0.00,4.03,53.53,22.96,49.58,59.47,
Average m/min.,0.00,26.19,30.69,24.09,27.47,0.00,0.00,2.07,24.67,0.00,0.00,1.61,21.41,9.18,19.82,23.78,
Distance,3956.49,4439.89,6079.32,5185.51,4568.73,2039.07,38.61,3998.91,4708.66,199.82,4227.76,641.15,4307.23,4305.01,4001.58,3968.56,
Total Counts,9891.24,11099.72,15198.30,12963.76,11421.82,5097.67,96.53,9997.26,11771.64,499.54,10569.39,1602.87,10768.07,10762.53,10003.95,9921.39,


 22:40:30
Interval Count,0.00,64.64,60.93,62.95,67.17,0.00,0.00,64.07,0.00,0.00,0.00,7.16,58.37,52.49,54.51,65.42,
Average m/min.,0.00,25.86,24.37,25.17,26.85,0.00,0.00,25.60,0.00,0.00,0.00,2.86,23.33,21.00,21.80,26.17,
Distance,3956.49,4465.75,6103.69,5210.68,4595.59,2039.07,38.61,4024.53,4708.66,199.82,4227.76,644.01,4330.57,4326.01,4023.38,3994.73,
Total Counts,9891.24,11164.37,15259.24,13026.71,11488.99,5097.67,96.53,10061.33,11771.64,499.54,10569.39,1610.03,10826.43,10815.01,10058.46,9986.82,


 22:41:30
Interval Count,50.86,44.70,74.58,61.87,66.82,0.00,0.00,61.57,0.00,0.00,14.11,6.29,60.34,52.96,62.38,59.68,
Average m/min.,20.34,17.87,29.83,24.75,26.73,0.00,0.00,24.65,0.00,0.00,5.64,2.52,24.13,21.17,24.95,23.87,
Distance,3976.84,4483.63,6133.53,5235.43,4622.32,2039.07,38.61,4049.16,4708.66,199.82,4233.40,646.53,4354.71,4347.19,4048.34,4018.60,
Total Counts,9942.09,11209.07,15333.82,13088.58,11555.80,5097.67,96.53,10122.89,11771.64,499.54,10583.50,1616.32,10886.78,10867.97,10120.84,10046.50,


 22:42:31
Interval Count,50.07,64.00,62.68,10.20,47.14,0.00,0.00,67.71,48.84,0.00,48.30,7.13,19.82,52.62,61.70,53.95,
Average m/min.,20.02,25.59,25.05,4.08,18.84,0.00,0.00,27.06,19.52,0.00,19.32,2.85,7.93,21.04,24.66,21.56,
Distance,3996.86,4509.23,6158.60,5239.51,4641.18,2039.07,38.61,4076.24,4728.19,199.82,4252.72,649.38,4362.64,4368.24,4073.02,4040.18,
Total Counts,9992.16,11273.07,15396.50,13098.78,11602.95,5097.67,96.53,10190.61,11820.49,499.54,10631.80,1623.45,10906.59,10920.59,10182.54,10100.45,


 22:43:31
Interval Count,36.93,27.49,72.38,59.09,42.96,0.00,0.00,0.00,32.97,0.00,28.37,0.00,0.00,14.17,38.84,65.33,
Average m/min.,14.77,10.99,28.95,23.65,17.18,0.00,0.00,0.00,13.18,0.00,11.34,0.00,0.00,5.67,15.53,26.13,
Distance,4011.64,4520.22,6187.55,5263.15,4658.36,2039.07,38.61,4076.24,4741.38,199.82,4264.07,649.38,4362.64,4373.91,4088.55,4066.31,
Total Counts,10029.09,11300.55,15468.88,13157.87,11645.91,5097.67,96.53,10190.61,11853.46,499.54,10660.17,1623.45,10906.59,10934.76,10221.38,10165.78,


 22:44:31
Interval Count,46.75,59.78,73.86,63.11,57.32,0.00,0.00,0.00,60.30,0.00,7.17,0.00,0.00,13.36,59.42,43.70,
Average m/min.,18.70,23.90,29.53,25.23,22.93,0.00,0.00,0.00,24.15,0.00,2.87,0.00,0.00,5.34,23.77,17.48,
Distance,4030.34,4544.13,6217.09,5288.39,4681.29,2039.07,38.61,4076.24,4765.51,199.82,4266.94,649.38,4362.64,4379.25,4112.32,4083.79,
Total Counts,10075.84,11360.33,15542.74,13220.97,11703.22,5097.67,96.53,10190.61,11913.76,499.54,10667.34,1623.45,10906.59,10948.12,10280.80,10209.47,


 22:45:31
Interval Count,52.26,49.72,70.47,63.47,61.76,0.00,0.00,0.00,68.42,0.00,52.76,2.68,3.49,54.37,60.61,18.93,
Average m/min.,20.90,19.89,28.18,25.37,24.68,0.00,0.00,0.00,27.33,0.00,21.08,1.07,1.39,21.73,24.22,7.56,
Distance,4051.24,4564.02,6245.28,5313.78,4705.99,2039.07,38.61,4076.24,4792.87,199.82,4288.04,650.45,4364.03,4400.99,4136.56,4091.36,
Total Counts,10128.11,11410.05,15613.21,13284.45,11764.99,5097.67,96.53,10190.61,11982.18,499.54,10720.11,1626.13,10910.08,11002.49,10341.41,10228.41,


 22:46:31
Interval Count,43.71,66.26,72.83,63.53,7.88,0.00,0.00,0.00,36.74,0.00,52.84,8.26,47.05,52.58,37.75,52.82,
Average m/min.,17.48,26.51,29.14,25.42,3.16,0.00,0.00,0.00,14.70,0.00,21.13,3.31,18.81,21.04,15.10,21.14,
Distance,4068.73,4590.53,6274.42,5339.19,4709.15,2039.07,38.61,4076.24,4807.57,199.82,4309.18,653.76,4382.85,4422.03,4151.66,4112.49,
Total Counts,10171.82,11476.32,15686.04,13347.97,11772.87,5097.67,96.53,10190.61,12018.92,499.54,10772.95,1634.39,10957.13,11055.07,10379.16,10281.22,


 22:47:31
Interval Count,37.24,43.20,46.17,64.80,14.54,0.00,0.00,0.00,0.00,0.00,23.54,5.66,54.66,50.80,61.38,0.00,
Average m/min.,14.89,17.27,18.45,25.90,5.81,0.00,0.00,0.00,0.00,0.00,9.42,2.26,21.87,20.32,24.55,0.00,
Distance,4083.62,4607.81,6292.88,5365.11,4714.96,2039.07,38.61,4076.24,4807.57,199.82,4318.59,656.02,4404.72,4442.35,4176.22,4112.49,
Total Counts,10209.05,11519.51,15732.21,13412.78,11787.41,5097.67,96.53,10190.61,12018.92,499.54,10796.49,1640.05,11011.79,11105.87,10440.54,10281.22,


 22:48:31
Interval Count,54.97,14.03,83.11,59.22,55.50,0.00,0.00,0.01,0.00,0.00,0.00,7.66,52.24,18.01,60.36,36.97,
Average m/min.,21.99,5.61,33.26,23.69,22.19,0.00,0.00,0.01,0.00,0.00,0.00,3.06,20.88,7.20,24.14,14.79,
Distance,4105.61,4613.42,6326.13,5388.80,4737.16,2039.07,38.61,4076.25,4807.57,199.82,4318.59,659.08,4425.61,4449.55,4200.36,4127.28,
Total Counts,10264.03,11533.54,15815.32,13472.00,11842.91,5097.67,96.53,10190.62,12018.92,499.54,10796.49,1647.71,11064.03,11123.88,10500.89,10318.20,


 22:49:31
Interval Count,7.47,22.96,73.39,61.59,61.96,0.00,0.00,0.00,62.80,0.00,20.43,6.68,49.67,0.00,48.43,12.09,
Average m/min.,2.99,9.18,29.34,24.64,24.79,0.00,0.00,0.00,25.13,0.00,8.18,2.68,19.86,0.00,19.36,4.84,
Distance,4108.60,4622.60,6355.48,5413.44,4761.95,2039.07,38.61,4076.25,4832.69,199.82,4326.77,661.76,4445.48,4449.55,4219.73,4132.12,
Total Counts,10271.50,11556.50,15888.71,13533.59,11904.87,5097.67,96.53,10190.62,12081.72,499.54,10816.92,1654.39,11113.70,11123.88,10549.33,10330.29,


 22:50:31
Interval Count,0.00,0.00,72.70,61.75,65.33,0.00,0.00,19.37,64.18,0.00,46.91,5.03,35.42,0.50,0.00,45.32,
Average m/min.,0.00,0.00,29.06,24.68,26.11,0.00,0.00,7.73,25.65,0.00,18.76,2.01,14.17,0.20,0.00,18.10,
Distance,4108.60,4622.60,6384.56,5438.14,4788.08,2039.07,38.61,4083.99,4858.36,199.82,4345.53,663.77,4459.65,4449.75,4219.73,4150.24,
Total Counts,10271.50,11556.50,15961.41,13595.34,11970.20,5097.67,96.53,10209.99,12145.91,499.54,10863.83,1659.42,11149.12,11124.38,10549.33,10375.61,


 22:51:31
Interval Count,0.18,0.01,45.59,22.59,45.49,0.00,0.00,22.29,20.24,0.00,68.01,3.45,58.05,51.62,0.00,59.45,
Average m/min.,0.07,0.01,18.25,9.04,18.20,0.00,0.00,8.92,8.10,0.00,27.20,1.38,23.22,20.65,0.00,23.80,
Distance,4108.67,4622.61,6402.80,5447.17,4806.27,2039.07,38.61,4092.91,4866.46,199.82,4372.74,665.15,4482.87,4470.40,4219.73,4174.02,
Total Counts,10271.68,11556.51,16007.00,13617.93,12015.68,5097.67,96.53,10232.28,12166.14,499.54,10931.84,1662.87,11207.17,11176.00,10549.33,10435.05,


 22:52:31
Interval Count,58.53,52.61,78.30,34.63,59.58,1.38,0.00,23.91,60.87,0.00,45.18,0.00,50.28,54.82,0.14,55.45,
Average m/min.,23.40,21.03,31.31,13.85,23.83,0.55,0.00,9.56,24.37,0.00,18.07,0.00,20.10,21.92,0.06,22.17,
Distance,4132.08,4643.65,6434.12,5461.03,4830.11,2039.62,38.61,4102.47,4890.81,199.82,4390.81,665.15,4502.98,4492.33,4219.79,4196.20,
Total Counts,10330.21,11609.12,16085.30,13652.57,12075.26,5099.05,96.53,10256.18,12227.01,499.54,10977.03,1662.87,11257.45,11230.82,10549.47,10490.50,


 22:53:31
Interval Count,49.36,61.34,54.58,64.14,60.89,27.79,0.00,0.00,0.00,0.30,0.13,0.00,57.89,26.75,60.25,61.74,
Average m/min.,19.75,24.52,21.82,25.63,24.32,11.11,0.00,0.00,0.00,0.12,0.05,0.00,23.16,10.70,24.10,24.68,
Distance,4151.83,4668.18,6455.95,5486.68,4854.46,2050.74,38.61,4102.47,4890.81,199.94,4390.86,665.15,4526.14,4503.03,4243.89,4220.89,
Total Counts,10379.57,11670.46,16139.88,13716.71,12136.16,5126.84,96.53,10256.18,12227.01,499.84,10977.16,1662.87,11315.34,11257.57,10609.72,10552.24,


 22:54:31
Interval Count,60.46,60.72,76.76,19.32,69.64,18.50,0.00,0.00,48.13,0.00,27.49,0.00,56.68,19.39,59.08,56.61,
Average m/min.,24.18,24.29,30.72,7.74,27.89,7.41,0.00,0.00,19.25,0.00,11.00,0.00,22.66,7.75,23.63,22.65,
Distance,4176.01,4692.47,6486.66,5494.41,4882.32,2058.14,38.61,4102.47,4910.06,199.94,4401.86,665.15,4548.81,4510.78,4267.52,4243.54,
Total Counts,10440.03,11731.18,16216.64,13736.03,12205.80,5145.34,96.53,10256.18,12275.14,499.84,11004.64,1662.87,11372.03,11276.96,10668.80,10608.84,


 22:55:31
Interval Count,53.21,48.05,72.91,0.00,67.72,43.57,0.00,31.82,68.89,0.08,48.29,7.43,56.26,50.24,50.25,59.26,
Average m/min.,21.27,19.21,29.13,0.00,27.07,17.40,0.00,12.73,27.56,0.03,19.32,2.97,22.51,20.09,20.09,23.68,
