,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: Wolff_OF_3-13-17
,     Experiment Length: 10 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 3/27/2017 10:21:50
,     Stop Time: ~4/6/2017 10:21:50


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Interval Count,41.32,1.13,0.00,0.00,28.82,0.00,0.00,0.03,0.00,3.84,0.37,0.00,0.58,0.00,0.00,36.63,
Average m/min.,16.52,0.45,0.00,0.00,11.51,0.00,0.00,0.01,0.00,1.53,0.15,0.00,0.23,0.00,0.00,14.63,
Distance,6712.72,8724.14,10815.49,7879.81,7078.94,3685.44,102.94,7617.57,9034.77,292.24,6974.75,1226.34,7555.43,7982.59,7594.93,8651.48,
Total Counts,16781.79,21810.36,27038.72,19699.53,17697.36,9213.61,257.36,19043.93,22586.92,730.61,17436.87,3065.86,18888.58,19956.47,18987.33,21628.70,


 05:38:36
Interval Count,42.05,44.53,0.00,0.00,0.36,0.00,0.00,6.20,0.00,4.37,0.00,0.00,0.00,0.00,0.00,28.61,
Average m/min.,16.81,17.81,0.00,0.00,0.14,0.00,0.00,2.48,0.00,1.75,0.00,0.00,0.00,0.00,0.00,11.44,
Distance,6729.54,8741.95,10815.49,7879.81,7079.08,3685.44,102.94,7620.05,9034.77,293.99,6974.75,1226.34,7555.43,7982.59,7594.93,8662.92,
Total Counts,16823.84,21854.88,27038.72,19699.53,17697.71,9213.61,257.36,19050.13,22586.92,734.97,17436.87,3065.86,18888.58,19956.47,18987.33,21657.30,


 05:39:36
Interval Count,22.42,48.66,0.00,0.00,2.09,0.00,0.00,34.80,0.00,4.00,0.00,0.00,0.11,0.00,0.00,3.11,
Average m/min.,8.97,19.47,0.00,0.00,0.84,0.00,0.00,13.93,0.00,1.60,0.00,0.00,0.04,0.00,0.00,1.24,
Distance,6738.51,8761.42,10815.49,7879.81,7079.92,3685.44,102.94,7633.97,9034.77,295.59,6974.75,1226.34,7555.47,7982.59,7594.93,8664.16,
Total Counts,16846.26,21903.54,27038.72,19699.53,17699.80,9213.61,257.36,19084.93,22586.92,738.97,17436.87,3065.86,18888.68,19956.47,18987.33,21660.41,


 05:40:36
Interval Count,37.63,52.09,0.00,0.00,0.00,0.00,0.00,7.28,0.00,0.50,0.00,0.00,0.00,0.00,0.00,23.46,
Average m/min.,15.04,20.82,0.00,0.00,0.00,0.00,0.00,2.91,0.00,0.20,0.00,0.00,0.00,0.00,0.00,9.38,
Distance,6753.56,8782.25,10815.49,7879.81,7079.92,3685.44,102.94,7636.88,9034.77,295.79,6974.75,1226.34,7555.47,7982.59,7594.93,8673.55,
Total Counts,16883.89,21955.63,27038.72,19699.53,17699.80,9213.61,257.36,19092.21,22586.92,739.47,17436.87,3065.86,18888.68,19956.47,18987.33,21683.87,


 05:41:36
Interval Count,37.74,62.72,0.00,0.00,13.34,0.00,0.00,0.00,0.00,2.70,0.00,0.00,0.07,0.00,0.00,13.01,
Average m/min.,15.09,25.09,0.00,0.00,5.34,0.00,0.00,0.00,0.00,1.08,0.00,0.00,0.03,0.00,0.00,5.20,
Distance,6768.65,8807.34,10815.49,7879.81,7085.26,3685.44,102.94,7636.88,9034.77,296.87,6974.75,1226.34,7555.50,7982.59,7594.93,8678.75,
Total Counts,16921.63,22018.36,27038.72,19699.53,17713.14,9213.61,257.36,19092.21,22586.92,742.17,17436.87,3065.86,18888.75,19956.47,18987.33,21696.88,


 05:42:36
Interval Count,21.43,56.91,0.00,0.00,45.87,0.00,0.00,0.01,0.00,3.83,0.00,0.00,0.00,0.00,0.00,41.34,
Average m/min.,8.58,22.76,0.00,0.00,18.34,0.00,0.00,0.01,0.00,1.53,0.00,0.00,0.00,0.00,0.00,16.53,
Distance,6777.23,8830.11,10815.49,7879.81,7103.61,3685.44,102.94,7636.89,9034.77,298.40,6974.75,1226.34,7555.50,7982.59,7594.93,8695.29,
Total Counts,16943.07,22075.26,27038.72,19699.53,17759.01,9213.61,257.36,19092.22,22586.92,746.00,17436.87,3065.86,18888.75,19956.47,18987.33,21738.22,


 05:43:36
Interval Count,52.71,59.25,0.00,0.00,47.05,0.00,0.00,9.13,0.00,2.34,2.34,0.00,0.00,0.00,0.00,48.68,
Average m/min.,21.07,23.70,0.00,0.00,18.82,0.00,0.00,3.65,0.00,0.94,0.93,0.00,0.00,0.00,0.00,19.47,
Distance,6798.31,8853.81,10815.49,7879.81,7122.43,3685.44,102.94,7640.54,9034.77,299.34,6975.68,1226.34,7555.50,7982.59,7594.93,8714.76,
Total Counts,16995.78,22134.51,27038.72,19699.53,17806.07,9213.61,257.36,19101.36,22586.92,748.34,17439.21,3065.86,18888.75,19956.47,18987.33,21786.91,


 05:44:36
Interval Count,43.17,40.21,0.00,0.00,44.39,0.00,2.33,0.16,0.00,2.93,17.55,0.00,0.00,0.00,0.00,48.36,
Average m/min.,17.27,16.07,0.00,0.00,17.75,0.00,0.93,0.07,0.00,1.17,7.04,0.00,0.00,0.00,0.00,19.35,
Distance,6815.58,8869.89,10815.49,7879.81,7140.18,3685.44,103.87,7640.61,9034.77,300.51,6982.71,1226.34,7555.50,7982.59,7594.93,8734.11,
Total Counts,17038.95,22174.72,27038.72,19699.53,17850.46,9213.61,259.68,19101.51,22586.92,751.28,17456.76,3065.86,18888.75,19956.47,18987.33,21835.26,


 05:45:36
Interval Count,41.88,52.99,0.00,0.00,41.30,0.00,4.55,0.12,0.00,2.36,30.07,0.00,4.57,0.00,0.00,44.55,
Average m/min.,16.74,21.18,0.00,0.00,16.51,0.00,1.82,0.04,0.00,0.94,12.01,0.00,1.83,0.00,0.00,17.80,
Distance,6832.33,8891.08,10815.49,7879.81,7156.71,3685.44,105.69,7640.65,9034.77,301.45,6994.73,1226.34,7557.33,7982.59,7594.93,8751.93,
Total Counts,17080.83,22227.71,27038.72,19699.53,17891.76,9213.61,264.24,19101.63,22586.92,753.63,17486.83,3065.86,18893.32,19956.47,18987.33,21879.82,


 05:46:36
Interval Count,41.22,59.82,0.00,0.00,40.92,0.00,2.05,0.00,0.00,2.74,47.87,0.00,24.55,0.00,0.00,44.68,
Average m/min.,16.49,23.93,0.00,0.00,16.38,0.00,0.83,0.00,0.00,1.10,19.15,0.00,9.82,0.00,0.00,17.88,
Distance,6848.82,8915.01,10815.49,7879.81,7173.07,3685.44,106.52,7640.65,9034.77,302.55,7013.88,1226.34,7567.15,7982.59,7594.93,8769.80,
Total Counts,17122.05,22287.53,27038.72,19699.53,17932.68,9213.61,266.29,19101.63,22586.92,756.37,17534.70,3065.86,18917.87,19956.47,18987.33,21924.50,


 05:47:36
Interval Count,23.82,48.01,0.00,0.00,53.92,0.00,5.92,0.03,0.00,1.72,16.72,0.00,30.70,0.00,0.00,57.36,
Average m/min.,9.53,19.20,0.00,0.00,21.55,0.00,2.36,0.01,0.00,0.69,6.69,0.00,12.28,0.00,0.00,22.93,
Distance,6858.35,8934.22,10815.49,7879.81,7194.64,3685.44,108.88,7640.66,9034.77,303.24,7020.57,1226.34,7579.43,7982.59,7594.93,8792.74,
Total Counts,17145.87,22335.54,27038.72,19699.53,17986.61,9213.61,272.21,19101.66,22586.92,758.09,17551.42,3065.86,18948.57,19956.47,18987.33,21981.86,


 05:48:36
Interval Count,47.36,37.33,0.00,0.00,40.25,0.00,1.55,1.05,0.00,0.83,0.00,0.00,46.29,0.00,0.00,63.79,
Average m/min.,18.93,14.93,0.00,0.00,16.11,0.00,0.63,0.42,0.00,0.33,0.00,0.00,18.50,0.00,0.00,25.52,
Distance,6877.29,8949.15,10815.49,7879.81,7210.74,3685.44,109.51,7641.08,9034.77,303.57,7020.57,1226.34,7597.94,7982.59,7594.93,8818.26,
Total Counts,17193.22,22372.87,27038.72,19699.53,18026.86,9213.61,273.76,19102.71,22586.92,758.92,17551.42,3065.86,18994.86,19956.47,18987.33,22045.64,


 05:49:36
Interval Count,4.66,60.63,0.00,0.00,48.83,0.00,0.00,0.00,0.00,3.16,19.21,0.00,36.12,0.00,0.00,45.84,
Average m/min.,1.86,24.24,0.00,0.00,19.52,0.00,0.00,0.00,0.00,1.26,7.69,0.00,14.45,0.00,0.00,18.32,
Distance,6879.15,8973.40,10815.49,7879.81,7230.27,3685.44,109.51,7641.08,9034.77,304.83,7028.25,1226.34,7612.39,7982.59,7594.93,8836.59,
Total Counts,17197.88,22433.50,27038.72,19699.53,18075.68,9213.61,273.76,19102.71,22586.92,762.08,17570.63,3065.86,19030.97,19956.47,18987.33,22091.49,


 05:50:36
Interval Count,10.50,66.01,0.00,0.30,50.26,0.00,0.00,0.00,0.00,3.58,32.32,0.00,30.79,0.00,0.00,39.97,
Average m/min.,4.20,26.41,0.00,0.12,20.10,0.00,0.00,0.00,0.00,1.43,12.92,0.00,12.32,0.00,0.00,15.99,
Distance,6883.35,8999.81,10815.49,7879.93,7250.38,3685.44,109.51,7641.08,9034.77,306.26,7041.18,1226.34,7624.71,7982.59,7594.93,8852.58,
Total Counts,17208.38,22499.51,27038.72,19699.83,18125.95,9213.61,273.76,19102.71,22586.92,765.66,17602.95,3065.86,19061.76,19956.47,18987.33,22131.46,


 05:51:36
Interval Count,36.89,46.68,0.00,0.00,31.08,0.00,0.00,0.00,0.00,2.87,28.79,0.00,44.46,0.00,0.00,0.00,
Average m/min.,14.75,18.66,0.00,0.00,12.43,0.00,0.00,0.00,0.00,1.15,11.51,0.00,17.77,0.00,0.00,0.00,
Distance,6898.11,9018.48,10815.49,7879.93,7262.81,3685.44,109.51,7641.08,9034.77,307.41,7052.69,1226.34,7642.49,7982.59,7594.93,8852.58,
Total Counts,17245.28,22546.20,27038.72,19699.83,18157.03,9213.61,273.76,19102.71,22586.92,768.53,17631.74,3065.86,19106.22,19956.47,18987.33,22131.46,


 05:52:36
Interval Count,53.34,54.08,0.00,0.00,29.55,0.00,0.00,0.00,0.00,3.37,25.41,0.00,29.47,0.00,0.00,0.00,
Average m/min.,21.34,21.62,0.00,0.00,11.80,0.00,0.00,0.00,0.00,1.35,10.16,0.00,11.79,0.00,0.00,0.00,
Distance,6919.45,9040.11,10815.49,7879.93,7274.63,3685.44,109.51,7641.08,9034.77,308.76,7062.86,1226.34,7654.28,7982.59,7594.93,8852.58,
Total Counts,17298.62,22600.28,27038.72,19699.83,18186.58,9213.61,273.76,19102.71,22586.92,771.89,17657.14,3065.86,19135.70,19956.47,18987.33,22131.46,


 05:53:36
Interval Count,53.59,28.59,0.00,0.05,50.55,0.00,0.00,0.00,3.91,3.00,24.12,0.00,44.99,0.28,0.00,0.00,
Average m/min.,21.43,11.44,0.00,0.02,20.24,0.00,0.00,0.00,1.56,1.20,9.65,0.00,17.98,0.11,0.00,0.00,
Distance,6940.88,9051.55,10815.49,7879.95,7294.85,3685.44,109.51,7641.08,9036.33,309.96,7072.51,1226.34,7672.27,7982.70,7594.93,8852.58,
Total Counts,17352.21,22628.87,27038.72,19699.88,18237.13,9213.61,273.76,19102.71,22590.83,774.89,17681.26,3065.86,19180.68,19956.75,18987.33,22131.46,


 05:54:36
Interval Count,24.87,14.34,0.00,17.29,57.51,0.00,0.00,0.00,0.00,3.66,20.54,0.00,38.05,0.00,0.00,0.00,
Average m/min.,9.95,5.73,0.00,6.91,22.99,0.00,0.00,0.00,0.00,1.46,8.21,0.00,15.22,0.00,0.00,0.00,
Distance,6950.83,9057.28,10815.49,7886.87,7317.86,3685.44,109.51,7641.08,9036.33,311.42,7080.72,1226.34,7687.49,7982.70,7594.93,8852.58,
Total Counts,17377.08,22643.21,27038.72,19717.17,18294.64,9213.61,273.76,19102.71,22590.83,778.55,17701.80,3065.86,19218.74,19956.75,18987.33,22131.46,


 05:55:36
Interval Count,43.05,8.30,0.00,13.80,42.63,0.00,0.00,0.00,0.00,3.26,15.14,0.00,46.30,0.00,0.00,0.00,
Average m/min.,17.22,3.33,0.00,5.52,17.05,0.00,0.00,0.00,0.00,1.31,6.06,0.00,18.53,0.00,0.00,0.00,
Distance,6968.05,9060.61,10815.49,7892.39,7334.91,3685.44,109.51,7641.08,9036.33,312.73,7086.78,1226.34,7706.02,7982.70,7594.93,8852.58,
Total Counts,17420.13,22651.51,27038.72,19730.97,18337.28,9213.61,273.76,19102.71,22590.83,781.82,17716.95,3065.86,19265.04,19956.75,18987.33,22131.46,


 05:56:36
Interval Count,0.05,35.80,0.00,12.30,0.00,0.00,0.00,0.24,0.00,1.61,28.03,0.00,42.03,0.00,0.00,37.82,
Average m/min.,0.02,14.32,0.00,4.92,0.00,0.00,0.00,0.10,0.00,0.64,11.21,0.00,16.81,0.00,0.00,15.12,
Distance,6968.07,9074.93,10815.49,7897.31,7334.91,3685.44,109.51,7641.18,9036.33,313.37,7097.99,1226.34,7722.83,7982.70,7594.93,8867.71,
Total Counts,17420.18,22687.32,27038.72,19743.28,18337.28,9213.61,273.76,19102.95,22590.83,783.42,17744.97,3065.86,19307.07,19956.75,18987.33,22169.28,


 05:57:36
Interval Count,0.29,64.07,0.00,22.42,0.00,0.00,0.05,34.00,0.00,4.39,47.76,0.00,54.01,0.00,0.00,20.32,
Average m/min.,0.12,25.60,0.00,8.96,0.00,0.00,0.02,13.58,0.00,1.76,19.08,0.00,21.59,0.00,0.00,8.12,
Distance,6968.19,9100.55,10815.49,7906.28,7334.91,3685.44,109.53,7654.78,9036.33,315.13,7117.09,1226.34,7744.43,7982.70,7594.93,8875.84,
Total Counts,17420.47,22751.38,27038.72,19765.70,18337.28,9213.61,273.82,19136.95,22590.83,787.82,17792.74,3065.86,19361.08,19956.75,18987.33,22189.59,


 05:58:36
Interval Count,0.00,42.82,0.00,12.91,26.22,0.00,0.00,28.95,0.00,3.68,2.82,0.00,0.01,0.00,0.00,22.87,
Average m/min.,0.00,17.13,0.00,5.16,10.50,0.00,0.00,11.59,0.00,1.47,1.13,0.00,0.01,0.00,0.00,9.14,
Distance,6968.19,9117.68,10815.49,7911.44,7345.40,3685.44,109.53,7666.36,9036.33,316.60,7118.22,1226.34,7744.44,7982.70,7594.93,8884.98,
Total Counts,17420.47,22794.20,27038.72,19778.61,18363.50,9213.61,273.82,19165.89,22590.83,791.50,17795.55,3065.86,19361.09,19956.75,18987.33,22212.46,


 05:59:36
Interval Count,0.00,9.58,0.01,0.00,0.03,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,2.41,
Average m/min.,0.00,3.83,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.97,
Distance,6968.19,9121.51,10815.49,7911.44,7345.41,3685.44,109.53,7666.36,9036.34,316.60,7118.22,1226.34,7744.44,7982.70,7594.93,8885.95,
Total Counts,17420.47,22803.78,27038.74,19778.61,18363.53,9213.61,273.82,19165.89,22590.86,791.50,17795.55,3065.86,19361.09,19956.75,18987.33,22214.87,


 06:00:36
Interval Count,0.00,31.24,0.00,0.00,0.00,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.18,
Average m/min.,0.00,12.50,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.07,
Distance,6968.19,9134.01,10815.49,7911.44,7345.41,3685.44,109.78,7666.36,9036.34,316.60,7118.22,1226.34,7744.44,7982.70,7594.93,8888.02,
Total Counts,17420.47,22835.01,27038.74,19778.61,18363.53,9213.61,274.45,19165.89,22590.86,791.50,17795.55,3065.86,19361.09,19956.75,18987.33,22220.05,


 06:01:36
Interval Count,0.00,48.22,0.00,0.09,0.00,0.00,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.91,
Average m/min.,0.00,19.28,0.00,0.04,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.36,
Distance,6968.19,9153.29,10815.49,7911.48,7345.41,3685.44,110.23,7666.36,9036.34,316.60,7118.22,1226.34,7744.44,7982.70,7594.93,8890.38,
Total Counts,17420.47,22883.24,27038.74,19778.70,18363.53,9213.61,275.58,19165.89,22590.86,791.50,17795.55,3065.86,19361.09,19956.75,18987.33,22225.96,


 06:02:36
Interval Count,0.00,47.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.33,
Average m/min.,0.00,19.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.14,
Distance,6968.19,9172.36,10815.49,7911.48,7345.41,3685.44,110.23,7666.36,9036.34,316.60,7118.22,1226.34,7744.44,7982.70,7594.93,8898.52,
Total Counts,17420.47,22930.91,27038.74,19778.70,18363.53,9213.61,275.58,19165.89,22590.86,791.50,17795.55,3065.86,19361.09,19956.75,18987.33,22246.29,


 06:03:37
Interval Count,0.00,21.13,0.00,6.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.21,
Average m/min.,0.00,8.46,0.00,2.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.47,
Distance,6968.19,9180.82,10815.49,7914.10,7345.41,3685.44,110.23,7666.36,9036.34,316.60,7118.22,1226.34,7744.44,7982.70,7594.93,8911.00,
Total Counts,17420.47,22952.04,27038.74,19785.25,18363.53,9213.61,275.58,19165.89,22590.86,791.50,17795.55,3065.86,19361.09,19956.75,18987.33,22277.50,


 06:04:37
Interval Count,0.00,23.16,0.00,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.53,
Average m/min.,0.00,9.26,0.00,4.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.02,
Distance,6968.19,9190.08,10815.49,7918.31,7345.41,3685.44,110.23,7666.36,9036.34,316.60,7118.22,1226.34,7744.44,7982.70,7594.93,8920.01,
Total Counts,17420.47,22975.20,27038.74,19795.78,18363.53,9213.61,275.58,19165.89,22590.86,791.50,17795.55,3065.86,19361.09,19956.75,18987.33,22300.03,


 06:05:37
Interval Count,0.00,50.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,39.42,
Average m/min.,0.00,20.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,15.76,
Distance,6968.19,9210.27,10815.49,7918.31,7345.41,3685.44,110.23,7666.36,9036.34,316.60,7118.22,1226.34,7744.59,7982.70,7594.93,8935.78,
Total Counts,17420.47,23025.67,27038.74,19795.78,18363.53,9213.61,275.58,19165.89,22590.86,791.50,17795.55,3065.86,19361.47,19956.75,18987.33,22339.45,


 06:06:37
Interval Count,0.00,40.87,0.00,0.00,4.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.26,
Average m/min.,0.00,16.35,0.00,0.00,1.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.30,
Distance,6968.19,9226.62,10815.49,7918.31,7347.20,3685.44,110.23,7666.36,9036.34,316.60,7118.22,1226.34,7744.59,7982.70,7594.93,8941.08,
Total Counts,17420.47,23066.54,27038.74,19795.78,18368.00,9213.61,275.58,19165.89,22590.86,791.50,17795.55,3065.86,19361.47,19956.75,18987.33,22352.71,


 06:07:37
Interval Count,0.00,51.93,0.00,0.00,2.50,0.00,0.01,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,39.79,
Average m/min.,0.00,20.76,0.00,0.00,1.00,0.00,0.01,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,15.91,
Distance,6968.19,9247.39,10815.49,7918.31,7348.20,3685.44,110.24,7666.36,9036.34,316.67,7118.22,1226.34,7744.59,7982.70,7594.93,8957.00,
Total Counts,17420.47,23118.47,27038.74,19795.78,18370.50,9213.61,275.59,19165.89,22590.86,791.68,17795.55,3065.86,19361.47,19956.75,18987.33,22392.50,


 06:08:37
Interval Count,0.00,57.80,0.00,0.00,0.00,0.00,1.00,0.04,0.00,0.32,0.00,0.00,0.00,0.00,0.00,13.82,
Average m/min.,0.00,23.12,0.00,0.00,0.00,0.00,0.40,0.01,0.00,0.13,0.00,0.00,0.00,0.00,0.00,5.53,
Distance,6968.19,9270.51,10815.49,7918.31,7348.20,3685.44,110.64,7666.37,9036.34,316.80,7118.22,1226.34,7744.59,7982.70,7594.93,8962.53,
Total Counts,17420.47,23176.28,27038.74,19795.78,18370.50,9213.61,276.59,19165.93,22590.86,792.00,17795.55,3065.86,19361.47,19956.75,18987.33,22406.32,


 06:09:37
Interval Count,0.00,61.72,0.00,0.00,0.00,0.00,0.57,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,3.67,
Average m/min.,0.00,24.68,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,1.46,
Distance,6968.19,9295.20,10815.49,7918.31,7348.20,3685.44,110.86,7666.37,9036.34,316.95,7118.22,1226.34,7744.59,7982.70,7594.93,8963.99,
Total Counts,17420.47,23238.00,27038.74,19795.78,18370.50,9213.61,277.16,19165.93,22590.86,792.38,17795.55,3065.86,19361.47,19956.75,18987.33,22409.99,


 06:10:37
Interval Count,0.00,54.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.17,
Average m/min.,0.00,21.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.45,
Distance,6968.19,9317.04,10815.49,7918.31,7348.20,3685.44,110.86,7666.37,9036.34,316.95,7118.22,1226.34,7744.59,7982.70,7594.93,8980.46,
Total Counts,17420.47,23292.59,27038.74,19795.78,18370.50,9213.61,277.16,19165.93,22590.86,792.38,17795.55,3065.86,19361.47,19956.75,18987.33,22451.16,


 06:11:37
Interval Count,0.00,23.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.26,0.00,0.00,0.00,0.00,11.34,
Average m/min.,0.00,9.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.00,0.00,0.00,0.00,4.54,
Distance,6968.19,9326.53,10815.49,7918.31,7348.20,3685.44,110.86,7666.37,9036.34,316.98,7118.33,1226.34,7744.59,7982.70,7594.93,8985.00,
Total Counts,17420.47,23316.33,27038.74,19795.78,18370.50,9213.61,277.16,19165.93,22590.86,792.45,17795.82,3065.86,19361.47,19956.75,18987.33,22462.50,


 06:12:37
Interval Count,0.00,50.79,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.03,
Average m/min.,0.00,20.31,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.80,
Distance,6968.19,9346.85,10815.49,7918.32,7348.20,3685.44,110.86,7666.37,9036.34,316.98,7118.33,1226.34,7744.59,7982.70,7594.93,8995.81,
Total Counts,17420.47,23367.12,27038.74,19795.79,18370.50,9213.61,277.16,19165.93,22590.86,792.45,17795.82,3065.86,19361.47,19956.75,18987.33,22489.53,


 06:13:37
Interval Count,0.00,30.59,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.03,
Average m/min.,0.00,12.23,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.61,
Distance,6968.19,9359.08,10815.49,7918.32,7348.20,3685.44,110.86,7666.41,9036.34,316.98,7118.33,1226.34,7744.59,7982.70,7594.93,8999.42,
Total Counts,17420.47,23397.71,27038.74,19795.79,18370.50,9213.61,277.16,19166.03,22590.86,792.45,17795.82,3065.86,19361.47,19956.75,18987.33,22498.55,


 06:14:37
Interval Count,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.33,
Average m/min.,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.73,
Distance,6968.19,9359.08,10815.49,7918.44,7348.20,3685.44,110.86,7666.41,9036.34,316.98,7118.33,1226.34,7744.59,7982.70,7594.93,9011.15,
Total Counts,17420.47,23397.71,27038.74,19796.11,18370.50,9213.61,277.16,19166.03,22590.86,792.45,17795.82,3065.86,19361.47,19956.75,18987.33,22527.88,


 06:15:37
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.29,0.00,0.00,0.00,0.00,0.00,23.57,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.11,0.00,0.00,0.00,0.00,0.00,9.42,
Distance,6968.19,9359.08,10815.49,7918.44,7348.20,3685.44,110.86,7666.42,9036.34,317.09,7118.33,1226.34,7744.59,7982.70,7594.93,9020.58,
Total Counts,17420.47,23397.71,27038.74,19796.11,18370.50,9213.61,277.16,19166.04,22590.86,792.74,17795.82,3065.86,19361.47,19956.75,18987.33,22551.45,


 06:16:37
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.05,0.00,0.00,30.34,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.02,0.00,0.00,12.15,
Distance,6968.19,9359.08,10815.49,7918.44,7348.20,3685.44,110.86,7666.42,9036.34,317.11,7118.33,1226.34,7744.61,7982.70,7594.93,9032.72,
Total Counts,17420.47,23397.71,27038.74,19796.11,18370.50,9213.61,277.16,19166.04,22590.86,792.76,17795.82,3065.86,19361.53,19956.75,18987.33,22581.79,


 06:17:37
Interval Count,0.00,7.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,3.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,6968.19,9362.12,10815.49,7918.44,7348.20,3685.44,110.86,7666.42,9036.34,317.11,7118.33,1226.34,7744.61,7982.70,7594.93,9032.72,
Total Counts,17420.47,23405.30,27038.74,19796.11,18370.50,9213.61,277.16,19166.04,22590.86,792.76,17795.82,3065.86,19361.53,19956.75,18987.33,22581.79,


 06:18:37
Interval Count,0.00,30.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.87,
Average m/min.,0.00,12.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.34,
Distance,6968.19,9374.27,10815.49,7918.44,7348.20,3685.44,110.86,7666.42,9036.34,317.11,7118.33,1226.34,7744.61,7982.70,7594.93,9039.06,
Total Counts,17420.47,23435.68,27038.74,19796.11,18370.50,9213.61,277.16,19166.04,22590.86,792.76,17795.82,3065.86,19361.53,19956.75,18987.33,22597.66,


 06:19:37
Interval Count,0.00,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.92,
Average m/min.,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.97,
Distance,6968.19,9375.52,10815.49,7918.44,7348.20,3685.44,110.86,7666.42,9036.34,317.11,7118.33,1226.34,7744.61,7982.70,7594.93,9045.03,
